Wavelength (nm);% Transmission;% Reflectance
549;51.17427573;48.79186105
550;52.89215353;47.07011906
551;55.21793092;44.72961174
552;58.411557;41.60732611
553;62.40603154;37.57536681
554;67.08233895;32.95443255
555;71.97898722;28.05682847
556;76.62928176;23.41296867
557;80.73918587;19.33890669
558;84.10020042;15.965605
559;86.73431716;13.4053885
560;88.80181109;11.30575111
561;90.51495852;9.617443057
562;91.93334066;8.220957327
563;92.97118144;7.153714346
564;93.79231238;6.322148307
565;94.35286195;5.778142317
566;94.81155356;5.36602582
567;95.18551834;4.956734969
568;95.63679492;4.580585311
569;96.04211816;4.137127628
570;96.35945912;3.77446979
571;96.56815321;3.602302304
572;96.62055863;3.515535511
573;96.69190404;3.487498257
574;96.77121865;3.402878631
575;96.92711631;3.26777707
576;97.14516297;3.033163522
577;97.3422022;2.797379442
578;97.50964725;2.650867554
579;97.58190873;2.617945469
580;97.57142955;2.599478707
581;97.52665918;2.61952069
582;97.56665102;2.601548869
583;97.67929655;2.505741839
584;97.81961663;2.330616688
585;97.96604793;2.175206721
586;98.12483947;2.060534769
587;98.20908381;1.963740813
588;98.21904418;1.963113103
589;98.17905476;1.96422182
590;98.14678597;1.991523645
591;98.13846645;2.012192676
592;98.15637167;1.966274409
593;98.18203829;1.95950186
594;98.23924695;1.939871397
595;98.24581817;1.896981273
596;98.21708907;1.916067455
597;98.23188812;1.929142803
598;98.25154567;1.930941879
599;98.31196934;1.844032039
600;98.41827788;1.729955522
601;98.52216888;1.608470952
602;98.65961841;1.515974544
603;98.73011749;1.439177698
604;98.75386323;1.434951979
605;98.70056298;1.465075531
606;98.59536337;1.574596152
607;98.48854364;1.686683698
608;98.45369795;1.752458162
609;98.41953822;1.762185442
610;98.41736226;1.730615053
611;98.49816474;1.692912256
612;98.55449909;1.611620671
613;98.62309858;1.569215749
614;98.67258518;1.542379417
615;98.66744255;1.56366541
616;98.62839886;1.534462121
617;98.6106793;1.579216716
618;98.59358962;1.606457325
619;98.60919693;1.610944179
620;98.67531761;1.538343673
621;98.71732109;1.482921278
622;98.77576496;1.388837081
623;98.84715176;1.368230219
624;98.85529106;1.330150697
625;98.89478386;1.301803083
626;98.84192289;1.334619584
627;98.80735925;1.385632951
628;98.7620633;1.396470122
629;98.73693747;1.471999211
630;98.68501438;1.515084454
631;98.65216009;1.538986523
632;98.63661141;1.553719786
633;98.60873157;1.596892739
634;98.55329797;1.649611191
635;98.53521493;1.679222858
636;98.51248807;1.693326325
637;98.50490694;1.695782987
638;98.50975715;1.677157243
639;98.54454805;1.628695489
640;98.59525638;1.585125205
641;98.65915167;1.518154173
642;98.71781833;1.451921245
643;98.78684007;1.407795676
644;98.81875837;1.393002787
645;98.83841313;1.367151944
646;98.77532756;1.419558379
647;98.73101863;1.463778914
648;98.69075186;1.558825228
649;98.58268967;1.62143891
650;98.52465164;1.677238156
651;98.48749308;1.732457532
652;98.47036008;1.775925234
653;98.45717757;1.765341476
654;98.45126081;1.748311058
655;98.45203666;1.755676619
656;98.44479415;1.743281799
657;98.44860976;1.757017415
658;98.42737701;1.771021593
659;98.46353628;1.795602254
660;98.41840559;1.826090787
661;98.41409537;1.822054708
662;98.37738947;1.800584331
663;98.41699207;1.796132651
664;98.44046198;1.812386067
665;98.41031969;1.779752973
666;98.4665135;1.793645284
667;98.4484444;1.766998677
668;98.41146637;1.814460163
669;98.37490164;1.836988135
670;98.32262965;1.868605943
671;98.29776639;1.949869996
672;98.23805143;2.007165076
673;98.18106341;2.024304771
674;98.18403012;2.016919142
675;98.2179112;2.043656293
676;98.24586212;1.9857643
677;98.26117284;1.932549127
678;98.3139311;1.898591824
679;98.40986432;1.866069154
680;98.40308045;1.79849024
681;98.4263742;1.796929722
682;98.42684449;1.822452539
683;98.42454814;1.81973896
684;98.39867333;1.874220685
685;98.34312654;1.882647503
686;98.34558703;1.91312856
687;98.28076223;1.949925456
688;98.28211775;1.969073214
689;98.2608327;1.962945381
690;98.22953621;1.982968667
691;98.24116657;1.982070907
692;98.26436505;2.000116152
693;98.24216453;1.958531079
694;98.26867613;2.003550411
695;98.22005279;2.028929961
696;98.19074193;2.021901104
697;98.16892057;2.043306613
698;98.15138072;2.071243447
699;98.17517031;2.056387647
700;98.16477444;2.058053997
701;98.20870711;2.022155514
702;98.26957858;1.979970068
703;98.28420308;1.936640115
704;98.38356715;1.863900193
705;98.44472151;1.7890115
706;98.46661797;1.791969978
707;98.50246424;1.788171448
708;98.50387842;1.756021561
709;98.47385039;1.760386244
710;98.42990061;1.820605404
711;98.39443251;1.832102471
712;98.36595624;1.861756637
713;98.33184736;1.900108863
714;98.28158136;1.94638301
715;98.25992667;1.94612754
716;98.25604988;1.956064627
717;98.29221626;1.933969468
718;98.30571142;1.942013625
719;98.29260968;1.932132502
720;98.35622204;1.945020398
721;98.32749754;1.905317
722;98.35006376;1.890217792
723;98.35806765;1.89323346
724;98.3561204;1.916858569
725;98.3853749;1.892097454
726;98.3567874;1.911563048
727;98.36805726;1.917203919
728;98.41412595;1.850408378
729;98.44280467;1.793059648
730;98.50114225;1.802116634
731;98.57350168;1.720023284
732;98.58398456;1.692423159
733;98.69667602;1.608535377
734;98.71853055;1.57851525
735;98.6971831;1.544475222
736;98.75357293;1.54775615
737;98.70114447;1.569661508
738;98.6793032;1.558279226
739;98.64655956;1.635375444
740;98.59698584;1.681391432
741;98.57190349;1.704586804
742;98.52231018;1.745308818
743;98.48544398;1.753589935
744;98.52353309;1.80163445
745;98.50947382;1.784582642
746;98.55653417;1.733724014
747;98.58979265;1.696396626
748;98.66875016;1.668927409
749;98.73124451;1.604552867
750;98.76340976;1.510819624
751;98.81055122;1.479675291
752;98.81575885;1.484742163
753;98.83539295;1.485511993
754;98.81540486;1.516590464
755;98.82451279;1.523753606
756;98.73037691;1.560652506
757;98.70884581;1.597596821
758;98.70348812;1.636638125
759;98.65256073;1.666441388
760;98.63458637;1.678009363
761;98.6510914;1.687683248
762;98.62014542;1.694102631
763;98.67167256;1.660960228
764;98.72837066;1.612570965
765;98.75729121;1.604865508
766;98.80529981;1.555653239
767;98.82959127;1.525434293
768;98.80992279;1.508656319
769;98.83671875;1.503274635
770;98.80930655;1.55336175
771;98.76680613;1.586545737
772;98.71861253;1.619587922
773;98.66383882;1.695213755
774;98.59679815;1.738642499
775;98.51506637;1.838337356
776;98.47812986;1.875727486
777;98.4641752;1.916426351
778;98.41939504;1.927652602
779;98.45201899;1.930498833
780;98.43962808;1.919337954
781;98.49881527;1.89296158
782;98.54963115;1.805216054
783;98.61219869;1.772991166
784;98.62542221;1.712653033
785;98.74127131;1.660883517
786;98.73155731;1.619237238
787;98.73305075;1.622538588
788;98.70385318;1.671849055
789;98.69997376;1.683175747
790;98.60705685;1.721608075
791;98.53815213;1.826853942
792;98.44275277;1.942225343
793;98.34299375;2.000608609
794;98.25063969;2.126187228
795;98.1739065;2.210355695
796;98.06416639;2.308647609
797;97.9799862;2.362601508
798;97.94076821;2.448786206
799;97.94053284;2.46637773
800;97.88617401;2.522236526
801;97.87450271;2.479694371
802;97.82068869;2.519964192
803;97.83996238;2.523048024
804;97.80936892;2.539244768
805;97.80283949;2.576876131
806;97.77611949;2.59056761
807;97.71874184;2.649345761
808;97.68482167;2.721400569
809;97.57278655;2.788415031
810;97.5150874;2.858826336
811;97.43404026;2.925720679
812;97.37741777;3.011558549
813;97.28760933;3.081796728
814;97.22867011;3.15874552
815;97.17012542;3.225099294
816;97.0983432;3.297719685
817;97.09808501;3.302872065
818;97.01617918;3.376157355
819;96.99011003;3.383491815
820;96.9425996;3.426232238
821;96.9135113;3.465996044
822;96.84936392;3.525599584
823;96.78181479;3.601863814
824;96.72493631;3.661475405
825;96.63252024;3.751708873
826;96.5234473;3.863017309
827;96.42028853;3.969606739
828;96.2628486;4.099440849
829;96.14922793;4.237177288
830;96.01295038;4.370706971
831;95.84521321;4.53105336
832;95.74853669;4.656751926
833;95.58224901;4.787240858
834;95.46198524;4.893651913
835;95.38391449;4.9697095
836;95.32526086;5.084151769
837;95.25631971;5.145141747
838;95.17069305;5.193535698
839;95.13266178;5.247526244
840;95.07591379;5.2995617
841;95.01156712;5.348353161
842;94.95436353;5.403639021
843;94.88564434;5.478036823
844;94.80400549;5.549265852
845;94.67399548;5.661804238
846;94.57973943;5.801004036
847;94.40426146;5.956117096
848;94.20773128;6.180205878
849;93.98242092;6.357617891
850;93.7472132;6.617498737
851;93.45358905;6.902942076
852;93.1425948;7.223520407
853;92.80531753;7.553968127
854;92.41340603;7.950416161
855;92.01207674;8.350585872
856;91.58905748;8.769481779
857;91.09972601;9.246704681
858;90.61665001;9.727720006
859;90.12676978;10.23015171
860;89.56696332;10.762948
861;89.01081608;11.32981027
862;88.47888061;11.85693614
863;87.90132803;12.42407355
864;87.35558075;12.98648982
865;86.82813308;13.49652041
866;86.28669328;14.0275968
867;85.79896545;14.52787892
868;85.36771228;14.95875153
869;84.99022149;15.34741921
870;84.62974313;15.69147831
871;84.35200868;15.96424483
872;84.12840087;16.1800619
873;83.9838457;16.32803978
874;83.8979311;16.41393983
875;83.8748633;16.43589981
876;83.90962455;16.40220735
877;84.0258973;16.29866481
878;84.16359729;16.14902833
879;84.36208438;15.9616874
880;84.57580524;15.74301073
881;84.81732849;15.50320904
882;85.0561331;15.24433643
883;85.319839;14.98859088
884;85.57210792;14.73830291
885;85.82905155;14.49514612
886;86.04351049;14.27134105
887;86.23920466;14.08372865
888;86.40250433;13.91182789
889;86.5447152;13.77388713
890;86.64969756;13.66508864
891;86.72967798;13.57982342
892;86.78647511;13.51639729
893;86.82958135;13.4733027
894;86.85964064;13.44216357
895;86.88934602;13.42946515
896;86.89268882;13.41545889
897;86.89492453;13.40325266
898;86.91385379;13.40277298
899;86.90469239;13.41235844
900;86.88097303;13.42644682
901;86.83916369;13.45899593
902;86.78572726;13.52872889
903;86.67324205;13.62733633
904;86.52953067;13.79040287
905;86.29673247;14.01291141
906;86.03175056;14.2956242
907;85.65138231;14.66837332
908;85.1843044;15.13761827
909;84.63528297;15.67963309
910;83.98661592;16.32835456
911;83.23095207;17.08099418
912;82.42565919;17.88412848
913;81.58389088;18.73613585
914;80.65467504;19.65885141
915;79.72385396;20.58524913
916;78.80646776;21.51140019
917;77.87792906;22.43308791
918;77.01884415;23.30102966
919;76.24396727;24.06365811
920;75.54292537;24.76326642
921;74.93577472;25.36958782
922;74.48052853;25.83006425
923;74.11563212;26.19370325
924;73.88678588;26.40744261
925;73.80664569;26.49525123
926;73.84964224;26.45950808
927;74.00697741;26.28986903
928;74.28450395;26.01367325
929;74.67856664;25.6318547
930;75.16159525;25.13988007
931;75.70778107;24.58662586
932;76.32116638;23.97607202
933;76.99101362;23.29174179
934;77.67680599;22.61508443
935;78.36745274;21.92140381
936;79.04241105;21.21927606
937;79.68089098;20.56688206
938;80.23000784;19.99790991
939;80.72485129;19.48913117
940;81.12272401;19.07341345
941;81.40767553;18.78703738
942;81.56036508;18.59562175
943;81.62856873;18.54145479
944;81.56063938;18.60598213
945;81.38576262;18.78867549
946;81.08636493;19.07482306
947;80.73758813;19.44036944
948;80.29450206;19.88495946
949;79.78647398;20.39816232
950;79.28474854;20.91299573
951;78.76724055;21.44126965
952;78.23760854;21.98299254
953;77.74736431;22.47823301
954;77.2726475;22.95376038
955;76.86189134;23.39474628
956;76.47730146;23.77565699
957;76.17547914;24.10075368
958;75.88848272;24.37906905
959;75.6641995;24.61268543
960;75.50517958;24.79079423
961;75.3684876;24.93493776
962;75.25238801;25.04297024
963;75.1886751;25.12243946
964;75.12242254;25.17501871
965;75.10238775;25.22235701
966;75.06343006;25.25920874
967;75.02624702;25.29189367
968;74.98738978;25.33343099
969;74.9471687;25.37269773
970;74.90136826;25.4248402
971;74.84746313;25.48721392
972;74.77715137;25.55523503
973;74.70866588;25.63156564
974;74.62737512;25.70367936
975;74.5626254;25.7745221
976;74.50014945;25.84024538
977;74.45029979;25.89278427
978;74.41595891;25.92712942
979;74.41826511;25.93525271
980;74.43758044;25.91852574
981;74.47333238;25.87782481
982;74.55417515;25.80391571
983;74.65655609;25.69880197
984;74.79070538;25.56579962
985;74.93944226;25.41263304
986;75.11122487;25.24122408
987;75.30102318;25.05842049
988;75.48662598;24.88016052
989;75.66261567;24.70477613
990;75.81277816;24.5470779
991;75.92811304;24.42888152
992;76.02862301;24.35205739
993;76.05126885;24.3206723
994;76.01888119;24.3637229
995;75.90193049;24.47178028
996;75.71221396;24.66393728
997;75.43837846;24.93884247
998;75.09480738;25.29096484
999;74.64312439;25.74349524
1000;74.11235673;26.27290438
1001;73.55088292;26.83462536
1002;72.90415592;27.48489357
1003;72.19852478;28.18067027
1004;71.5065235;28.8793399
1005;70.77542904;29.62122643
1006;70.03037188;30.36241018
1007;69.33502392;31.05479265
1008;68.67266616;31.73023635
1009;68.02406658;32.36953462
1010;67.47323375;32.92461026
1011;66.96009072;33.42191259
1012;66.53013689;33.86373743
1013;66.18408701;34.21243193
1014;65.92459198;34.46546309
1015;65.73575469;34.64037316
1016;65.65048176;34.73449636
1017;65.64242689;34.74189949
1018;65.70746982;34.66404681
1019;65.86712272;34.51680831
1020;66.07866102;34.30720859
1021;66.36699753;34.02394488
1022;66.70988067;33.68274415
1023;67.08226005;33.30645379
1024;67.51990237;32.86987889
1025;68.00507303;32.39698187
1026;68.47939734;31.93263526
1027;68.95723047;31.44104856
1028;69.47507335;30.92890743
1029;69.96233122;30.45690153
1030;70.43261925;29.96981379
1031;70.90731821;29.4968638
1032;71.32999237;29.08391888
1033;71.7106082;28.71098908
1034;72.05879354;28.36241313
1035;72.3582918;28.07170145
1036;72.59451669;27.83239657
1037;72.78724918;27.63596726
1038;72.92555934;27.49583614
1039;73.01524099;27.40463765
1040;73.0767175;27.36374073
1041;73.0703249;27.35509586
1042;73.04761031;27.38645256
1043;72.98345893;27.44388126
1044;72.90123999;27.52281326
1045;72.81111501;27.61763523
1046;72.70186496;27.71992827
1047;72.59930026;27.82802033
1048;72.49948961;27.92744402
1049;72.40031609;28.02294646
1050;71.94759481;27.58776714
1051;71.87337918;27.66534418
1052;71.80282527;27.73518581
1053;71.7347111;27.80657181
1054;71.66651672;27.87298809
1055;71.60079666;27.94490705
1056;71.53147441;28.02634209
1057;71.45026689;28.10198113
1058;71.35976007;28.20519819
1059;71.24600634;28.30952755
1060;71.11270394;28.45157678
1061;70.96510328;28.60625758
1062;70.77855722;28.7884323
1063;70.55904499;29.01698709
1064;70.31721128;29.26114632
1065;70.04873829;29.54426599
1066;69.72030563;29.86998561
1067;69.39770413;30.20885018
1068;69.0188357;30.59638408
1069;68.61406364;31.00648178
1070;68.20779403;31.42479687
1071;67.80472383;31.86231498
1072;67.33526825;32.31946465
1073;66.8814663;32.76769415
1074;66.43428982;33.20398854
1075;65.99288123;33.65584432
1076;65.57933996;34.071745
1077;65.19784875;34.46272781
1078;64.81772443;34.8260177
1079;64.5216774;35.15254361
1080;64.22277405;35.42725048
1081;64.00344768;35.66776003
1082;63.81724905;35.86976204
1083;63.67955938;35.99669738
1084;63.59746047;36.08283619
1085;63.55805581;36.10459753
1086;63.57481685;36.07845426
1087;63.64874875;35.99162459
1088;63.77422055;35.84949647
1089;63.95865247;35.67694974
1090;64.18149465;35.44603767
1091;64.47420023;35.17065496
1092;64.77267361;34.87295595
1093;65.09730624;34.52219437
1094;65.49233441;34.14352877
1095;65.86982214;33.72018827
1096;66.27940612;33.35474537
1097;66.70205718;32.90411693
1098;67.10733118;32.50612668
1099;67.52064971;32.08084099
1100;67.9001337;31.66497299
1101;68.35417489;31.29405201
1102;68.65127316;30.91512771
1103;69.03982926;30.59068812
1104;69.3329027;30.27354811
1105;69.59282526;30.03811033
1106;69.82159678;29.79534096
1107;70.00820528;29.62768402
1108;70.12820257;29.49903574
1109;70.24830979;29.4135618
1110;70.2512892;29.36284508
1111;70.28354616;29.37877082
1112;70.23063096;29.40017749
1113;70.14698695;29.51661197
1114;70.08789563;29.617975
1115;69.90981297;29.74007824
1116;69.75199635;29.91357614
1117;69.61503237;30.09801587
1118;69.42298431;30.2743354
1119;69.28372656;30.49034205
1120;69.0098054;30.65535966
1121;68.85640419;30.8500517
1122;68.69158141;31.04005398
1123;68.51477323;31.20442928
1124;68.33770326;31.36859535
1125;68.22046315;31.50436651
1126;68.03426679;31.63089537
1127;68.0076422;31.74327362
1128;67.91289408;31.82541336
1129;67.76197581;31.9004194
1130;67.78645068;31.96807265
1131;67.73721445;31.99319112
1132;67.63232491;32.02307073
1133;67.65058716;32.04621624
1134;67.70714643;32.06557278
1135;67.59943054;32.05876279
1136;67.65426953;32.06773951
1137;67.64556122;32.07593861
1138;67.64277;32.06145639
1139;67.64926147;32.08657622
1140;67.63722138;32.08925932
1141;67.62413229;32.11611
1142;67.61025799;32.1508728
1143;67.55293908;32.18314852
1144;67.49970134;32.23209298
1145;67.47753546;32.31199586
1146;67.38492359;32.37616756
1147;67.27261256;32.43872124
1148;67.24393204;32.55448447
1149;67.13388487;32.64475198
1150;67.01426777;32.73313005
1151;66.95229357;32.86437707
1152;66.81116772;32.95797157
1153;66.7113782;33.04592676
1154;66.63651221;33.17916034
1155;66.53255154;33.22322282
1156;66.41947074;33.2996989
1157;66.41757063;33.40347447
1158;66.38245069;33.43311588
1159;66.2900762;33.44588818
1160;66.3256038;33.47628439
1161;66.33827074;33.46950388
1162;66.36103414;33.43150176
1163;66.41889343;33.37640299
1164;66.50094143;33.30165451
1165;66.58975243;33.19774808
1166;66.72641387;33.07379213
1167;66.89045278;32.9174325
1168;67.03012481;32.77090271
1169;67.20377226;32.5796878
1170;67.42085318;32.37741343
1171;67.61158062;32.14961851
1172;67.89794394;31.97512335
1173;68.0785805;31.71765511
1174;68.27105333;31.49588003
1175;68.52330154;31.26917801
1176;68.76175688;31.02514904
1177;68.99928911;30.84887462
1178;69.15470528;30.63432481
1179;69.3477905;30.45702989
1180;69.50059407;30.29117124
1181;69.65978991;30.15572111
1182;69.77373141;30.06474949
1183;69.8840241;29.99950273
1184;69.89802557;29.94141442
1185;69.91228045;29.9339079
1186;69.88421231;29.95798925
1187;69.83068184;30.0293513
1188;69.72672308;30.12721155
1189;69.60659829;30.26839486
1190;69.48147747;30.43468467
1191;69.21036198;30.61301477
1192;69.02944847;30.85559432
1193;68.80171476;31.10029836
1194;68.54223853;31.35583309
1195;68.26965688;31.65145862
1196;67.96012328;31.94062824
1197;67.66801957;32.23257661
1198;67.38516185;32.53640262
1199;67.08631799;32.83121543
1200;66.85016546;33.15025388
1201;66.5317474;33.4393486
1202;66.28266773;33.70316132
1203;66.0468465;33.93248264
1204;65.82300063;34.15586076
1205;65.64554639;34.39616322
1206;65.43633682;34.55217565
1207;65.32135383;34.70330944
1208;65.16536711;34.8135011
1209;65.0857794;34.88873623
1210;65.02925867;34.94349713
1211;65.02101982;35.00906441
1212;65.00979546;34.98767361
1213;65.03967032;34.94697931
1214;65.10437851;34.87998853
1215;65.18455332;34.78205493
1216;65.27589523;34.67539814
1217;65.45181517;34.55287658
1218;65.63455623;34.37603287
1219;65.77196684;34.19794088
1220;65.99708899;33.98980716
1221;66.21850513;33.76888484
1222;66.44363844;33.53321103
1223;66.68245761;33.29569975
1224;66.96727797;33.0524126
1225;67.10334908;32.79247258
1226;67.43322891;32.525294
1227;67.71255161;32.28766803
1228;67.95599401;32.02091918
1229;68.23034042;31.75199612
1230;68.43333859;31.53017119
