? (nm);T (%);? (nm);OD
637.8;3.93188E-05;637.8;6.4054
638;3.9473E-05;638;6.4037
638.2;3.96369E-05;638.2;6.4019
638.4;3.98107E-05;638.4;6.4
638.6;4.00037E-05;638.6;6.3979
638.8;4.02068E-05;638.8;6.3957
639;4.04203E-05;639;6.3934
639.2;4.06537E-05;639.2;6.3909
639.4;4.08978E-05;639.4;6.3883
639.6;4.11529E-05;639.6;6.3856
639.8;4.1419E-05;639.8;6.3828
640;4.17061E-05;640;6.3798
640.2;4.20049E-05;640.2;6.3767
640.4;4.23253E-05;640.4;6.3734
640.6;4.26481E-05;640.6;6.3701
640.8;4.30031E-05;640.8;6.3665
641;4.33611E-05;641;6.3629
641.2;4.37421E-05;641.2;6.3591
641.4;4.41367E-05;641.4;6.3552
641.6;4.45554E-05;641.6;6.3511
641.8;4.49883E-05;641.8;6.3469
642;4.54465E-05;642;6.3425
642.2;4.59092E-05;642.2;6.3381
642.4;4.64088E-05;642.4;6.3334
642.6;4.69137E-05;642.6;6.3287
642.8;4.7446E-05;642.8;6.3238
643;4.79954E-05;643;6.3188
643.2;4.85736E-05;643.2;6.3136
643.4;4.917E-05;643.4;6.3083
643.6;4.97852E-05;643.6;6.3029
643.8;5.04197E-05;643.8;6.2974
644;5.10858E-05;644;6.2917
644.2;5.17726E-05;644.2;6.2859
644.4;5.24807E-05;644.4;6.28
644.6;5.32108E-05;644.6;6.274
644.8;5.39759E-05;644.8;6.2678
645;5.47646E-05;645;6.2615
645.2;5.55776E-05;645.2;6.2551
645.4;5.64157E-05;645.4;6.2486
645.6;5.72796E-05;645.6;6.242
645.8;5.81835E-05;645.8;6.2352
646;5.91017E-05;646;6.2284
646.2;6.0062E-05;646.2;6.2214
646.4;6.1038E-05;646.4;6.2144
646.6;6.20583E-05;646.6;6.2072
646.8;6.30957E-05;646.8;6.2
647;6.418E-05;647;6.1926
647.2;6.5283E-05;647.2;6.1852
647.4;6.64355E-05;647.4;6.1776
647.6;6.76239E-05;647.6;6.1699
647.8;6.88335E-05;647.8;6.1622
648;7.0081E-05;648;6.1544
648.2;7.13839E-05;648.2;6.1464
648.4;7.2711E-05;648.4;6.1384
648.6;7.40798E-05;648.6;6.1303
648.8;7.54918E-05;648.8;6.1221
649;7.69485E-05;649;6.1138
649.2;7.84513E-05;649.2;6.1054
649.4;8.00018E-05;649.4;6.0969
649.6;8.16018E-05;649.6;6.0883
649.8;8.3253E-05;649.8;6.0796
650;8.49572E-05;650;6.0708
650.2;8.66962E-05;650.2;6.062
650.4;8.85116E-05;650.4;6.053
650.6;9.03649E-05;650.6;6.044
650.8;9.22996E-05;650.8;6.0348
651;9.42758E-05;651;6.0256
651.2;9.62942E-05;651.2;6.0164
651.4;9.84011E-05;651.4;6.007
651.6;0.000100554;651.6;5.9976
651.8;0.000102754;651.8;5.9882
652;0.000105027;652;5.9787
652.2;0.000107374;652.2;5.9691
652.4;0.000109749;652.4;5.9596
652.6;0.000112202;652.6;5.95
652.8;0.00011471;652.8;5.9404
653;0.000117247;653;5.9309
653.2;0.00011984;653.2;5.9214
653.4;0.00012249;653.4;5.9119
653.6;0.00012517;653.6;5.9025
653.8;0.000127879;653.8;5.8932
654;0.000130617;654;5.884
654.2;0.000133383;654.2;5.8749
654.4;0.000136144;654.4;5.866
654.6;0.000138931;654.6;5.8572
654.8;0.000141742;654.8;5.8485
655;0.000144544;655;5.84
655.2;0.000147299;655.2;5.8318
655.4;0.000150072;655.4;5.8237
655.6;0.000152827;655.6;5.8158
655.8;0.000155525;655.8;5.8082
656;0.000158198;656;5.8008
656.2;0.000160842;656.2;5.7936
656.4;0.000163418;656.4;5.7867
656.6;0.00016592;656.6;5.7801
656.8;0.000168345;656.8;5.7738
657;0.000170726;657;5.7677
657.2;0.000173021;657.2;5.7619
657.4;0.000175227;657.4;5.7564
657.6;0.000177296;657.6;5.7513
657.8;0.000179308;657.8;5.7464
658;0.000181217;658;5.7418
658.2;0.000182978;658.2;5.7376
658.4;0.000184629;658.4;5.7337
658.6;0.000186123;658.6;5.7302
658.8;0.000187499;658.8;5.727
659;0.000188712;659;5.7242
659.2;0.000189802;659.2;5.7217
659.4;0.000190766;659.4;5.7195
659.6;0.000191514;659.6;5.7178
659.8;0.000192132;659.8;5.7164
660;0.000192619;660;5.7153
660.2;0.000192886;660.2;5.7147
660.4;0.000193019;660.4;5.7144
660.6;0.000192975;660.6;5.7145
660.8;0.000192797;660.8;5.7149
661;0.000192442;661;5.7157
661.2;0.000191955;661.2;5.7168
661.4;0.000191293;661.4;5.7183
661.6;0.000190502;661.6;5.7201
661.8;0.000189583;661.8;5.7222
662;0.000188538;662;5.7246
662.2;0.00018737;662.2;5.7273
662.4;0.00018608;662.4;5.7303
662.6;0.000184714;662.6;5.7335
662.8;0.000183231;662.8;5.737
663;0.000181635;663;5.7408
663.2;0.000180011;663.2;5.7447
663.4;0.000178279;663.4;5.7489
663.6;0.000176522;663.6;5.7532
663.8;0.000174703;663.8;5.7577
664;0.000172822;664;5.7624
664.2;0.000170923;664.2;5.7672
664.4;0.000168966;664.4;5.7722
664.6;0.000167032;664.6;5.7772
664.8;0.000165044;664.8;5.7824
665;0.000163042;665;5.7877
665.2;0.000161027;665.2;5.7931
665.4;0.000159038;665.4;5.7985
665.6;0.000157036;665.6;5.804
665.8;0.00015506;665.8;5.8095
666;0.000153073;666;5.8151
666.2;0.000151112;666.2;5.8207
666.4;0.000149176;666.4;5.8263
666.6;0.000147299;666.6;5.8318
666.8;0.000145412;666.8;5.8374
667;0.000143582;667;5.8429
667.2;0.000141775;667.2;5.8484
667.4;0.000140023;667.4;5.8538
667.6;0.000138325;667.6;5.8591
667.8;0.000136678;667.8;5.8643
668;0.000135083;668;5.8694
668.2;0.000133537;668.2;5.8744
668.4;0.000132069;668.4;5.8792
668.6;0.000130677;668.6;5.8838
668.8;0.00012933;668.8;5.8883
669;0.000128086;669;5.8925
669.2;0.00012694;669.2;5.8964
669.4;0.000125864;669.4;5.9001
669.6;0.000124853;669.6;5.9036
669.8;0.000123965;669.8;5.9067
670;0.000123169;670;5.9095
670.2;0.00012249;670.2;5.9119
670.4;0.000121899;670.4;5.914
670.6;0.000121451;670.6;5.9156
670.8;0.000121088;670.8;5.9169
671;0.000120865;671;5.9177
671.2;0.000120781;671.2;5.918
671.4;0.000120837;671.4;5.9178
671.6;0.000121032;671.6;5.9171
671.8;0.000121367;671.8;5.9159
672;0.000121843;672;5.9142
672.2;0.000122518;672.2;5.9118
672.4;0.000123339;672.4;5.9089
672.6;0.000124337;672.6;5.9054
672.8;0.000125545;672.8;5.9012
673;0.00012694;673;5.8964
673.2;0.000128558;673.2;5.8909
673.4;0.000130407;673.4;5.8847
673.6;0.000132495;673.6;5.8778
673.8;0.000134834;673.8;5.8702
674;0.000137467;674;5.8618
674.2;0.000140378;674.2;5.8527
674.4;0.000143615;674.4;5.8428
674.6;0.000147163;674.6;5.8322
674.8;0.000151112;674.8;5.8207
675;0.000155418;675;5.8085
675.2;0.000160177;675.2;5.7954
675.4;0.000165386;675.4;5.7815
675.6;0.00017112;675.6;5.7667
675.8;0.000177378;675.8;5.7511
676;0.000184204;676;5.7347
676.2;0.00019169;676.2;5.7174
676.4;0.000199894;676.4;5.6992
676.6;0.000208882;676.6;5.6801
676.8;0.000218726;676.8;5.6601
677;0.000229456;677;5.6393
677.2;0.000241268;677.2;5.6175
677.4;0.000254156;677.4;5.5949
677.6;0.000268349;677.6;5.5713
677.8;0.000283857;677.8;5.5469
678;0.000300885;678;5.5216
678.2;0.000319595;678.2;5.4954
678.4;0.000340173;678.4;5.4683
678.6;0.000362744;678.6;5.4404
678.8;0.000387525;678.8;5.4117
679;0.000414763;679;5.3822
679.2;0.000444631;679.2;5.352
679.4;0.000477529;679.4;5.321
679.6;0.000513452;679.6;5.2895
679.8;0.000552841;679.8;5.2574
680;0.000595937;680;5.2248
680.2;0.000642836;680.2;5.1919
680.4;0.000693745;680.4;5.1588
680.6;0.000748859;680.6;5.1256
680.8;0.000808165;680.8;5.0925
681;0.000871565;681;5.0597
681.2;0.000938426;681.2;5.0276
681.4;0.001008788;681.4;4.9962
681.6;0.001081932;681.6;4.9658
681.8;0.001156378;681.8;4.9369
682;0.001231402;682;4.9096
682.2;0.00130557;682.2;4.8842
682.4;0.001377209;682.4;4.861
682.6;0.001444774;682.6;4.8402
682.8;0.001506607;682.8;4.822
683;0.001561709;683;4.8064
683.2;0.001608792;683.2;4.7935
683.4;0.001647024;683.4;4.7833
683.6;0.0016761;683.6;4.7757
683.8;0.00169668;683.8;4.7704
684;0.001708834;684;4.7673
684.2;0.001713957;684.2;4.766
684.4;0.001712774;684.4;4.7663
684.6;0.001706868;684.6;4.7678
684.8;0.001697462;684.8;4.7702
685;0.001685388;685;4.7733
685.2;0.00167186;685.2;4.7768
685.4;0.001658441;685.4;4.7803
685.6;0.001645508;685.6;4.7837
685.8;0.001633804;685.8;4.7868
686;0.001624426;686;4.7893
686.2;0.001617335;686.2;4.7912
686.4;0.001613244;686.4;4.7923
686.6;0.001612872;686.6;4.7924
686.8;0.001616218;686.8;4.7915
687;0.001623305;687;4.7896
687.2;0.00163531;687.2;4.7864
687.4;0.001651581;687.4;4.7821
687.6;0.001673016;687.6;4.7765
687.8;0.001699417;687.8;4.7697
688;0.001731809;688;4.7615
688.2;0.001770109;688.2;4.752
688.4;0.00181468;688.4;4.7412
688.6;0.00186552;688.6;4.7292
688.8;0.001923978;688.8;4.7158
689;0.001990215;689;4.7011
689.2;0.002064905;689.2;4.6851
689.4;0.00214783;689.4;4.668
689.6;0.002240268;689.6;4.6497
689.8;0.00234315;689.8;4.6302
690;0.002456405;690;4.6097
690.2;0.002580477;690.2;4.5883
690.4;0.002717065;690.4;4.5659
690.6;0.002865497;690.6;4.5428
690.8;0.003026913;690.8;4.519
691;0.003201106;691;4.4947
691.2;0.003387661;691.2;4.4701
691.4;0.003586741;691.4;4.4453
691.6;0.003797519;691.6;4.4205
691.8;0.004017908;691.8;4.396
692;0.004246196;692;4.372
692.2;0.004480227;692.2;4.3487
692.4;0.004715199;692.4;4.3265
692.6;0.004946523;692.6;4.3057
692.8;0.005170113;692.8;4.2865
693;0.005378981;693;4.2693
693.2;0.005569292;693.2;4.2542
693.4;0.005731918;693.4;4.2417
693.6;0.005862731;693.6;4.2319
693.8;0.005956621;693.8;4.225
694;0.00600897;694;4.2212
694.2;0.006020049;694.2;4.2204
694.4;0.005985494;694.4;4.2229
694.6;0.00591017;694.6;4.2284
694.8;0.005795621;694.8;4.2369
695;0.005646769;695;4.2482
695.2;0.005467641;695.2;4.2622
695.4;0.00526502;695.4;4.2786
695.6;0.005044289;695.6;4.2972
695.8;0.004811716;695.8;4.3177
696;0.004572987;696;4.3398
696.2;0.004332115;696.2;4.3633
696.4;0.004093549;696.4;4.3879
696.6;0.003860113;696.6;4.4134
696.8;0.003634963;696.8;4.4395
697;0.003420582;697;4.4659
697.2;0.003216622;697.2;4.4926
697.4;0.003024823;697.4;4.5193
697.6;0.002845771;697.6;4.5458
697.8;0.002679168;697.8;4.572
698;0.002525225;698;4.5977
698.2;0.002383417;698.2;4.6228
698.4;0.002253201;698.4;4.6472
698.6;0.002134027;698.6;4.6708
698.8;0.00202535;698.8;4.6935
699;0.001926194;699;4.7153
699.2;0.001836538;699.2;4.736
699.4;0.001755901;699.4;4.7555
699.6;0.001682674;699.6;4.774
699.8;0.001617335;699.8;4.7912
700;0.001559193;700;4.8071
700.2;0.001507301;700.2;4.8218
700.4;0.001461504;700.4;4.8352
700.6;0.001421674;700.6;4.8472
700.8;0.001387395;700.8;4.8578
701;0.001358313;701;4.867
701.2;0.001333829;701.2;4.8749
701.4;0.001314317;701.4;4.8813
701.6;0.001299272;701.6;4.8863
701.8;0.001288546;701.8;4.8899
702;0.001282331;702;4.892
702.2;0.001280265;702.2;4.8927
702.4;0.001282626;702.4;4.8919
702.6;0.001288843;702.6;4.8898
702.8;0.001299571;702.8;4.8862
703;0.001314619;703;4.8812
703.2;0.001333829;703.2;4.8749
703.4;0.001357688;703.4;4.8672
703.6;0.001385798;703.6;4.8583
703.8;0.001418731;703.8;4.8481
704;0.001456465;704;4.8367
704.2;0.001498994;704.2;4.8242
704.4;0.001546322;704.4;4.8107
704.6;0.001598822;704.6;4.7962
704.8;0.00165577;704.8;4.781
705;0.001717513;705;4.7651
705.2;0.001784021;705.2;4.7486
705.4;0.001853958;705.4;4.7319
705.6;0.001927525;705.6;4.715
705.8;0.002003549;705.8;4.6982
706;0.002081134;706;4.6817
706.2;0.002159235;706.2;4.6657
706.4;0.00223563;706.4;4.6506
706.6;0.002309404;706.6;4.6365
706.8;0.00237903;706.8;4.6236
707;0.002441743;707;4.6123
707.2;0.002497468;707.2;4.6025
707.4;0.002543314;707.4;4.5946
707.6;0.002579289;707.6;4.5885
707.8;0.002604954;707.8;4.5842
708;0.002619389;708;4.5818
708.2;0.002623614;708.2;4.5811
708.4;0.002618183;708.4;4.582
708.6;0.002604954;708.6;4.5842
708.8;0.002584045;708.8;4.5877
709;0.002558586;709;4.592
709.2;0.002528716;709.2;4.5971
709.4;0.002496319;709.4;4.6027
709.6;0.002463202;709.6;4.6085
709.8;0.002430524;709.8;4.6143
710;0.002399385;710;4.6199
710.2;0.002370282;710.2;4.6252
710.4;0.002344229;710.4;4.63
710.6;0.002322202;710.6;4.6341
710.8;0.002303563;710.8;4.6376
711;0.002289813;711;4.6402
711.2;0.002280342;711.2;4.642
711.4;0.002275621;711.4;4.6429
711.6;0.002276145;711.6;4.6428
711.8;0.002280867;711.8;4.6419
712;0.002290868;712;4.64
712.2;0.002305154;712.2;4.6373
712.4;0.002324342;712.4;4.6337
712.6;0.002346929;712.6;4.6295
712.8;0.002374105;712.8;4.6245
713;0.002404363;713;4.619
713.2;0.00243725;713.2;4.6131
713.4;0.002472293;713.4;4.6069
713.6;0.002508996;713.6;4.6005
713.8;0.00254683;713.8;4.594
714;0.002584045;714;4.5877
714.2;0.002620596;714.2;4.5816
714.4;0.002655217;714.4;4.5759
714.6;0.002686581;714.6;4.5708
714.8;0.002714563;714.8;4.5663
715;0.002737789;715;4.5626
715.2;0.002756767;715.2;4.5596
715.4;0.002769491;715.4;4.5576
715.6;0.002776515;715.6;4.5565
715.8;0.002777794;715.8;4.5563
716;0.002773959;716;4.5569
716.2;0.002764394;716.2;4.5584
716.4;0.00275106;716.4;4.5605
716.6;0.00273338;716.6;4.5633
716.8;0.002712689;716.8;4.5666
717;0.002690296;717;4.5702
717.2;0.002666859;717.2;4.574
717.4;0.002643017;717.4;4.5779
717.6;0.002619992;717.6;4.5817
717.8;0.002598364;717.8;4.5853
718;0.002578101;718;4.5887
718.2;0.002560354;718.2;4.5917
718.4;0.002546244;718.4;4.5941
718.6;0.002534545;718.6;4.5961
718.8;0.002526969;718.8;4.5974
719;0.0025229;719;4.5981
719.2;0.002522319;719.2;4.5982
719.4;0.002525225;719.4;4.5977
719.6;0.002531629;719.6;4.5966
719.8;0.002541558;719.8;4.5949
720;0.002553877;720;4.5928
720.2;0.002568029;720.2;4.5904
720.4;0.002584045;720.4;4.5877
720.6;0.002600758;720.6;4.5849
720.8;0.002616375;720.8;4.5823
721;0.002630874;721;4.5799
721.2;0.002642409;721.2;4.578
721.4;0.00264972;721.4;4.5768
721.6;0.002651551;721.6;4.5765
721.8;0.002647281;721.8;4.5772
722;0.002635118;722;4.5792
722.2;0.002614568;722.2;4.5826
722.4;0.002585235;722.4;4.5875
722.6;0.00254683;722.6;4.594
722.8;0.00249977;722.8;4.6021
723;0.002443993;723;4.6119
723.2;0.002381771;723.2;4.6231
723.4;0.00231313;723.4;4.6358
723.6;0.002239752;723.6;4.6498
723.8;0.002163217;723.8;4.6649
724;0.002084971;724;4.6809
724.2;0.002006319;724.2;4.6976
724.4;0.001928857;724.4;4.7147
724.6;0.001853105;724.6;4.7321
724.8;0.001780328;724.8;4.7495
725;0.001710803;725;4.7668
725.2;0.001645508;725.2;4.7837
725.4;0.001584528;725.4;4.8001
725.6;0.00152827;725.6;4.8158
725.8;0.001476386;725.8;4.8308
726;0.001429552;726;4.8448
726.2;0.001387395;726.2;4.8578
726.4;0.001350206;726.4;4.8696
726.6;0.001317346;726.6;4.8803
726.8;0.00128914;726.8;4.8897
727;0.001265319;727;4.8978
727.2;0.001245948;727.2;4.9045
727.4;0.001230835;727.4;4.9098
727.6;0.001220113;727.6;4.9136
727.8;0.001213668;727.8;4.9159
728;0.001211435;728;4.9167
728.2;0.001213668;728.2;4.9159
728.4;0.001220113;728.4;4.9136
728.6;0.001231119;728.6;4.9097
728.8;0.001247096;728.8;4.9041
729;0.001267652;729;4.897
729.2;0.0012936;729.2;4.8882
729.4;0.001324952;729.4;4.8778
729.6;0.001362385;729.6;4.8657
729.8;0.001406371;729.8;4.8519
730;0.001457136;730;4.8365
730.2;0.001515654;730.2;4.8194
730.4;0.001582341;730.4;4.8007
730.6;0.001658059;730.6;4.7804
730.8;0.001743813;730.8;4.7585
731;0.001840348;731;4.7351
731.2;0.001948947;731.2;4.7102
731.4;0.002070618;731.4;4.6839
731.6;0.002205972;731.6;4.6564
731.8;0.002356677;731.8;4.6277
732;0.002523481;732;4.598
732.2;0.00270645;732.2;4.5676
732.4;0.002906699;732.4;4.5366
732.6;0.003121764;732.6;4.5056
732.8;0.003351197;732.8;4.4748
733;0.003592527;733;4.4446
733.2;0.003839724;733.2;4.4157
733.4;0.004088839;733.4;4.3884
733.6;0.004331118;733.6;4.3634
733.8;0.00455722;733.8;4.3413
734;0.004758828;734;4.3225
734.2;0.004926063;734.2;4.3075
734.4;0.005052426;734.4;4.2965
734.6;0.005132158;734.6;4.2897
734.8;0.005162975;734.8;4.2871
735;0.005147543;735;4.2884
735.2;0.005090964;735.2;4.2932
735.4;0.004996892;735.4;4.3013
735.6;0.004876408;735.6;4.3119
735.8;0.004735872;735.8;4.3246
736;0.004583529;736;4.3388
736.2;0.004424865;736.2;4.3541
736.4;0.004265795;736.4;4.37
736.6;0.004110551;736.6;4.3861
736.8;0.003961868;736.8;4.4021
737;0.003821202;737;4.4178
737.2;0.003690626;737.2;4.4329
737.4;0.003571083;737.4;4.4472
737.6;0.003461784;737.6;4.4607
737.8;0.003363566;737.8;4.4732
738;0.003275669;738;4.4847
738.2;0.003197422;738.2;4.4952
738.4;0.00312896;738.4;4.5046
738.6;0.003069022;738.6;4.513
738.8;0.003017866;738.8;4.5203
739;0.002973719;739;4.5267
739.2;0.00293765;739.2;4.532
739.4;0.002908037;739.4;4.5364
739.6;0.002884696;739.6;4.5399
739.8;0.002867477;739.8;4.5425
740;0.002855617;740;4.5443
740.2;0.002848394;740.2;4.5454
740.4;0.002845771;740.4;4.5458
740.6;0.002847738;740.6;4.5455
740.8;0.002853645;740.8;4.5446
741;0.002862859;741;4.5432
741.2;0.002876074;741.2;4.5412
741.4;0.002891346;741.4;4.5389
741.6;0.002910047;741.6;4.5361
741.8;0.002930893;741.8;4.533
742;0.002953929;742;4.5296
742.2;0.002978516;742.2;4.526
742.4;0.003004692;742.4;4.5222
742.6;0.003031796;742.6;4.5183
742.8;0.003059145;742.8;4.5144
743;0.00308674;743;4.5105
743.2;0.003113867;743.2;4.5067
743.4;0.003139786;743.4;4.5031
743.6;0.003163006;743.6;4.4999
743.8;0.003184198;743.8;4.497
744;0.003201106;744;4.4947
744.2;0.003213661;744.2;4.493
744.4;0.003220327;744.4;4.4921
744.6;0.003219586;744.6;4.4922
744.8;0.003210702;744.8;4.4934
745;0.003193008;745;4.4958
745.2;0.003165192;745.2;4.4996
745.4;0.003126799;745.4;4.5049
745.6;0.003077514;745.6;4.5118
745.8;0.003016477;745.8;4.5205
746;0.0029451;746;4.5309
746.2;0.002862859;746.2;4.5432
746.4;0.002771405;746.4;4.5573
746.6;0.002671776;746.6;4.5732
746.8;0.002565075;746.8;4.5909
747;0.002454144;747;4.6101
747.2;0.002339915;747.2;4.6308
747.4;0.002224334;747.4;4.6528
747.6;0.002108628;747.6;4.676
747.8;0.001994803;747.8;4.7001
748;0.001883649;748;4.725
748.2;0.001776642;748.2;4.7504
748.4;0.001673786;748.4;4.7763
748.6;0.001576159;748.6;4.8024
748.8;0.001484226;748.8;4.8285
749;0.001397655;749;4.8546
749.2;0.001317043;749.2;4.8804
749.4;0.001242224;749.4;4.9058
749.6;0.001172735;749.6;4.9308
749.8;0.001108664;749.8;4.9552
750;0.001049784;750;4.9789
750.2;0.000995635;750.2;5.0019
750.4;0.000946019;750.4;5.0241
750.6;0.000900741;750.6;5.0454
750.8;0.000859211;750.8;5.0659
751;0.000821675;751;5.0853
751.2;0.000787408;751.2;5.1038
751.4;0.00075631;751.4;5.1213
751.6;0.000728115;751.6;5.1378
751.8;0.000702749;751.8;5.1532
752;0.000679986;752;5.1675
752.2;0.000659629;752.2;5.1807
752.4;0.000641357;752.4;5.1929
752.6;0.000625317;752.6;5.2039
752.8;0.000611223;752.8;5.2138
753;0.000598825;753;5.2227
753.2;0.000588302;753.2;5.2304
753.4;0.000579562;753.4;5.2369
753.6;0.000572269;753.6;5.2424
753.8;0.0005665;753.8;5.2468
754;0.000562341;754;5.25
754.2;0.000559629;754.2;5.2521
754.4;0.000558213;754.4;5.2532
754.6;0.000558342;754.6;5.2531
754.8;0.000559887;754.8;5.2519
755;0.000562859;755;5.2496
755.2;0.000567283;755.2;5.2462
755.4;0.00057306;755.4;5.2418
755.6;0.000580497;755.6;5.2362
755.8;0.000589386;755.8;5.2296
756;0.000599929;756;5.2219
756.2;0.000612068;756.2;5.2132
756.4;0.000626037;756.4;5.2034
756.6;0.0006418;756.6;5.1926
756.8;0.000659478;756.8;5.1808
757;0.000679204;757;5.168
757.2;0.000701132;757.2;5.1542
757.4;0.000725437;757.4;5.1394
757.6;0.000752142;757.6;5.1237
757.8;0.000781628;757.8;5.107
758;0.000813954;758;5.0894
758.2;0.00084918;758.2;5.071
758.4;0.000887565;758.4;5.0518
758.6;0.000929608;758.6;5.0317
758.8;0.000975214;758.8;5.0109
759;0.001024944;759;4.9893
759.2;0.001078698;759.2;4.9671
759.4;0.001137104;759.4;4.9442
759.6;0.001200052;759.6;4.9208
759.8;0.001267944;759.8;4.8969
760;0.001340911;760;4.8726
760.2;0.001419384;760.2;4.8479
760.4;0.001503142;760.4;4.823
760.6;0.001592575;760.6;4.7979
760.8;0.001687718;760.8;4.7727
761;0.001788134;761;4.7476
761.2;0.001894087;761.2;4.7226
761.4;0.002004934;761.4;4.6979
761.6;0.002120313;761.6;4.6736
761.8;0.002239752;761.8;4.6498
762;0.002362653;762;4.6266
762.2;0.002487139;762.2;4.6043
762.4;0.002612763;762.4;4.5829
762.6;0.002737789;762.6;4.5626
762.8;0.002860882;762.8;4.5435
763;0.002979888;763;4.5258
763.2;0.003093143;763.2;4.5096
763.4;0.003198895;763.4;4.495
763.6;0.00329458;763.6;4.4822
763.8;0.003379092;763.8;4.4712
764;0.003450643;764;4.4621
764.2;0.003508326;764.2;4.4549
764.4;0.003549768;764.4;4.4498
764.6;0.003576021;764.6;4.4466
764.8;0.003585915;764.8;4.4454
765;0.003579316;765;4.4462
765.2;0.003557951;765.2;4.4488
765.4;0.003522086;765.4;4.4532
765.6;0.003472962;765.6;4.4593
765.8;0.003412715;765.8;4.4669
766;0.00334272;766;4.4759
766.2;0.003265126;766.2;4.4861
766.4;0.003181266;766.4;4.4974
766.6;0.003093855;766.6;4.5095
766.8;0.003003309;766.8;4.5224
767;0.002912058;767;4.5358
767.2;0.00282033;767.2;4.5497
767.4;0.002730864;767.4;4.5637
767.6;0.002643626;767.6;4.5778
767.8;0.002559764;767.8;4.5918
768;0.002479705;768;4.6056
768.2;0.002404363;768.2;4.619
768.4;0.002333458;768.4;4.632
768.6;0.002267775;768.6;4.6444
768.8;0.002208005;768.8;4.656
769;0.002153277;769;4.6669
769.2;0.002104263;769.2;4.6769
769.4;0.002061104;769.4;4.6859
769.6;0.002023485;769.6;4.6939
769.8;0.00199159;769.8;4.7008
770;0.001965622;770;4.7065
770.2;0.001945808;770.2;4.7109
770.4;0.001931968;770.4;4.714
770.6;0.001924421;770.6;4.7157
770.8;0.001923535;770.8;4.7159
771;0.001928857;771;4.7147
771.2;0.001941333;771.2;4.7119
771.4;0.001961101;771.4;4.7075
771.6;0.001988383;771.6;4.7015
771.8;0.002024417;771.8;4.6937
772;0.002069188;772;4.6842
772.2;0.002124222;772.2;4.6728
772.4;0.002189778;772.4;4.6596
772.6;0.002267253;772.6;4.6445
772.8;0.002358305;772.8;4.6274
773;0.002463769;773;4.6084
773.2;0.00258583;773.2;4.5874
773.4;0.002726465;773.4;4.5644
773.6;0.002887354;773.6;4.5395
773.8;0.00307185;773.8;4.5126
774;0.003280953;774;4.484
774.2;0.003517224;774.2;4.4538
774.4;0.003781813;774.4;4.4223
774.6;0.004075679;774.6;4.3898
774.8;0.004396428;774.8;4.3569
775;0.004739145;775;4.3243
775.2;0.005093309;775.2;4.293
775.4;0.005445027;775.4;4.264
775.6;0.00577165;775.6;4.2387
775.8;0.006046444;775.8;4.2185
776;0.006238785;776;4.2049
776.2;0.006324119;776.2;4.199
776.4;0.006284924;776.4;4.2017
776.6;0.006120685;776.6;4.2132
776.8;0.005846554;776.8;4.2331
777;0.005489086;777;4.2605
777.2;0.005080424;777.2;4.2941
777.4;0.004650504;777.4;4.3325
777.6;0.00422474;777.6;4.3742
777.8;0.003820322;777.8;4.4179
778;0.003445879;778;4.4627
778.2;0.00310742;778.2;4.5076
778.4;0.00280608;778.4;4.5519
778.6;0.002539218;778.6;4.5953
778.8;0.002305685;778.8;4.6372
779;0.002100874;779;4.6776
779.2;0.001922649;779.2;4.7161
779.4;0.001766851;779.4;4.7528
779.6;0.001630797;779.6;4.7876
779.8;0.001512168;779.8;4.8204
780;0.00140864;780;4.8512
780.2;0.001317953;780.2;4.8801
780.4;0.001238511;780.4;4.9071
780.6;0.001168692;780.6;4.9323
780.8;0.001107643;780.8;4.9556
781;0.001054144;781;4.9771
781.2;0.001007395;781.2;4.9968
781.4;0.000966273;781.4;5.0149
781.6;0.000930465;781.6;5.0313
781.8;0.000899498;781.8;5.046
782;0.000872569;782;5.0592
782.2;0.000849572;782.2;5.0708
782.4;0.000830042;782.4;5.0809
782.6;0.000813954;782.6;5.0894
782.8;0.000800571;782.8;5.0966
783;0.000790315;783;5.1022
783.2;0.000782528;783.2;5.1065
783.4;0.00077732;783.4;5.1094
783.6;0.000774462;783.6;5.111
783.8;0.000774105;783.8;5.1112
784;0.000776068;784;5.1101
784.2;0.000780369;784.2;5.1077
784.4;0.000787046;784.4;5.104
784.6;0.000795976;784.6;5.0991
784.8;0.000807235;784.8;5.093
785;0.000820918;785;5.0857
785.2;0.000837336;785.2;5.0771
785.4;0.000856249;785.4;5.0674
785.6;0.000877809;785.6;5.0566
785.8;0.000902402;785.8;5.0446
786;0.000929822;786;5.0316
786.2;0.000960727;786.2;5.0174
786.4;0.000994947;786.4;5.0022
786.6;0.001032761;786.6;4.986
786.8;0.001074484;786.8;4.9688
787;0.001120469;787;4.9506
787.2;0.001170847;787.2;4.9315
787.4;0.001226027;787.4;4.9115
787.6;0.001286471;787.6;4.8906
787.8;0.001352073;787.8;4.869
788;0.001423639;788;4.8466
788.2;0.001501412;788.2;4.8235
788.4;0.001585988;788.4;4.7997
788.6;0.001676872;788.6;4.7755
788.8;0.001775415;788.8;4.7507
789;0.001881049;789;4.7256
789.2;0.001994803;789.2;4.7001
789.4;0.002115924;789.4;4.6745
789.6;0.002245432;789.6;4.6487
789.8;0.002382868;789.8;4.6229
790;0.002527551;790;4.5973
790.2;0.002679168;790.2;4.572
790.4;0.002837919;790.4;4.547
790.6;0.003002617;790.6;4.5225
