? (nm);T (%);? (nm);OD
1696.2;55.68009916;1696.2;0.2543
1696.4;55.6288395;1696.4;0.2547
1696.6;55.57762703;1696.6;0.2551
1696.8;55.52646171;1696.8;0.2555
1697;55.4753435;1697;0.2559
1697.2;55.42427234;1697.2;0.2563
1697.4;55.38599983;1697.4;0.2566
1697.6;55.33501092;1697.6;0.257
1697.8;55.28406896;1697.8;0.2574
1698;55.24589326;1698;0.2577
1698.2;55.20774393;1698.2;0.258
1698.4;55.15691913;1698.4;0.2584
1698.6;55.11883123;1698.6;0.2587
1698.8;55.08076964;1698.8;0.259
1699;55.04273433;1699;0.2593
1699.2;55.00472529;1699.2;0.2596
1699.4;54.96674249;1699.4;0.2599
1699.6;54.92878592;1699.6;0.2602
1699.8;54.9034961;1699.8;0.2604
1700;54.86558321;1700;0.2607
1700.2;54.84032249;1700.2;0.2609
1700.4;54.80245322;1700.4;0.2612
1700.6;54.77722157;1700.6;0.2614
1700.8;54.75200153;1700.8;0.2616
1701;54.71419325;1701;0.2619
1701.2;54.68900223;1701.2;0.2621
1701.4;54.66382281;1701.4;0.2623
1701.6;54.63865499;1701.6;0.2625
1701.8;54.61349875;1701.8;0.2627
1702;54.5883541;1702;0.2629
1702.2;54.56322102;1702.2;0.2631
1702.4;54.55065882;1702.4;0.2632
1702.6;54.52554309;1702.6;0.2634
1702.8;54.50043893;1702.8;0.2636
1703;54.48789119;1703;0.2637
1703.2;54.46280436;1703.2;0.2639
1703.4;54.45026528;1703.4;0.264
1703.6;54.43772909;1703.6;0.2641
1703.8;54.41266536;1703.8;0.2643
1704;54.40013782;1704;0.2644
1704.2;54.38761317;1704.2;0.2645
1704.4;54.3750914;1704.4;0.2646
1704.6;54.36257252;1704.6;0.2647
1704.8;54.33754339;1704.8;0.2649
1705;54.32503315;1705;0.265
1705.2;54.31252579;1705.2;0.2651
1705.4;54.31252579;1705.4;0.2651
1705.6;54.30002131;1705.6;0.2652
1705.8;54.2875197;1705.8;0.2653
1706;54.27502098;1706;0.2654
1706.2;54.26252513;1706.2;0.2655
1706.4;54.26252513;1706.4;0.2655
1706.6;54.25003216;1706.6;0.2656
1706.8;54.23754207;1706.8;0.2657
1707;54.23754207;1707;0.2657
1707.2;54.22505485;1707.2;0.2658
1707.4;54.21257051;1707.4;0.2659
1707.6;54.21257051;1707.6;0.2659
1707.8;54.20008904;1707.8;0.266
1708;54.20008904;1708;0.266
1708.2;54.18761045;1708.2;0.2661
1708.4;54.18761045;1708.4;0.2661
1708.6;54.17513472;1708.6;0.2662
1708.8;54.17513472;1708.8;0.2662
1709;54.17513472;1709;0.2662
1709.2;54.16266187;1709.2;0.2663
1709.4;54.16266187;1709.4;0.2663
1709.6;54.1501919;1709.6;0.2664
1709.8;54.1501919;1709.8;0.2664
1710;54.1501919;1710;0.2664
1710.2;54.13772479;1710.2;0.2665
1710.4;54.13772479;1710.4;0.2665
1710.6;54.13772479;1710.6;0.2665
1710.8;54.12526055;1710.8;0.2666
1711;54.12526055;1711;0.2666
1711.2;54.11279918;1711.2;0.2667
1711.4;54.11279918;1711.4;0.2667
1711.6;54.11279918;1711.6;0.2667
1711.8;54.10034069;1711.8;0.2668
1712;54.10034069;1712;0.2668
1712.2;54.10034069;1712.2;0.2668
1712.4;54.08788506;1712.4;0.2669
1712.6;54.08788506;1712.6;0.2669
1712.8;54.08788506;1712.8;0.2669
1713;54.07543229;1713;0.267
1713.2;54.07543229;1713.2;0.267
1713.4;54.0629824;1713.4;0.2671
1713.6;54.0629824;1713.6;0.2671
1713.8;54.05053537;1713.8;0.2672
1714;54.05053537;1714;0.2672
1714.2;54.03809121;1714.2;0.2673
1714.4;54.03809121;1714.4;0.2673
1714.6;54.02564991;1714.6;0.2674
1714.8;54.02564991;1714.8;0.2674
1715;54.01321148;1715;0.2675
1715.2;54.01321148;1715.2;0.2675
1715.4;54.00077591;1715.4;0.2676
1715.6;53.9883432;1715.6;0.2677
1715.8;53.9883432;1715.8;0.2677
1716;53.97591336;1716;0.2678
1716.2;53.96348637;1716.2;0.2679
1716.4;53.96348637;1716.4;0.2679
1716.6;53.95106225;1716.6;0.268
1716.8;53.93864099;1716.8;0.2681
1717;53.92622259;1717;0.2682
1717.2;53.92622259;1717.2;0.2682
1717.4;53.91380705;1717.4;0.2683
1717.6;53.90139436;1717.6;0.2684
1717.8;53.88898454;1717.8;0.2685
1718;53.87657757;1718;0.2686
1718.2;53.86417346;1718.2;0.2687
1718.4;53.8517722;1718.4;0.2688
1718.6;53.8393738;1718.6;0.2689
1718.8;53.82697825;1718.8;0.269
1719;53.81458556;1719;0.2691
1719.2;53.80219572;1719.2;0.2692
1719.4;53.78980873;1719.4;0.2693
1719.6;53.7774246;1719.6;0.2694
1719.8;53.76504331;1719.8;0.2695
1720;53.75266488;1720;0.2696
1720.2;53.7402893;1720.2;0.2697
1720.4;53.72791656;1720.4;0.2698
1720.6;53.70317964;1720.6;0.27
1720.8;53.69081545;1720.8;0.2701
1721;53.6784541;1721;0.2702
1721.2;53.6660956;1721.2;0.2703
1721.4;53.65373995;1721.4;0.2704
1721.6;53.62903718;1721.6;0.2706
1721.8;53.61669006;1721.8;0.2707
1722;53.60434578;1722;0.2708
1722.2;53.59200435;1722.2;0.2709
1722.4;53.56733;1722.4;0.2711
1722.6;53.55499708;1722.6;0.2712
1722.8;53.54266701;1722.8;0.2713
1723;53.51801538;1723;0.2715
1723.2;53.50569382;1723.2;0.2716
1723.4;53.49337509;1723.4;0.2717
1723.6;53.46874616;1723.6;0.2719
1723.8;53.45643594;1723.8;0.272
1724;53.44412856;1724;0.2721
1724.2;53.41952229;1724.2;0.2723
1724.4;53.40722341;1724.4;0.2724
1724.6;53.39492736;1724.6;0.2725
1724.8;53.37034375;1724.8;0.2727
1725;53.35805618;1725;0.2728
1725.2;53.34577145;1725.2;0.2729
1725.4;53.32121047;1725.4;0.2731
1725.6;53.30893422;1725.6;0.2732
1725.8;53.2966608;1725.8;0.2733
1726;53.2843902;1726;0.2734
1726.2;53.25985748;1726.2;0.2736
1726.4;53.24759536;1726.4;0.2737
1726.6;53.23533606;1726.6;0.2738
1726.8;53.22307958;1726.8;0.2739
1727;53.19857509;1727;0.2741
1727.2;53.18632708;1727.2;0.2742
1727.4;53.17408188;1727.4;0.2743
1727.6;53.16183951;1727.6;0.2744
1727.8;53.14959995;1727.8;0.2745
1728;53.13736321;1728;0.2746
1728.2;53.12512929;1728.2;0.2747
1728.4;53.11289819;1728.4;0.2748
1728.6;53.1006699;1728.6;0.2749
1728.8;53.08844442;1728.8;0.275
1729;53.07622176;1729;0.2751
1729.2;53.06400192;1729.2;0.2752
1729.4;53.05178489;1729.4;0.2753
1729.6;53.03957067;1729.6;0.2754
1729.8;53.03957067;1729.8;0.2754
1730;53.02735926;1730;0.2755
1730.2;53.01515067;1730.2;0.2756
1730.4;53.01515067;1730.4;0.2756
1730.6;53.00294488;1730.6;0.2757
1730.8;53.00294488;1730.8;0.2757
1731;52.99074191;1731;0.2758
1731.2;52.99074191;1731.2;0.2758
1731.4;52.97854174;1731.4;0.2759
1731.6;52.97854174;1731.6;0.2759
1731.8;52.97854174;1731.8;0.2759
1732;52.96634439;1732;0.276
1732.2;52.96634439;1732.2;0.276
1732.4;52.96634439;1732.4;0.276
1732.6;52.96634439;1732.6;0.276
1732.8;52.96634439;1732.8;0.276
1733;52.96634439;1733;0.276
1733.2;52.96634439;1733.2;0.276
1733.4;52.97854174;1733.4;0.2759
1733.6;52.97854174;1733.6;0.2759
1733.8;52.97854174;1733.8;0.2759
1734;52.99074191;1734;0.2758
1734.2;52.99074191;1734.2;0.2758
1734.4;53.00294488;1734.4;0.2757
1734.6;53.01515067;1734.6;0.2756
1734.8;53.01515067;1734.8;0.2756
1735;53.02735926;1735;0.2755
1735.2;53.03957067;1735.2;0.2754
1735.4;53.05178489;1735.4;0.2753
1735.6;53.06400192;1735.6;0.2752
1735.8;53.07622176;1735.8;0.2751
1736;53.08844442;1736;0.275
1736.2;53.1006699;1736.2;0.2749
1736.4;53.12512929;1736.4;0.2747
1736.6;53.13736321;1736.6;0.2746
1736.8;53.16183951;1736.8;0.2744
1737;53.17408188;1737;0.2743
1737.2;53.19857509;1737.2;0.2741
1737.4;53.22307958;1737.4;0.2739
1737.6;53.24759536;1737.6;0.2737
1737.8;53.25985748;1737.8;0.2736
1738;53.2843902;1738;0.2734
1738.2;53.32121047;1738.2;0.2731
1738.4;53.34577145;1738.4;0.2729
1738.6;53.37034375;1738.6;0.2727
1738.8;53.39492736;1738.8;0.2725
1739;53.43182401;1739;0.2722
1739.2;53.45643594;1739.2;0.272
1739.4;53.49337509;1739.4;0.2717
1739.6;53.53033977;1739.6;0.2714
1739.8;53.56733;1739.8;0.2711
1740;53.59200435;1740;0.2709
1740.2;53.62903718;1740.2;0.2706
1740.4;53.6660956;1740.4;0.2703
1740.6;53.71554667;1740.6;0.2699
1740.8;53.75266488;1740.8;0.2696
1741;53.78980873;1741;0.2693
1741.2;53.8393738;1741.2;0.2689
1741.4;53.87657757;1741.4;0.2686
1741.6;53.92622259;1741.6;0.2682
1741.8;53.96348637;1741.8;0.2679
1742;54.01321148;1742;0.2675
1742.2;54.0629824;1742.2;0.2671
1742.4;54.11279918;1742.4;0.2667
1742.6;54.16266187;1742.6;0.2663
1742.8;54.21257051;1742.8;0.2659
1743;54.26252513;1743;0.2655
1743.2;54.32503315;1743.2;0.265
1743.4;54.3750914;1743.4;0.2646
1743.6;54.42519578;1743.6;0.2642
1743.8;54.48789119;1743.8;0.2637
1744;54.53809951;1744;0.2633
1744.2;54.60092498;1744.2;0.2628
1744.4;54.66382281;1744.4;0.2623
1744.6;54.72679311;1744.6;0.2618
1744.8;54.78983594;1744.8;0.2613
1745;54.85295139;1745;0.2608
1745.2;54.91613956;1745.2;0.2603
1745.4;54.97940051;1745.4;0.2598
1745.6;55.04273433;1745.6;0.2593
1745.8;55.10614111;1745.8;0.2588
1746;55.18232568;1746;0.2582
1746.2;55.24589326;1746.2;0.2577
1746.4;55.32227103;1746.4;0.2571
1746.6;55.38599983;1746.6;0.2566
1746.8;55.4625713;1746.8;0.256
1747;55.53924862;1747;0.2554
1747.2;55.60322737;1747.2;0.2549
1747.4;55.68009916;1747.4;0.2543
1747.6;55.75707722;1747.6;0.2537
1747.8;55.8341617;1747.8;0.2531
1748;55.91135276;1748;0.2525
1748.2;55.98865053;1748.2;0.2519
1748.4;56.06605516;1748.4;0.2513
1748.6;56.14356681;1748.6;0.2507
1748.8;56.23413252;1748.8;0.25
1749;56.31187654;1749;0.2494
1749.2;56.38972803;1749.2;0.2488
1749.4;56.48069082;1749.4;0.2481
1749.6;56.55877571;1749.6;0.2475
1749.8;56.65001119;1749.8;0.2468
1750;56.72833016;1750;0.2462
1750.2;56.81983916;1750.2;0.2455
1750.4;56.89839292;1750.4;0.2449
1750.6;56.99017624;1750.6;0.2442
1750.8;57.06896549;1750.8;0.2436
1751;57.16102396;1751;0.2429
1751.2;57.25323094;1751.2;0.2422
1751.4;57.34558665;1751.4;0.2415
1751.6;57.42486726;1751.6;0.2409
1751.8;57.51749985;1751.8;0.2402
1752;57.61028186;1752;0.2395
1752.2;57.70321353;1752.2;0.2388
1752.4;57.79629512;1752.4;0.2381
1752.6;57.88952686;1752.6;0.2374
1752.8;57.98290899;1752.8;0.2367
1753;58.07644175;1753;0.236
1753.2;58.1701254;1753.2;0.2353
1753.4;58.25054593;1753.4;0.2347
1753.6;58.34451043;1753.6;0.234
1753.8;58.4386265;1753.8;0.2333
1754;58.53289438;1754;0.2326
1754.2;58.62731434;1754.2;0.2319
1754.4;58.7218866;1754.4;0.2312
1754.6;58.81661141;1754.6;0.2305
1754.8;58.91148903;1754.8;0.2298
1755;59.0065197;1755;0.2291
1755.2;59.10170366;1755.2;0.2284
1755.4;59.19704116;1755.4;0.2277
1755.6;59.29253246;1755.6;0.227
1755.8;59.38817779;1755.8;0.2263
1756;59.48397741;1756;0.2256
1756.2;59.57993156;1756.2;0.2249
1756.4;59.6760405;1756.4;0.2242
1756.6;59.77230447;1756.6;0.2235
1756.8;59.86872372;1756.8;0.2228
1757;59.95149258;1757;0.2222
1757.2;60.04820089;1757.2;0.2215
1757.4;60.1450652;1757.4;0.2208
1757.6;60.24208576;1757.6;0.2201
1757.8;60.32537079;1757.8;0.2195
1758;60.4226822;1758;0.2188
1758.2;60.52015059;1758.2;0.2181
1758.4;60.60382005;1758.4;0.2175
1758.6;60.70158063;1758.6;0.2168
1758.8;60.79949891;1758.8;0.2161
1759;60.88355458;1759;0.2155
1759.2;60.9817664;1759.2;0.2148
1759.4;61.06607405;1759.4;0.2142
1759.6;61.1645803;1759.6;0.2135
1759.8;61.24914068;1759.8;0.2129
1760;61.33381798;1760;0.2123
1760.2;61.41861234;1760.2;0.2117
1760.4;61.51768727;1760.4;0.211
1760.6;61.60273583;1760.6;0.2104
1760.8;61.68790197;1760.8;0.2098
1761;61.77318586;1761;0.2092
1761.2;61.85858765;1761.2;0.2086
1761.4;61.94410751;1761.4;0.208
1761.6;62.0297456;1761.6;0.2074
1761.8;62.11550208;1761.8;0.2068
1762;62.20137713;1762;0.2062
1762.2;62.28737089;1762.2;0.2056
1762.4;62.35912318;1762.4;0.2051
1762.6;62.44533503;1762.6;0.2045
1762.8;62.53166607;1762.8;0.2039
1763;62.60369977;1763;0.2034
1763.2;62.69024975;1763.2;0.2028
1763.4;62.76246613;1763.4;0.2023
1763.6;62.8347657;1763.6;0.2018
1763.8;62.92163513;1763.8;0.2012
1764;62.99411805;1764;0.2007
1764.2;63.06668448;1764.2;0.2002
1764.4;63.13933449;1764.4;0.1997
1764.6;63.2120682;1764.6;0.1992
1764.8;63.28488569;1764.8;0.1987
1765;63.35778707;1765;0.1982
1765.2;63.43077242;1765.2;0.1977
1765.4;63.50384185;1765.4;0.1972
1765.6;63.57699545;1765.6;0.1967
1765.8;63.65023332;1765.8;0.1962
1766;63.70888436;1766;0.1958
1766.2;63.78227416;1766.2;0.1953
1766.4;63.85574851;1766.4;0.1948
1766.6;63.91458892;1766.6;0.1944
1766.8;63.98821568;1766.8;0.1939
1767;64.04717816;1767;0.1935
1767.2;64.10619496;1767.2;0.1931
1767.4;64.18004245;1767.4;0.1926
1767.6;64.23918168;1767.6;0.1922
1767.8;64.29837541;1767.8;0.1918
1768;64.35762368;1768;0.1914
1768.2;64.41692655;1768.2;0.191
1768.4;64.47628406;1768.4;0.1906
1768.6;64.53569627;1768.6;0.1902
1768.8;64.59516323;1768.8;0.1898
1769;64.65468498;1769;0.1894
1769.2;64.71426157;1769.2;0.189
1769.4;64.77389307;1769.4;0.1886
1769.6;64.83357951;1769.6;0.1882
1769.8;64.87838043;1769.8;0.1879
1770;64.93816316;1770;0.1875
1770.2;64.99800097;1770.2;0.1871
1770.4;65.04291551;1770.4;0.1868
1770.6;65.10284984;1770.6;0.1864
1770.8;65.14783684;1770.8;0.1861
1771;65.20786785;1771;0.1857
1771.2;65.25292741;1771.2;0.1854
1771.4;65.31305526;1771.4;0.185
1771.6;65.35818751;1771.6;0.1847
1771.8;65.41841236;1771.8;0.1843
1772;65.46361741;1772;0.184
1772.2;65.50885369;1772.2;0.1837
1772.4;65.56921737;1772.4;0.1833
1772.6;65.61452663;1772.6;0.183
1772.8;65.6598672;1772.8;0.1827
1773;65.7052391;1773;0.1824
1773.2;65.76578374;1773.2;0.182
1773.4;65.81122882;1773.4;0.1817
1773.6;65.85670532;1773.6;0.1814
1773.8;65.90221323;1773.8;0.1811
1774;65.94775259;1774;0.1808
1774.2;66.0085207;1774.2;0.1804
1774.4;66.05413352;1774.4;0.1801
1774.6;66.09977787;1774.6;0.1798
1774.8;66.14545375;1774.8;0.1795
1775;66.19116119;1775;0.1792
1775.2;66.23690022;1775.2;0.1789
1775.4;66.29793477;1775.4;0.1785
1775.6;66.34374758;1775.6;0.1782
1775.8;66.38959205;1775.8;0.1779
1776;66.4354682;1776;0.1776
1776.2;66.49668571;1776.2;0.1772
1776.4;66.54263586;1776.4;0.1769
1776.6;66.58861777;1776.6;0.1766
1776.8;66.63463145;1776.8;0.1763
1777;66.69603248;1777;0.1759
1777.2;66.74212039;1777.2;0.1756
1777.4;66.78824014;1777.4;0.1753
1777.6;66.84978272;1777.6;0.1749
1777.8;66.89597686;1777.8;0.1746
1778;66.95761872;1778;0.1742
1778.2;67.00388738;1778.2;0.1739
1778.4;67.06562867;1778.4;0.1735
1778.6;67.11197197;1778.6;0.1732
1778.8;67.17381285;1778.8;0.1728
1779;67.22023091;1779;0.1725
1779.2;67.28217155;1779.2;0.1721
1779.4;67.34416927;1779.4;0.1717
1779.6;67.39070504;1779.6;0.1714
1779.8;67.45280277;1779.8;0.171
1780;67.51495772;1780;0.1706
1780.2;67.57716994;1780.2;0.1702
1780.4;67.63943948;1780.4;0.1698
1780.6;67.70176641;1780.6;0.1694
1780.8;67.76415076;1780.8;0.169
1781;67.8265926;1781;0.1686
1781.2;67.88909198;1781.2;0.1682
1781.4;67.95164895;1781.4;0.1678
1781.6;68.02992623;1781.6;0.1673
1781.8;68.09261297;1781.8;0.1669
1782;68.17105263;1782;0.1664
1782.2;68.23386941;1782.2;0.166
1782.4;68.3124718;1782.4;0.1655
1782.6;68.37541889;1782.6;0.1651
1782.8;68.45418434;1782.8;0.1646
1783;68.53304051;1783;0.1641
1783.2;68.61198753;1783.2;0.1636
1783.4;68.67521061;1783.4;0.1632
1783.6;68.7543214;1783.6;0.1627
1783.8;68.84937465;1783.8;0.1621
1784;68.92868607;1784;0.1616
1784.2;69.00808885;1784.2;0.1611
1784.4;69.0875831;1784.4;0.1606
1784.6;69.18309709;1784.6;0.16
1784.8;69.26279294;1784.8;0.1595
1785;69.35854916;1785;0.1589
1785.2;69.43844712;1785.2;0.1584
1785.4;69.53444618;1785.4;0.1578
1785.6;69.63057796;1785.6;0.1572
1785.8;69.71078929;1785.8;0.1567
1786;69.80716486;1786;0.1561
1786.2;69.90367368;1786.2;0.1555
1786.4;70.01643594;1786.4;0.1548
1786.6;70.11323407;1786.6;0.1542
1786.8;70.21016602;1786.8;0.1536
1787;70.30723199;1787;0.153
1787.2;70.42064523;1787.2;0.1523
1787.4;70.51800219;1787.4;0.1517
1787.6;70.63175543;1787.6;0.151
1787.8;70.74569216;1787.8;0.1503
1788;70.85981269;1788;0.1496
1788.2;70.97411731;1788.2;0.1489
1788.4;71.07223944;1788.4;0.1483
1788.6;71.20328;1788.6;0.1475
1788.8;71.31813867;1788.8;0.1468
1789;71.43318262;1789;0.1461
1789.2;71.54841214;1789.2;0.1454
1789.4;71.68033065;1789.4;0.1446
1789.6;71.79595885;1789.6;0.1439
1789.8;71.92833378;1789.8;0.1431
1790;72.04436204;1790;0.1424
1790.2;72.17719497;1790.2;0.1416
1790.4;72.31027281;1790.4;0.1408
1790.6;72.44359601;1790.6;0.14
1790.8;72.57716503;1790.8;0.1392
1791;72.71098032;1791;0.1384
1791.2;72.84504233;1791.2;0.1376
1791.4;72.97935152;1791.4;0.1368
1791.6;73.13074539;1791.6;0.1359
1791.8;73.26558135;1791.8;0.1351
1792;73.41756899;1792;0.1342
1792.2;73.55293379;1792.2;0.1334
1792.4;73.70551753;1792.4;0.1325
1792.6;73.85841781;1792.6;0.1316
1792.8;73.99459543;1792.8;0.1308
1793;74.14809539;1793;0.1299
1793.2;74.30191379;1793.2;0.129
1793.4;74.45605128;1793.4;0.1281
1793.6;74.61050852;1793.6;0.1272
1793.8;74.76528618;1793.8;0.1263
1794;74.92038492;1794;0.1254
1794.2;75.09309425;1794.2;0.1244
1794.4;75.24887302;1794.4;0.1235
1794.6;75.40497495;1794.6;0.1226
1794.8;75.57880137;1794.8;0.1216
1795;75.73558773;1795;0.1207
1795.2;75.91017629;1795.2;0.1197
1795.4;76.06765008;1795.4;0.1188
1795.6;76.24300412;1795.6;0.1178
1795.8;76.4187624;1795.8;0.1168
1796;76.57729123;1796;0.1159
1796.2;76.75382012;1796.2;0.1149
1796.4;76.93075595;1796.4;0.1139
1796.6;77.10809966;1796.6;0.1129
1796.8;77.26805851;1796.8;0.112
1797;77.44617978;1797;0.111
1797.2;77.62471166;1797.2;0.11
1797.4;77.8036551;1797.4;0.109
1797.6;77.98301105;1797.6;0.108
1797.8;78.16278046;1797.8;0.107
1798;78.34296428;1798;0.106
1798.2;78.52356346;1798.2;0.105
1798.4;78.70457897;1798.4;0.104
1798.6;78.88601176;1798.6;0.103
1798.8;79.0678628;1798.8;0.102
1799;79.25013305;1799;0.101
1799.2;79.45111566;1799.2;0.0999
1799.4;79.6342694;1799.4;0.0989
1799.6;79.81784535;1799.6;0.0979
1799.8;80.00184449;1799.8;0.0969
1800;80.18626778;1800;0.0959
1800.2;80.37111622;1800.2;0.0949
1800.4;80.55639078;1800.4;0.0939
1800.6;80.74209244;1800.6;0.0929
1800.8;80.92822218;1800.8;0.0919
1801;81.114781;1801;0.0909
1801.2;81.30176989;1801.2;0.0899
1801.4;81.48918982;1801.4;0.0889
1801.6;81.6770418;1801.6;0.0879
1801.8;81.86532683;1801.8;0.0869
1802;82.03515443;1802;0.086
1802.2;82.22426499;1802.2;0.085
1802.4;82.4138115;1802.4;0.084
1802.6;82.60379496;1802.6;0.083
1802.8;82.77515449;1802.8;0.0821
1803;82.96597093;1803;0.0811
1803.2;83.13808179;1803.2;0.0802
1803.4;83.32973486;1803.4;0.0792
1803.6;83.50260034;1803.6;0.0783
1803.8;83.69509372;1803.8;0.0773
1804;83.86871712;1804;0.0764
1804.2;84.04270071;1804.2;0.0755
1804.4;84.21704522;1804.4;0.0746
1804.6;84.3917514;1804.6;0.0737
1804.8;84.56682001;1804.8;0.0728
1805;84.74225179;1805;0.0719
1805.2;84.9180475;1805.2;0.071
1805.4;85.0942079;1805.4;0.0701
1805.6;85.25110168;1805.6;0.0693
1805.8;85.42795299;1805.8;0.0684
1806;85.58546212;1806;0.0676
1806.2;85.76300705;1806.2;0.0667
1806.4;85.92113395;1806.4;0.0659
1806.6;86.07955239;1806.6;0.0651
1806.8;86.23826292;1806.8;0.0643
1807;86.39726607;1807;0.0635
1807.2;86.55656239;1807.2;0.0627
1807.4;86.69618758;1807.4;0.062
1807.6;86.85603503;1807.6;0.0612
1807.8;86.99614331;1807.8;0.0605
1808;87.15654381;1808;0.0597
1808.2;87.29713684;1808.2;0.059
1808.4;87.43795666;1808.4;0.0583
1808.6;87.57900363;1808.6;0.0576
1808.8;87.70008211;1808.8;0.057
1809;87.84155193;1809;0.0563
1809.2;87.98324994;1809.2;0.0556
1809.4;88.1048873;1809.4;0.055
1809.6;88.22669282;1809.6;0.0544
1809.8;88.34866674;1809.8;0.0538
1810;88.47080929;1810;0.0532
1810.2;88.5931207;1810.2;0.0526
1810.4;88.7156012;1810.4;0.052
1810.6;88.81779763;1810.6;0.0515
1810.8;88.92011179;1810.8;0.051
1811;89.04304436;1811;0.0504
1811.2;89.14561799;1811.2;0.0499
1811.4;89.24830978;1811.4;0.0494
1811.6;89.33054837;1811.6;0.049
1811.8;89.43345319;1811.8;0.0485
1812;89.51586239;1812;0.0481
1812.2;89.61898069;1812.2;0.0476
1812.4;89.70156084;1812.4;0.0472
1812.6;89.78421709;1812.6;0.0468
1812.8;89.84625926;1812.8;0.0465
1813;89.92904884;1813;0.0461
1813.2;89.99119109;1813.2;0.0458
1813.4;90.07411422;1813.4;0.0454
1813.6;90.13635671;1813.6;0.0451
1813.8;90.19864221;1813.8;0.0448
1814;90.26097075;1814;0.0445
1814.2;90.30254703;1814.2;0.0443
1814.4;90.36494737;1814.4;0.044
1814.6;90.40657155;1814.6;0.0438
1814.8;90.4482149;1814.8;0.0436
1815;90.48987744;1815;0.0434
1815.2;90.53155916;1815.2;0.0432
1815.4;90.57326009;1815.4;0.043
1815.6;90.59411775;1815.6;0.0429
1815.8;90.6358475;1815.8;0.0427
1816;90.65671957;1816;0.0426
1816.2;90.67759646;1816.2;0.0425
1816.4;90.69847815;1816.4;0.0424
1816.6;90.69847815;1816.6;0.0424
1816.8;90.71936465;1816.8;0.0423
1817;90.71936465;1817;0.0423
1817.2;90.74025596;1817.2;0.0422
1817.4;90.74025596;1817.4;0.0422
1817.6;90.74025596;1817.6;0.0422
1817.8;90.74025596;1817.8;0.0422
1818;90.71936465;1818;0.0423
1818.2;90.71936465;1818.2;0.0423
1818.4;90.69847815;1818.4;0.0424
1818.6;90.69847815;1818.6;0.0424
1818.8;90.67759646;1818.8;0.0425
1819;90.65671957;1819;0.0426
1819.2;90.6358475;1819.2;0.0427
1819.4;90.59411775;1819.4;0.0429
1819.6;90.57326009;1819.6;0.043
1819.8;90.53155916;1819.8;0.0432
1820;90.5107159;1820;0.0433
1820.2;90.46904377;1820.2;0.0435
1820.4;90.42739083;1820.4;0.0437
1820.6;90.38575707;1820.6;0.0439
1820.8;90.34414247;1820.8;0.0441
1821;90.30254703;1821;0.0443
1821.2;90.26097075;1821.2;0.0445
1821.4;90.19864221;1821.4;0.0448
1821.6;90.15711376;1821.6;0.045
1821.8;90.09485694;1821.8;0.0453
1822;90.03264311;1822;0.0456
1822.2;89.97047223;1822.2;0.0459
1822.4;89.9083443;1822.4;0.0462
1822.6;89.84625926;1822.6;0.0465
1822.8;89.78421709;1822.8;0.0468
1823;89.72221777;1823;0.0471
1823.2;89.66026126;1823.2;0.0474
1823.4;89.59834753;1823.4;0.0477
1823.6;89.51586239;1823.6;0.0481
1823.8;89.45404838;1823.8;0.0484
1824;89.37169609;1824;0.0488
1824.2;89.28941961;1824.2;0.0492
1824.4;89.22776196;1824.4;0.0495
1824.6;89.14561799;1824.6;0.0499
1824.8;89.06354964;1824.8;0.0503
1825;88.98155684;1825;0.0507
1825.2;88.89963953;1825.2;0.0511
1825.4;88.83825104;1825.4;0.0514
1825.6;88.75646566;1825.6;0.0518
1825.8;88.6543398;1825.8;0.0523
1826;88.57272373;1826;0.0527
1826.2;88.49118279;1826.2;0.0531
1826.4;88.40971692;1826.4;0.0535
1826.6;88.32832605;1826.6;0.0539
1826.8;88.24701011;1826.8;0.0543
1827;88.14547044;1827;0.0548
1827.2;88.06432284;1827.2;0.0552
1827.4;87.98324994;1827.4;0.0556
1827.6;87.90225168;1827.6;0.056
1827.8;87.80110871;1827.8;0.0565
1828;87.72027813;1828;0.0569
1828.2;87.63952196;1828.2;0.0573
1828.4;87.53868129;1828.4;0.0578
1828.6;87.45809231;1828.6;0.0582
1828.8;87.37757751;1828.8;0.0586
1829;87.27703824;1829;0.0591
1829.2;87.19669013;1829.2;0.0595
1829.4;87.11641598;1829.4;0.0599
1829.6;87.03621574;1829.6;0.0603
1829.8;86.93606925;1829.8;0.0608
1830;86.85603503;1830;0.0612
1830.2;86.7760745;1830.2;0.0616
1830.4;86.67622734;1830.4;0.0621
1830.6;86.59643234;1830.6;0.0625
1830.8;86.51671079;1830.8;0.0629
1831;86.43706264;1831;0.0633
1831.2;86.35748782;1831.2;0.0637
1831.4;86.27798625;1831.4;0.0641
1831.6;86.19855787;1831.6;0.0645
1831.8;86.11920261;1831.8;0.0649
1832;86.03992041;1832;0.0653
1832.2;85.9607112;1832.2;0.0657
1832.4;85.88157491;1832.4;0.0661
1832.6;85.80251147;1832.6;0.0665
1832.8;85.72352082;1832.8;0.0669
1833;85.64460289;1833;0.0673
1833.2;85.58546212;1833.2;0.0676
1833.4;85.50667129;1833.4;0.068
1833.6;85.42795299;1833.6;0.0684
1833.8;85.36896183;1833.8;0.0687
1834;85.29037031;1834;0.0691
1834.2;85.23147415;1834.2;0.0694
1834.4;85.17261866;1834.4;0.0697
1834.6;85.0942079;1834.6;0.0701
1834.8;85.0354472;1834.8;0.0704
1835;84.97672708;1835;0.0707
1835.2;84.9180475;1835.2;0.071
