Wavelength (nm);% Transmission
451;5.00726E-05
451.2;5.01303E-05
451.4;5.02458E-05
451.6;5.03733E-05
451.8;5.04661E-05
452;5.05126E-05
452.2;5.04894E-05
452.4;5.04313E-05
452.6;5.03385E-05
452.8;5.02574E-05
453;5.02227E-05
453.2;5.02574E-05
453.4;5.04081E-05
453.6;5.06874E-05
453.8;5.10975E-05
454;5.16535E-05
454.2;5.2348E-05
454.4;5.31741E-05
454.6;5.41377E-05
454.8;5.52077E-05
455;5.64027E-05
455.2;5.77165E-05
455.4;5.91289E-05
455.6;6.06876E-05
455.8;6.23591E-05
456;6.41948E-05
456.2;6.62064E-05
456.4;6.83912E-05
456.6;7.07946E-05
456.8;7.34176E-05
457;7.63133E-05
457.2;7.94694E-05
457.4;8.29087E-05
457.6;8.66762E-05
457.8;9.07612E-05
458;9.52138E-05
458.2;9.9977E-05
458.4;0.000105124
458.6;0.000110637
458.8;0.000116466
459;0.000122659
459.2;0.000129181
459.4;0.000135988
459.6;0.000143087
459.8;0.000150453
460;0.000158052
460.2;0.000165882
460.4;0.0001739
460.6;0.000182222
460.8;0.000190766
461;0.000199618
461.2;0.000208833
461.4;0.000218424
461.6;0.000228455
461.8;0.000239001
462;0.000250092
462.2;0.000261818
462.4;0.000274221
462.6;0.000287343
462.8;0.000301301
463;0.000316155
463.2;0.000331894
463.4;0.000348739
463.6;0.000366691
463.8;0.000385834
464;0.000406256
464.2;0.000428154
464.4;0.000451648
464.6;0.00047687
464.8;0.000504081
465;0.000533212
465.2;0.000564677
465.4;0.000598549
465.6;0.000635185
465.8;0.000674683
466;0.000717464
466.2;0.000763836
466.4;0.000814142
466.6;0.00086876
466.8;0.000927897
467;0.00099243
467.2;0.001062674
467.4;0.0011392
467.6;0.001222925
467.8;0.001314317
468;0.00141449
468.2;0.001524053
468.4;0.001644372
468.6;0.001776642
468.8;0.001922206
469;0.002082572
469.2;0.002259436
469.4;0.002454709
469.6;0.002671161
469.8;0.002911387
470;0.003177606
470.2;0.003473762
470.4;0.003803645
470.6;0.004171574
470.8;0.004583529
471;0.005044289
471.2;0.005561603
471.4;0.006143276
471.6;0.00679673
471.8;0.007535291
472;0.008371437
472.2;0.009317513
472.4;0.010394414
472.6;0.011617161
472.8;0.013013676
473;0.014611675
473.2;0.016443717
473.4;0.018548124
473.6;0.020974905
473.8;0.023779351
474;0.027027134
474.2;0.030803495
474.4;0.035212755
474.6;0.040364539
474.8;0.046408764
475;0.053518015
475.2;0.061929846
475.4;0.071911774
475.6;0.083772215
475.8;0.097971555
476;0.115000572
476.2;0.135550149
476.4;0.160435326
476.6;0.190677742
476.8;0.227719384
477;0.273212144
477.2;0.329457956
477.4;0.399392587
477.6;0.48685541
477.8;0.597035287
478;0.736546211
478.2;0.914744907
478.4;1.14393145
478.6;1.440787726
478.8;1.8285212
479;2.338837239
479.2;3.017171523
479.4;3.924641574
479.6;5.149914276
479.8;6.813966593
480;9.08447847
480.2;12.18989599
480.4;16.4247966
480.6;22.12585184
480.8;29.62101936
481;39.09309006
481.2;50.3152923
481.4;62.48848564
481.6;74.25060557
481.8;84.19765576
482;91.43237481
482.2;95.89589129
482.4;98.10700097
482.6;98.85530947
482.8;98.76430228
483;98.35580562
483.2;97.90390174
483.4;97.54387404
483.6;97.34194059
483.8;97.31952936
484;97.45407418
484.2;97.65624025
484.4;97.94899854
484.6;98.24263448
484.8;98.4917831
485;98.71883011
485.2;98.87807436
485.4;98.96918639
485.6;98.99197751
485.8;98.99197751
486;98.94640051
486.2;98.9008445
486.4;98.85530947
486.6;98.83254981
486.8;98.80979539
487;98.78704622
487.2;98.74156357
487.4;98.69610187
487.6;98.60524125
487.8;98.4917831
488;98.35580562
488.2;98.24263448
488.4;98.1747943
488.6;98.19740249
488.8;98.31052153
489;98.51446428
489.2;98.71883011
489.4;98.78704622
489.6;98.42377088
489.8;97.14042517
490;94.38435233
490.2;89.55709546
490.4;82.33794052
490.6;72.87859644
490.8;61.95837231
491;50.7341046
491.2;40.29025351
491.4;31.28959919
491.6;23.97176436
491.8;18.23895702
492;13.86117351
492.2;10.55844592
492.4;8.081649291
492.6;6.223002852
492.8;4.826140933
493;3.770509158
493.2;2.968246743
493.4;2.353964993
493.6;1.880182473
493.8;1.512167849
494;1.224616199
494.2;0.998159627
494.4;0.818464788
494.6;0.675149577
494.8;0.560015439
495;0.466981849
495.2;0.391291127
495.4;0.329533825
495.6;0.278804642
495.8;0.23691906
496;0.202162221
496.2;0.173180903
496.4;0.148936108
496.6;0.128558264
496.8;0.11137815
497;0.096805493
497.2;0.084411186
497.4;0.073841413
497.6;0.06478881
497.8;0.057016427
498;0.050315292
498.2;0.044524597
498.4;0.039500264
498.6;0.035131768
498.8;0.031318431
499;0.027989813
499.2;0.025072636
499.4;0.02251127
499.6;0.020253496
499.8;0.018259967
500;0.016496811
500.2;0.015000302
500.4;0.013661551
500.6;0.012465221
500.8;0.011389378
501;0.010425575
501.2;0.009556525
501.4;0.008772028
501.6;0.008064919
501.8;0.007425061
502;0.006846995
502.2;0.006321207
502.4;0.005843863
502.6;0.005410034
502.8;0.005014181
503;0.004653717
503.2;0.004324143
503.4;0.004022537
503.6;0.003747141
503.8;0.003493816
504;0.003262121
504.2;0.003048597
504.4;0.002852332
504.6;0.002671776
504.8;0.002504955
505;0.002351256
505.2;0.002209022
505.4;0.002077304
505.6;0.00195569
505.8;0.001842892
506;0.001738201
506.2;0.001640968
506.4;0.001550601
506.6;0.001466561
506.8;0.001388034
507;0.001315225
507.2;0.001247096
507.4;0.001183586
507.6;0.001124087
507.8;0.001068563
508;0.001016717
508.2;0.000968055
508.4;0.000922359
508.6;0.00087963
508.8;0.00083946
509;0.000801678
509.2;0.000766126
509.4;0.000732825
509.6;0.000701455
509.8;0.000671738
510;0.000643873
510.2;0.00061759
510.4;0.000592652
510.6;0.000569115
510.8;0.00054689
511;0.000525896
511.2;0.000505941
511.4;0.00048708
511.6;0.000469245
511.8;0.000452272
512;0.000436114
512.2;0.000420824
512.4;0.000406163
512.6;0.000392374
512.8;0.00037914
513;0.000366606
513.2;0.000354568
513.4;0.000343163
513.6;0.000332277
513.8;0.000321884
514;0.000311961
514.2;0.000302482
514.4;0.000293427
514.6;0.000284839
514.8;0.000276567
515;0.00026872
515.2;0.000261276
515.4;0.000254097
515.6;0.000247343
515.8;0.000240824
516;0.000234639
516.2;0.00022877
516.4;0.000223203
516.6;0.000217821
516.8;0.000212765
517;0.000207922
517.2;0.000203283
517.4;0.000198838
517.6;0.000194626
517.8;0.000190546
518;0.000186638
518.2;0.000182852
518.4;0.000179226
518.6;0.000175671
518.8;0.000172266
519;0.000168927
519.2;0.000165653
519.4;0.000162443
519.6;0.000159294
519.8;0.000156171
520;0.000153109
520.2;0.000150072
520.4;0.000147028
520.6;0.000144012
520.8;0.000140994
521;0.000137975
521.2;0.000134958
521.4;0.000131886
521.6;0.000128825
521.8;0.000125748
522;0.000122631
522.2;0.000119536
522.4;0.000116413
522.6;0.000113292
522.8;0.000110179
523;0.000107103
523.2;0.000104064
523.4;0.000101065
523.6;9.81748E-05
523.8;9.53455E-05
524;9.2619E-05
524.2;9.00119E-05
524.4;8.75387E-05
524.6;8.51922E-05
524.8;8.29851E-05
525;8.09282E-05
525.2;7.90133E-05
525.4;7.72503E-05
525.6;7.56484E-05
525.8;7.41993E-05
526;7.28954E-05
526.2;7.17464E-05
526.4;7.07294E-05
526.6;6.98393E-05
526.8;6.90876E-05
527;6.84699E-05
527.2;6.79829E-05
527.4;6.75927E-05
527.6;6.73287E-05
527.8;6.71738E-05
528;6.7112E-05
528.2;6.71429E-05
528.4;6.72667E-05
528.6;6.74839E-05
528.8;6.77642E-05
529;6.8124E-05
529.2;6.85646E-05
529.4;6.90399E-05
529.6;6.95825E-05
529.8;7.01778E-05
530;7.07946E-05
530.2;7.14496E-05
530.4;7.21107E-05
530.6;7.27947E-05
530.8;7.34852E-05
531;7.41822E-05
531.2;7.48514E-05
531.4;7.55092E-05
531.6;7.61553E-05
531.8;7.67715E-05
532;7.73571E-05
532.2;7.79112E-05
532.4;7.84332E-05
532.6;7.89223E-05
532.8;7.9378E-05
533;7.98178E-05
533.2;8.02232E-05
533.4;8.05935E-05
533.6;8.09469E-05
533.8;8.13018E-05
534;8.16206E-05
534.2;8.19219E-05
534.4;8.22243E-05
534.6;8.25277E-05
534.8;8.28133E-05
535;8.30998E-05
535.2;8.33873E-05
535.4;8.36758E-05
535.6;8.3946E-05
535.8;8.4217E-05
536;8.44695E-05
536.2;8.46837E-05
536.4;8.48594E-05
536.6;8.49767E-05
536.8;8.50159E-05
537;8.49376E-05
537.2;8.47423E-05
537.4;8.44112E-05
537.6;8.39073E-05
537.8;8.32339E-05
538;8.23569E-05
538.2;8.12831E-05
538.4;8.00018E-05
538.6;7.85597E-05
538.8;7.69308E-05
539;7.51623E-05
539.2;7.32825E-05
539.4;7.13181E-05
539.6;6.92947E-05
539.8;6.72357E-05
540;6.51628E-05
540.2;6.31103E-05
540.4;6.10942E-05
540.6;5.91289E-05
540.8;5.72005E-05
541;5.53478E-05
541.2;5.35427E-05
541.4;5.18084E-05
541.6;5.01303E-05
541.8;4.85065E-05
542;4.69462E-05
542.2;4.54465E-05
542.4;4.39947E-05
542.6;4.25991E-05
542.8;4.12572E-05
543;3.99761E-05
543.2;3.87614E-05
543.4;3.76011E-05
543.6;3.65174E-05
543.8;3.55059E-05
544;3.457E-05
544.2;3.37132E-05
544.4;3.29458E-05
544.6;3.22626E-05
544.8;3.16665E-05
545;3.11602E-05
545.2;3.07468E-05
545.4;3.04299E-05
545.6;3.02065E-05
545.8;3.00746E-05
546;3.004E-05
546.2;3.01023E-05
546.4;3.02691E-05
546.6;3.05281E-05
546.8;3.08887E-05
547;3.13545E-05
547.2;3.19227E-05
547.4;3.25987E-05
547.6;3.33887E-05
547.8;3.42926E-05
548;3.53102E-05
548.2;3.64586E-05
548.4;3.77311E-05
548.6;3.91471E-05
548.8;4.07005E-05
549;4.24131E-05
549.2;4.4269E-05
549.4;4.6302E-05
549.6;4.85177E-05
549.8;5.09096E-05
550;5.34934E-05
550.2;5.626E-05
550.4;5.92379E-05
550.6;6.24166E-05
550.8;6.57809E-05
551;6.93107E-05
551.2;7.29962E-05
551.4;7.68069E-05
551.6;8.07049E-05
551.8;8.46058E-05
552;8.84301E-05
552.2;9.21298E-05
552.4;9.55873E-05
552.6;9.86734E-05
552.8;0.000101321
553;0.000103395
553.2;0.000104833
553.4;0.00010556
553.6;0.00010556
553.8;0.000104809
554;0.000103371
554.2;0.000101274
554.4;9.86279E-05
554.6;9.55432E-05
554.8;9.21298E-05
555;8.84912E-05
555.2;8.47227E-05
555.4;8.09469E-05
555.6;7.72325E-05
555.8;7.36207E-05
556;7.0194E-05
556.2;6.69576E-05
556.4;6.39588E-05
556.6;6.11928E-05
556.8;5.86678E-05
557;5.64027E-05
557.2;5.43751E-05
557.4;5.25775E-05
557.6;5.10152E-05
557.8;4.96707E-05
558;4.85289E-05
558.2;4.75883E-05
558.4;4.6849E-05
558.6;4.62807E-05
558.8;4.58881E-05
559;4.56562E-05
559.2;4.55932E-05
559.4;4.56878E-05
559.6;4.59198E-05
559.8;4.63127E-05
560;4.6849E-05
560.2;4.75335E-05
560.4;4.83615E-05
560.6;4.93287E-05
560.8;5.04545E-05
561;5.17369E-05
561.2;5.31741E-05
561.4;5.47898E-05
561.6;5.65979E-05
561.8;5.86003E-05
562;6.08275E-05
562.2;6.3314E-05
562.4;6.60693E-05
562.6;6.91512E-05
562.8;7.25939E-05
563;7.6454E-05
563.2;8.07979E-05
563.4;8.57038E-05
563.6;9.12431E-05
563.8;9.75439E-05
564;0.000104737
564.2;0.000112954
564.4;0.000122349
564.6;0.000133168
564.8;0.000145646
565;0.000160066
565.2;0.000176726
565.4;0.00019602
565.6;0.000218374
565.8;0.000244231
566;0.000274094
566.2;0.000308603
566.4;0.000348097
566.6;0.000393278
566.8;0.000444324
567;0.000501649
567.2;0.000565327
567.4;0.000635331
567.6;0.000711377
567.8;0.000793049
568;0.000880643
568.2;0.000973868
568.4;0.001073248
568.6;0.001180049
568.8;0.001296284
569;0.001424623
569.2;0.001568195
569.4;0.001732208
569.6;0.001921321
569.8;0.002141411
570;0.002397728
570.2;0.002696497
570.4;0.003039485
570.6;0.003422158
570.8;0.00383354
571;0.004244241
571.2;0.004616364
571.4;0.004901173
571.6;0.005057082
571.8;0.005069907
572;0.004952221
572.2;0.004741328
572.4;0.004481259
572.6;0.004213083
572.8;0.003961868
573;0.003743691
573.2;0.003568617
573.4;0.003437162
573.6;0.003351197
573.8;0.003308263
574;0.00330674
574.2;0.00334503
574.4;0.003419007
574.6;0.00352452
574.8;0.003653423
575;0.003792277
575.2;0.003920126
575.4;0.004012361
575.6;0.004040173
575.8;0.003981988
576;0.003828247
576.2;0.0035917
576.4;0.003297615
576.6;0.002977831
576.8;0.002660725
577;0.00236592
577.2;0.002103778
577.4;0.001877587
577.6;0.001686941
577.8;0.00152827
578;0.001397977
578.2;0.001292112
578.4;0.001207258
578.6;0.00114025
578.8;0.001088679
579;0.00105051
579.2;0.001024236
579.4;0.001009021
579.6;0.00100346
579.8;0.001007395
580;0.00102
580.2;0.001041118
580.4;0.001070286
580.6;0.001107134
580.8;0.00115133
581;0.001201988
581.2;0.001257766
581.4;0.001317043
581.6;0.001377527
581.8;0.001436481
582;0.00149039
582.2;0.001536031
582.4;0.001570363
582.6;0.001590743
582.8;0.001595512
583;0.001585623
583.2;0.001561349
583.4;0.001525106
583.6;0.00147979
583.8;0.001428236
584;0.001372777
584.2;0.001315528
584.4;0.001258346
584.6;0.001202541
584.8;0.001149212
585;0.0010985
585.2;0.001051235
585.4;0.001007395
585.6;0.000967164
585.8;0.000930465
586;0.000897429
586.2;0.00086816
586.4;0.000842558
586.6;0.000820729
586.8;0.000802602
587;0.000788315
587.2;0.000777857
587.4;0.000771259
587.6;0.000768776
587.8;0.000770549
588;0.000776426
588.2;0.000786502
588.4;0.000801124
588.6;0.000819974
588.8;0.000842752
589;0.000869361
589.2;0.000898669
589.4;0.000929822
589.6;0.000960948
589.8;0.000989692
590;0.001013445
590.2;0.001029438
590.4;0.001034666
590.6;0.001027543
590.8;0.001007164
591;0.000974765
591.2;0.00093261
591.4;0.000883487
591.6;0.000830807
591.8;0.000777678
592;0.000726273
592.2;0.000678422
592.4;0.000635038
592.6;0.00059676
592.8;0.000563638
593;0.00053555
593.2;0.000512507
593.4;0.000493969
593.6;0.000479844
593.8;0.000469786
594;0.000463554
594.2;0.000460893
594.4;0.000461743
594.6;0.000465908
594.8;0.000473042
595;0.000483059
595.2;0.00049545
595.4;0.000509683
595.6;0.00052517
595.8;0.000541003
596;0.000555776
596.2;0.000568329
596.4;0.000577165
596.6;0.000581166
596.8;0.000579162
597;0.000570953
597.2;0.000556929
597.4;0.000538022
597.6;0.000515466
597.8;0.000490682
598;0.000465157
598.2;0.000440149
598.4;0.00041639
598.6;0.000394639
598.8;0.000375232
599;0.000358344
599.2;0.000343954
599.4;0.0003322
599.6;0.000322998
599.8;0.000316228
600;0.000311889
600.2;0.000310027
600.4;0.000310527
600.6;0.000313329
600.8;0.000318566
601;0.000326287
601.2;0.000336667
601.4;0.000349865
601.6;0.000366185
601.8;0.000385656
602;0.00040879
602.2;0.000435712
602.4;0.000466767
602.6;0.000501996
602.8;0.000541751
603;0.000585733
603.2;0.00063387
603.4;0.00068533
603.6;0.000739265
603.8;0.000794328
604;0.000848985
604.2;0.000901156
604.4;0.000949292
604.6;0.000991745
604.8;0.00102778
605;0.001056574
605.2;0.001078947
605.4;0.001095217
605.6;0.001107134
605.8;0.001115321
606;0.00112176
606.2;0.001127457
606.4;0.001133444
606.6;0.001140775
606.8;0.001149741
607;0.001161181
607.2;0.001175168
607.4;0.001192065
607.6;0.001211993
607.8;0.001234525
608;0.001260085
608.2;0.00128825
608.4;0.00131856
608.6;0.001351139
608.8;0.001385798
609;0.001422329
609.2;0.001459822
609.4;0.001498304
609.6;0.001537446
609.8;0.001575796
610;0.001613244
610.2;0.001648542
610.4;0.001679191
610.6;0.001704512
610.8;0.001721472
611;0.001728224
611.2;0.001721869
611.4;0.001701767
611.6;0.001665712
611.8;0.001615102
612;0.001550601
612.2;0.001474348
612.4;0.001390273
612.6;0.001301667
612.8;0.001211993
613;0.001124087
613.2;0.00104016
613.4;0.000962055
613.6;0.000890635
613.8;0.000826228
614;0.00076913
614.2;0.000719118
614.4;0.000675616
614.6;0.000638557
614.8;0.000607016
615;0.000581032
615.2;0.000559887
615.4;0.00054325
615.6;0.000531129
615.8;0.000522998
616;0.000519039
616.2;0.00051892
616.4;0.000522878
616.6;0.000530884
616.8;0.00054325
617;0.000560015
617.2;0.000581701
617.4;0.000608836
617.6;0.000641653
617.8;0.000680926
618;0.000727445
618.2;0.000781628
618.4;0.000844306
618.6;0.00091622
618.8;0.00099747
619;0.001088178
619.2;0.001188229
619.4;0.001296284
619.6;0.001410587
619.8;0.001528622
620;0.001647404
620.2;0.001764412
620.4;0.00187629
620.6;0.00198244
620.8;0.002082092
621;0.002177208
621.2;0.00227091
621.4;0.002367009
621.6;0.002471724
621.8;0.002590598
622;0.002731492
622.2;0.002902017
622.4;0.003111
622.6;0.003368217
622.8;0.003683834
623;0.004067242
623.2;0.004522723
623.4;0.005044289
623.6;0.005600154
623.8;0.006124914
624;0.006508786
624.2;0.006628267
624.4;0.006413572
624.6;0.005892506
624.8;0.005189195
625;0.004439152
625.2;0.003741106
625.4;0.003140509
625.6;0.002645453
625.8;0.002246984
626;0.00193019
626.2;0.001678804
626.4;0.001479449
626.6;0.001320687
626.8;0.001194538
627;0.001093956
627.2;0.001014145
627.4;0.000951262
627.6;0.00090261
627.8;0.000865765
628;0.000839267
628.2;0.000822053
628.4;0.000813018
628.6;0.000811895
628.8;0.000818088
629;0.000831572
629.2;0.000852119
629.4;0.000879832
629.6;0.000914745
629.8;0.000956753
630;0.001005542
630.2;0.001060718
630.4;0.001120986
630.6;0.00118495
630.8;0.001249683
631;0.001312502
631.2;0.00136962
631.4;0.001416446
631.6;0.001450107
631.8;0.001467912
632;0.001468588
632.2;0.00145345
632.4;0.001424951
632.6;0.001386437
632.8;0.001341529
633;0.001293898
633.2;0.001245948
633.4;0.001200605
633.6;0.001159578
633.8;0.00112357
634;0.001093705
634.2;0.001070286
634.4;0.001053416
634.6;0.001043278
634.8;0.00104016
635;0.001043999
635.2;0.001055115
635.4;0.001073742
635.6;0.001100272
635.8;0.001135011
636;0.00117842
636.2;0.001231119
636.4;0.001293898
636.6;0.001366784
636.8;0.001450775
637;0.00154561
637.2;0.001651581
637.4;0.001767258
637.6;0.001891472
637.8;0.002021622
638;0.002153277
638.2;0.002281392
638.4;0.002399938
638.6;0.002501497
638.8;0.002579883
639;0.002629662
639.2;0.00264789
639.4;0.002634511
639.6;0.002591194
639.8;0.002522319
640;0.002433324
640.2;0.002329164
640.4;0.002216154
640.6;0.002097974
640.8;0.001979247
641;0.001861658
641.2;0.001748236
641.4;0.001639457
641.6;0.001536739
641.8;0.001440124
642;0.001349895
642.2;0.001266193
642.4;0.00118905
642.6;0.001117892
642.8;0.001052689
643;0.000993345
643.2;0.000939723
643.4;0.000891046
643.6;0.000847423
643.8;0.000808537
644;0.000774105
644.2;0.000744046
644.4;0.000717794
644.6;0.000695344
644.8;0.00067655
645;0.00066115
645.2;0.000649083
645.4;0.000640177
645.6;0.000634308
645.8;0.000631393
646;0.000631248
646.2;0.000634016
646.4;0.000639588
646.6;0.00064759
646.8;0.000658112
647;0.000670811
647.2;0.000685488
647.4;0.000701778
647.6;0.000719118
647.8;0.000736885
648;0.00075405
648.2;0.000770016
648.4;0.00078361
648.6;0.00079378
648.8;0.00079965
649;0.000800387
649.2;0.000795426
649.4;0.000784874
649.6;0.00076913
649.8;0.000749031
650;0.00072527
650.2;0.000699037
650.4;0.000671429
650.6;0.000643576
650.8;0.000616311
651;0.000590337
651.2;0.000566109
651.4;0.000544127
651.6;0.000524445
651.8;0.000507224
652;0.00049272
652.2;0.000480729
652.4;0.000471411
652.6;0.000464729
652.8;0.000460681
653;0.000459198
653.2;0.000460469
653.4;0.000464515
653.6;0.000471303
653.8;0.000481172
654;0.000494083
654.2;0.00051027
654.4;0.000529907
654.6;0.00055335
654.8;0.000580631
655;0.000612068
655.2;0.00064759
655.4;0.000687068
655.6;0.000730298
655.8;0.000776426
656;0.000824518
656.2;0.00087277
656.4;0.000918756
656.6;0.000960285
656.8;0.000994031
657;0.001017888
657.2;0.001029675
657.4;0.00102849
657.6;0.001014612
657.8;0.000990148
658;0.000957194
658.2;0.000918333
658.4;0.000876395
658.6;0.000833489
658.8;0.000791589
659;0.000751796
659.2;0.000715155
659.4;0.000682025
659.6;0.00065283
659.8;0.000627336
660;0.00060562
660.2;0.00058776
660.4;0.000573324
660.6;0.000562212
660.8;0.000554498
661;0.000550047
661.2;0.000548656
661.4;0.000550427
661.6;0.000555392
661.8;0.000563508
662;0.00057491
662.2;0.000589794
662.4;0.000608415
662.6;0.000631103
662.8;0.000658112
663;0.000689763
663.2;0.000726608
663.4;0.000769308
663.6;0.000818653
663.8;0.000874984
664;0.000939507
664.2;0.001012978
664.4;0.001096731
664.6;0.001191791
664.8;0.001299272
665;0.001420692
665.2;0.001557399
665.4;0.001710409
665.6;0.001880615
665.8;0.002069665
666;0.00227667
666.2;0.002502073
666.4;0.002745364
666.6;0.003002617
666.8;0.003272653
667;0.003550586
667.2;0.003830011
667.4;0.004106766
667.6;0.0043722
667.8;0.004620617
668;0.004846185
668.2;0.005043128
668.4;0.005207149
668.6;0.005337034
668.8;0.005428752
669;0.005486558
669.2;0.005509345
669.4;0.005500473
669.6;0.005463865
669.8;0.005405054
670;0.005325986
670.2;0.005232389
670.4;0.005127433
670.6;0.005016491
670.8;0.004901173
671;0.004786301
671.2;0.004674122
671.4;0.004565623
671.6;0.004464779
671.8;0.004371193
672;0.004287459
672.2;0.004213083
672.4;0.00414954
672.6;0.004096378
672.8;0.004055085
673;0.004024389
673.2;0.004004977
673.4;0.003995766
673.6;0.003998527
673.8;0.004011437
674;0.004033667
674.2;0.004065369
674.4;0.004105821
674.6;0.004153364
674.8;0.004208235
675;0.00426776
675.2;0.004332115
675.4;0.004398453
675.6;0.004464779
675.8;0.004531062
676;0.004594095
676.2;0.004651575
676.4;0.004703271
676.6;0.00474679
676.8;0.004779693
677;0.004802861
677.2;0.004813933
677.4;0.004811716
677.6;0.004797334
677.8;0.0047687
678;0.004728245
678.2;0.004673045
678.4;0.004605746
678.6;0.004525848
678.8;0.004434044
679;0.004329124
679.2;0.004213083
679.4;0.004086015
679.6;0.003948208
679.8;0.003801894
680;0.003648379
680.2;0.003488189
680.4;0.003324298
680.6;0.003157912
680.8;0.002990887
681;0.002825531
681.2;0.00266379
681.4;0.002507264
681.6;0.002357219
681.8;0.002215134
682;0.002081134
682.2;0.00195569
682.4;0.001839924
682.6;0.001733405
682.8;0.001635686
683;0.001547035
683.2;0.001466898
683.4;0.001395083
683.6;0.001331067
683.8;0.001274383
684;0.001224334
684.2;0.001181136
684.4;0.001144195
684.6;0.001113012
684.8;0.001087427
685;0.001067333
685.2;0.001052446
685.4;0.001042798
685.6;0.001038484
685.8;0.001039202
686;0.001045201
686.2;0.001056574
686.4;0.001073742
686.6;0.001097236
686.8;0.001126938
687;0.001164126
687.2;0.001208648
687.4;0.001262118
687.6;0.001324952
687.8;0.001398299
688;0.001483543
688.2;0.001581612
688.4;0.001694338
688.6;0.001822636
688.8;0.001967886
689;0.002130591
689.2;0.002310468
689.4;0.002506109
689.6;0.002714563
689.8;0.002930218
690;0.003144126
690.2;0.003346571
690.4;0.003523709
690.6;0.003662689
690.8;0.00375405
691;0.003791403
691.2;0.003773115
691.4;0.003704248
691.6;0.003596665
691.8;0.003459394
692;0.003305217
692.2;0.003144126
692.4;0.002984695
692.6;0.002831392
692.8;0.002689057
693;0.002559764
693.2;0.002443993
693.4;0.002341531
693.6;0.002252683
693.8;0.002177208
694;0.002113002
694.2;0.00206063
694.4;0.002018366
694.6;0.00198518
694.8;0.001961101
695;0.001944464
695.2;0.00193553
695.4;0.001932413
695.6;0.001935085
695.8;0.001943122
696;0.00195479
696.2;0.0019697
696.4;0.00198701
696.6;0.002005857
696.8;0.002024883
697;0.002043619
697.2;0.002061104
697.4;0.002075869
697.6;0.002087853
697.8;0.002096525
698;0.002100874
698.2;0.002100874
698.4;0.002097008
698.6;0.002088815
698.8;0.002077304
699;0.002063004
699.2;0.002045973
699.4;0.00202815
699.6;0.002009093
699.8;0.001990215
700;0.001972423
700.2;0.00195524
700.4;0.001940439
700.6;0.001927969
700.8;0.001918227
701;0.001911173
701.2;0.001907217
701.4;0.001906338
701.6;0.001908974
701.8;0.001914256
702;0.001922206
702.2;0.001932858
702.4;0.001944912
702.6;0.001958845
702.8;0.001973331
703;0.001987925
703.2;0.002001705
703.4;0.002013724
703.6;0.002023019
703.8;0.002028617
704;0.002030019
704.2;0.002026749
704.4;0.002017437
704.6;0.002002627
704.8;0.001981983
705;0.00195569
705.2;0.001923978
705.4;0.001888426
705.6;0.001848843
705.8;0.001806758
706;0.001762788
706.2;0.001717908
706.4;0.001673401
706.6;0.001629671
706.8;0.00158745
707;0.001547747
707.2;0.001510428
707.4;0.001476046
707.6;0.001445107
707.8;0.001417425
708;0.001393799
708.2;0.001373726
708.4;0.001357375
708.6;0.001345241
708.8;0.001336903
709;0.001332601
709.2;0.001332601
709.4;0.001336288
709.6;0.001344621
709.8;0.001356751
710;0.001373409
710.2;0.001394441
710.4;0.001420038
710.6;0.001450107
710.8;0.00148491
711;0.001524755
711.2;0.00156964
711.4;0.001619571
711.6;0.001674943
711.8;0.001735402
712;0.001801358
712.2;0.001872406
712.4;0.001948947
712.6;0.002030486
712.8;0.002116411
713;0.002206988
713.2;0.002300912
713.4;0.002397176
713.6;0.002495744
713.8;0.002595374
714;0.002694015
714.2;0.002789973
714.4;0.002883368
714.6;0.002970298
714.8;0.003050703
715;0.003123201
715.2;0.003184931
715.4;0.003235192
715.6;0.003273407
715.8;0.003299134
716;0.003311311
716.2;0.003309787
716.4;0.003295338
716.6;0.00326964
716.8;0.003231469
717;0.003183464
717.2;0.003127519
717.4;0.003063374
717.6;0.002993643
717.8;0.002919443
718;0.002842497
718.2;0.002764394
718.4;0.002685344
718.6;0.002607354
718.8;0.002530463
719;0.002456971
719.2;0.002386162
719.4;0.002320064
719.6;0.002257876
719.8;0.002200392
720;0.002148325
720.2;0.002101358
720.4;0.002060155
720.6;0.002024417
720.8;0.001994803
721;0.001971515
721.2;0.001954339
721.4;0.001943569
721.6;0.001939546
721.8;0.00194178
722;0.001951641
722.2;0.001968339
722.4;0.001993425
722.6;0.002025816
722.8;0.002066807
723;0.002116898
723.2;0.002176206
723.4;0.002244916
723.6;0.002323807
723.8;0.002412126
724;0.00251073
724.2;0.002618183
724.4;0.002734009
724.6;0.002855617
724.8;0.002980575
725;0.00310456
725.2;0.003221811
725.4;0.003326596
725.6;0.003411144
725.8;0.003468167
726;0.003491403
726.2;0.003476962
726.4;0.003423734
726.6;0.003333496
726.8;0.003210702
727;0.003062669
727.2;0.002898011
727.4;0.002723955
727.6;0.002547417
727.8;0.002374652
728;0.00220953
728.2;0.002054471
728.4;0.001911613
728.6;0.001781148
728.8;0.001663413
729;0.001557758
729.2;0.001463525
729.4;0.001380066
729.6;0.001306171
729.8;0.001241081
730;0.001184404
730.2;0.001134749
730.4;0.001091943
730.6;0.001055358
730.8;0.001024236
731;0.000998389
731.2;0.000977462
731.4;0.000960727
731.6;0.000948418
731.8;0.000940156
732;0.000935621
732.2;0.000934975
732.4;0.000937778
732.6;0.000944496
