Wavelength (nm);% Transmission
221.6;0.000198016
221.8;3.81241E-05
222;1.37309E-05
222.2;9.13903E-06
222.4;1.07771E-05
222.6;2.33453E-05
222.8;7.28618E-05
223;6.50429E-05
223.2;4.7687E-05
223.4;5.69639E-05
223.6;0.00010193
223.8;0.00031067
224;0.002026749
224.2;0.001437143
224.4;0.001204481
224.6;0.003362792
224.8;0.012025413
225;0.008887917
225.2;0.026448436
225.4;0.068312472
225.6;0.008970156
225.8;0.001200605
226;0.000321514
226.2;0.00012697
226.4;5.60144E-05
226.6;2.92146E-05
226.8;2.08737E-05
227;2.1928E-05
227.2;3.51156E-05
227.4;8.73977E-05
227.6;0.000299916
227.8;0.000958959
228;0.003845918
228.2;0.042736603
228.4;0.0365006
228.6;0.003567796
228.8;0.001304368
229;0.001306171
229.2;0.002528716
229.4;0.002817734
229.6;0.003234447
229.8;0.010796923
230;0.005826396
230.2;0.003945481
230.4;0.011708466
230.6;0.018255763
230.8;0.002876074
231;0.000883487
231.2;0.000788315
231.4;0.001287064
231.6;0.000109169
231.8;2.9255E-05
232;1.78279E-05
232.2;2.15824E-05
232.4;6.08135E-05
232.6;0.000518203
232.8;0.000213403
233;0.000171633
233.2;0.000183063
233.4;0.000257217
233.6;2.24543E-05
233.8;3.00262E-06
234;9.22784E-07
234.2;4.82614E-07
234.4;3.82208E-07
234.6;4.36717E-07
234.8;6.9775E-07
235;1.44278E-06
235.2;3.12176E-06
235.4;6.29796E-06
235.6;1.65615E-05
235.8;9.64273E-05
236;0.001548817
236.2;0.002322737
236.4;0.000856249
236.6;0.000263512
236.8;0.000426678
237;0.000587219
237.2;9.81522E-05
237.4;6.2647E-05
237.6;0.000130587
237.8;0.000337987
238;5.85464E-05
238.2;3.6779E-05
238.4;7.15814E-05
238.6;0.000377225
238.8;0.000120587
239;0.000153709
239.2;1.95975E-05
239.4;3.33734E-06
239.6;1.44079E-06
239.8;1.31009E-06
240;3.1463E-06
240.2;2.1692E-06
240.4;3.29913E-07
240.6;1.21507E-07
240.8;7.49722E-08
241;6.74528E-08
241.2;8.5487E-08
241.4;1.61436E-07
241.6;5.8479E-07
241.8;1.72584E-06
242;3.46657E-07
242.2;1.62218E-07
242.4;1.40799E-07
242.6;2.0797E-07
242.8;5.8776E-07
243;4.6366E-06
243.2;1.69317E-05
243.4;1.60657E-05
243.6;1.20171E-06
243.8;2.99089E-07
244;1.55776E-07
244.2;1.21283E-07
244.4;1.06243E-07
244.6;8.52707E-08
244.8;6.90876E-08
245;6.87385E-08
245.2;9.37562E-08
245.4;1.90108E-07
245.6;6.57809E-07
245.8;5.44879E-06
246;7.93963E-05
246.2;5.15703E-05
246.4;1.32343E-05
246.6;6.82967E-06
246.8;1.03657E-05
247;5.18681E-05
247.2;1.85268E-05
247.4;9.0261E-06
247.6;3.94366E-06
247.8;1.07177E-06
248;4.43098E-07
248.2;2.9451E-07
248.4;2.96961E-07
248.6;4.4978E-07
248.8;1.07746E-06
249;4.75226E-06
249.2;5.38518E-05
249.4;0.000711541
249.6;0.000108868
249.8;2.47913E-05
250;1.67186E-05
250.2;2.58702E-05
250.4;0.000105317
250.6;0.000336744
250.8;0.000136144
251;0.000186294
251.2;0.000922784
251.4;0.00334195
251.6;0.003412715
251.8;0.002443993
252;0.000928111
252.2;0.001699809
252.4;0.000301093
252.6;7.98546E-05
252.8;6.52379E-05
253;0.000174341
253.2;0.000130137
253.4;3.66775E-05
253.6;4.20436E-05
253.8;4.4792E-05
254;5.33703E-06
254.2;1.7002E-06
254.4;1.08943E-06
254.6;1.31311E-06
254.8;3.73508E-06
255;5.65718E-06
255.2;1.25661E-06
255.4;7.88497E-07
255.6;1.38038E-06
255.8;2.82358E-06
256;3.33043E-07
256.2;1.10281E-07
256.4;7.37564E-08
256.6;9.31966E-08
256.8;2.6903E-07
257;1.61399E-07
257.2;3.44985E-08
257.4;1.55274E-08
257.6;1.12254E-08
257.8;1.16923E-08
258;1.71199E-08
258.2;3.62326E-08
258.4;1.21843E-07
258.6;8.11895E-07
258.8;4.7687E-06
259;2.72772E-06
259.2;2.70396E-06
259.4;6.20583E-06
259.6;3.88329E-06
259.8;6.29651E-07
260;2.03376E-07
260.2;7.53356E-08
260.4;2.67055E-08
260.6;1.0539E-08
260.8;5.18561E-09
261;3.2719E-09
261.2;2.66624E-09
261.4;2.85693E-09
261.6;4.21988E-09
261.8;9.63385E-09
262;4.58987E-08
262.2;1.6099E-07
262.4;4.54151E-08
262.6;2.44456E-08
262.8;1.41547E-08
263;8.03896E-09
263.2;5.30396E-09
263.4;4.08602E-09
263.6;3.22626E-09
263.8;2.36974E-09
264;1.73141E-09
264.2;1.41026E-09
264.4;1.35301E-09
264.6;1.5378E-09
264.8;2.03423E-09
265;3.05351E-09
265.2;5.14044E-09
265.4;1.00092E-08
265.6;2.48256E-08
265.8;9.68278E-08
266;6.89604E-07
266.2;2.93562E-07
266.4;1.13815E-07
266.6;7.3013E-08
266.8;6.37676E-08
267;7.29122E-08
267.2;1.07523E-07
267.4;1.93999E-07
267.6;3.85567E-07
267.8;8.4004E-07
268;2.72019E-06
268.2;1.84247E-05
268.4;1.11841E-05
268.6;9.65606E-06
268.8;1.86681E-05
269;5.43626E-06
269.2;2.21259E-06
269.4;1.91117E-06
269.6;2.49402E-06
269.8;1.34307E-06
270;4.04949E-07
270.2;1.68267E-07
270.4;9.77462E-08
270.6;7.61027E-08
270.8;7.81088E-08
271;1.03633E-07
271.2;1.58708E-07
271.4;2.09363E-07
271.6;2.311E-07
271.8;3.34888E-07
272;1.01742E-06
272.2;8.34257E-07
272.4;1.78279E-07
272.6;8.15455E-08
272.8;5.92789E-08
273;5.82505E-08
273.2;6.76083E-08
273.4;7.76068E-08
273.6;7.90133E-08
273.8;7.80549E-08
274;8.57038E-08
274.2;1.10306E-07
274.4;1.63192E-07
274.6;2.59657E-07
274.8;4.32912E-07
275;8.87769E-07
275.2;3.26212E-06
275.4;2.50611E-06
275.6;5.39883E-07
275.8;2.30144E-07
276;1.46285E-07
276.2;1.20587E-07
276.4;1.19647E-07
276.6;1.358E-07
276.8;1.70726E-07
277;2.37958E-07
277.2;3.81417E-07
277.4;7.35191E-07
277.6;1.56243E-06
277.8;2.25788E-06
278;2.14487E-06
278.2;2.57395E-06
278.4;5.88166E-06
278.6;1.67687E-05
278.8;3.21884E-06
279;1.09119E-06
279.2;6.18443E-07
279.4;4.7076E-07
279.6;4.3142E-07
279.8;4.43915E-07
280;4.917E-07
280.2;5.82505E-07
280.4;7.5753E-07
280.6;1.13397E-06
280.8;2.07539E-06
281;5.07107E-06
281.2;1.9797E-05
281.4;0.000186466
281.6;0.000206538
281.8;9.95405E-05
282;0.000107622
282.2;0.000188538
282.4;0.000481172
282.6;0.001579429
282.8;0.004739145
283;0.000491587
283.2;6.57961E-05
283.4;1.7049E-05
283.6;6.66346E-06
283.8;3.51722E-06
284;2.37028E-06
284.2;1.98016E-06
284.4;2.0179E-06
284.6;2.49058E-06
284.8;3.70084E-06
285;6.50279E-06
285.2;1.27761E-05
285.4;2.548E-05
285.6;5.08042E-05
285.8;0.000125777
286;0.000548782
286.2;0.000587354
286.4;0.000195074
286.6;0.000124853
286.8;0.000116815
287;0.000125893
287.2;0.000133015
287.4;0.000146994
287.6;0.000214536
287.8;0.000494538
288;0.000247856
288.2;4.49469E-05
288.4;1.30978E-05
288.6;5.28202E-06
288.8;2.7077E-06
289;1.70765E-06
289.2;1.31039E-06
289.4;1.22462E-06
289.6;1.41482E-06
289.8;2.0893E-06
290;4.24913E-06
290.2;1.42988E-05
290.4;0.000127968
290.6;0.000114551
290.8;5.77564E-05
291;9.42758E-05
291.2;0.000222126
291.4;3.41114E-05
291.6;8.81861E-06
291.8;3.36434E-06
292;1.5188E-06
292.2;7.70726E-07
292.4;4.43813E-07
292.6;2.96142E-07
292.8;2.33346E-07
293;2.21769E-07
293.2;2.62301E-07
293.4;4.07943E-07
293.6;9.31108E-07
293.8;3.98749E-06
294;2.19938E-05
294.2;6.4759E-06
294.4;1.55167E-06
294.6;3.88329E-07
294.8;1.31522E-07
295;6.06736E-08
295.2;3.62744E-08
295.4;2.71394E-08
295.6;2.49977E-08
295.8;2.83857E-08
296;4.07474E-08
296.2;7.87227E-08
296.4;2.38177E-07
296.6;1.29778E-06
296.8;9.61391E-07
297;4.46992E-07
297.2;4.14763E-07
297.4;6.90081E-07
297.6;2.24595E-06
297.8;3.11172E-06
298;1.0693E-06
298.2;7.7983E-07
298.4;1.35083E-06
298.6;7.2644E-07
298.8;8.67561E-08
299;2.02023E-08
299.2;6.98554E-09
299.4;3.13184E-09
299.6;1.72028E-09
299.8;1.12928E-09
300;8.78416E-10
300.2;8.13767E-10
300.4;8.98876E-10
300.6;1.19647E-09
300.8;1.86939E-09
301;2.7964E-09
301.2;2.82618E-09
301.4;2.34963E-09
301.6;2.49058E-09
301.8;4.54883E-09
302;9.80167E-09
302.2;1.74663E-09
302.4;4.43711E-10
302.6;1.81092E-10
302.8;9.78588E-11
303;6.40767E-11
303.2;4.84842E-11
303.4;4.11623E-11
303.6;3.83707E-11
303.8;3.86011E-11
304;4.13619E-11
304.2;4.67951E-11
304.4;5.57828E-11
304.6;7.05992E-11
304.8;9.64273E-11
305;1.45915E-10
305.2;2.54507E-10
305.4;5.46009E-10
305.6;1.64021E-09
305.8;9.29608E-09
306;2.84708E-08
306.2;9.92659E-09
306.4;8.00571E-09
306.6;1.28766E-08
306.8;3.2961E-08
307;1.58855E-08
307.2;5.30029E-09
307.4;2.93968E-09
307.6;2.45301E-09
307.8;3.93731E-09
308;1.7869E-08
308.2;2.84446E-08
308.4;6.53883E-09
308.6;4.67735E-09
308.8;6.85646E-09
309;2.06919E-08
309.2;1.46859E-07
309.4;5.78496E-07
309.6;4.4761E-07
309.8;5.03153E-08
310;2.82423E-08
310.2;5.23239E-08
310.4;6.77485E-09
310.6;1.10535E-09
310.8;3.66522E-10
311;1.84927E-10
311.2;1.26794E-10
311.4;1.12876E-10
311.6;1.2939E-10
311.8;1.95884E-10
312;4.25402E-10
312.2;1.69083E-09
312.4;2.13944E-08
312.6;5.97998E-09
312.8;3.21366E-09
313;3.66691E-09
313.2;3.85301E-09
313.4;1.98655E-09
313.6;1.03992E-09
313.8;7.35868E-10
314;6.92628E-10
314.2;8.47618E-10
314.4;1.36427E-09
314.6;3.1067E-09
314.8;1.28322E-08
315;1.74904E-07
315.2;4.23741E-08
315.4;1.66303E-08
315.6;1.20809E-08
315.8;1.23055E-08
316;1.61324E-08
316.2;2.67239E-08
316.4;5.74249E-08
316.6;1.76076E-07
316.8;1.04785E-06
317;1.46319E-05
317.2;2.56448E-06
317.4;1.50904E-06
317.6;1.53003E-06
317.8;1.99434E-06
318;3.01787E-06
318.2;5.3555E-06
318.4;1.23367E-05
318.6;4.55198E-05
318.8;0.000485848
319;0.000288735
319.2;4.85848E-05
319.4;1.50973E-05
319.6;6.83282E-06
319.8;4.30031E-06
320;3.69828E-06
320.2;4.48126E-06
320.4;8.92072E-06
320.6;5.64677E-05
320.8;2.44625E-05
321;3.94548E-06
321.2;1.50003E-06
321.4;8.15643E-07
321.6;5.47772E-07
321.8;4.28549E-07
322;3.80365E-07
322.2;3.78879E-07
322.4;4.22377E-07
322.6;5.29907E-07
322.8;7.58752E-07
323;1.27968E-06
323.2;2.73653E-06
323.4;9.14324E-06
323.6;0.000110357
323.8;3.20996E-05
324;7.75711E-06
324.2;3.91381E-06
324.4;2.68102E-06
324.6;2.19331E-06
324.8;2.03423E-06
325;2.1096E-06
325.2;2.48313E-06
325.4;3.46258E-06
325.6;6.27769E-06
325.8;1.89191E-05
326;0.000259657
326.2;4.39137E-05
326.4;1.14288E-05
326.6;6.48784E-06
326.8;5.49161E-06
327;6.35916E-06
327.2;1.03039E-05
327.4;2.7663E-05
327.6;0.00028721
327.8;0.000149383
328;3.08816E-05
328.2;1.71199E-05
328.4;1.4696E-05
328.6;1.74783E-05
328.8;2.98813E-05
329;9.82426E-05
329.2;0.002344229
329.4;7.93963E-05
329.6;2.10184E-05
329.8;1.02306E-05
330;6.72357E-06
330.2;5.42625E-06
330.4;5.17965E-06
330.6;5.77032E-06
330.8;7.52142E-06
331;1.17004E-05
331.2;2.29774E-05
331.4;6.6973E-05
331.6;0.000556801
331.8;0.000522035
332;9.56533E-05
332.2;4.7457E-05
332.4;3.66522E-05
332.6;4.01421E-05
332.8;6.70348E-05
333;0.000240381
333.2;0.000409072
333.4;6.03671E-05
333.6;2.22024E-05
333.8;1.29062E-05
334;1.00369E-05
334.2;9.86507E-06
334.4;1.21451E-05
334.6;1.92531E-05
334.8;4.27957E-05
335;0.000157979
335.2;0.000386901
335.4;0.000151078
335.6;8.39847E-05
335.8;7.24603E-05
336;8.75185E-05
336.2;0.000146926
336.4;0.000384503
336.6;0.002067759
336.8;0.000794694
337;0.00016323
337.2;5.73456E-05
337.4;2.65461E-05
337.6;1.49486E-05
337.8;9.9426E-06
338;7.70903E-06
338.2;6.93585E-06
338.4;7.2711E-06
338.6;9.01986E-06
338.8;1.37309E-05
339;2.79126E-05
339.2;9.66496E-05
339.4;0.001957041
339.6;0.000292213
339.8;8.22432E-05
340;4.94311E-05
340.2;4.06163E-05
340.4;3.87347E-05
340.6;3.91201E-05
340.8;4.09261E-05
341;4.67412E-05
341.2;6.50429E-05
341.4;0.000133537
341.6;0.00063314
341.8;0.000436214
342;8.51138E-05
342.2;3.66606E-05
342.4;2.37411E-05
342.6;2.04033E-05
342.8;2.25113E-05
343;3.25912E-05
343.2;6.85962E-05
343.4;0.00030761
343.6;0.00445041
343.8;0.000252522
344;0.000103705
344.2;7.89951E-05
344.4;8.85727E-05
344.6;0.000142758
344.8;0.000378094
345;0.003661845
345.2;0.002886689
345.4;0.000398474
345.6;0.000149451
345.8;7.43361E-05
346;4.41774E-05
346.2;3.12392E-05
346.4;2.68225E-05
346.6;2.91541E-05
346.8;4.432E-05
347;0.00013128
347.2;0.007582283
347.4;8.931E-05
347.6;2.17821E-05
347.8;1.01042E-05
348;6.43873E-06
348.2;5.09565E-06
348.4;4.80839E-06
348.6;5.31986E-06
348.8;6.85173E-06
349;1.02023E-05
349.2;1.71159E-05
349.4;3.0137E-05
349.6;5.16892E-05
349.8;9.80618E-05
350;0.000396369
350.2;0.000932825
350.4;5.92789E-05
350.6;1.6661E-05
350.8;7.61202E-06
351;4.58247E-06
351.2;3.36124E-06
351.4;2.90068E-06
351.6;2.89601E-06
351.8;3.3335E-06
352;4.44631E-06
352.2;6.99359E-06
352.4;1.34184E-05
352.6;3.35506E-05
352.8;0.000126125
353;0.001026597
353.2;0.004684896
353.4;0.001736601
353.6;0.000729794
353.8;0.000253688
354;0.000114762
354.2;7.17794E-05
354.4;5.97173E-05
354.6;6.4998E-05
354.8;9.47109E-05
355;0.000203845
355.2;0.000931322
355.4;0.038080268
355.6;0.001092949
355.8;0.000405695
356;0.000226308
356.2;0.000134122
356.4;8.75387E-05
356.6;7.29122E-05
356.8;9.45148E-05
357;0.000372306
357.2;0.000327944
357.4;2.38122E-05
357.6;6.12491E-06
357.8;2.44794E-06
358;1.25893E-06
358.2;7.7464E-07
358.4;5.50301E-07
358.6;4.43507E-07
358.8;4.02254E-07
359;4.10488E-07
359.2;4.75116E-07
359.4;6.35331E-07
359.6;1.02188E-06
359.8;2.1682E-06
360;8.04081E-06
360.2;0.000294849
360.4;1.42824E-05
360.6;3.80452E-06
360.8;1.89977E-06
361;1.19289E-06
361.2;8.26418E-07
361.4;6.00206E-07
361.6;4.52585E-07
361.8;3.57602E-07
362;2.99916E-07
362.2;2.70209E-07
362.4;2.64667E-07
362.6;2.86946E-07
362.8;3.55468E-07
363;5.40008E-07
363.2;1.21983E-06
363.4;1.06537E-05
363.6;4.48745E-06
363.8;5.28567E-07
364;1.72108E-07
364.2;7.99098E-08
364.4;4.52064E-08
364.6;2.93359E-08
364.8;2.1208E-08
365;1.68422E-08
365.2;1.45881E-08
365.4;1.37658E-08
365.6;1.41906E-08
365.8;1.61176E-08
366;2.05258E-08
366.2;3.02901E-08
366.4;5.55137E-08
366.6;1.5195E-07
366.8;1.46555E-06
367;1.14657E-06
367.2;1.6099E-07
367.4;6.8612E-08
367.6;4.29932E-08
367.8;3.36512E-08
368;3.10384E-08
368.2;3.31131E-08
368.4;4.10582E-08
368.6;6.12209E-08
368.8;1.20448E-07
369;4.25794E-07
369.2;3.1492E-05
369.4;4.89215E-07
369.6;1.23197E-07
369.8;5.83579E-08
370;3.64754E-08
370.2;2.69712E-08
370.4;2.25113E-08
370.6;2.07157E-08
370.8;2.07683E-08
371;2.25684E-08
371.2;2.65766E-08
371.4;3.40643E-08
371.6;4.79954E-08
371.8;7.56136E-08
372;1.37594E-07
372.2;3.08177E-07
372.4;9.94718E-07
372.6;8.76193E-06
372.8;3.15864E-05
373;3.62744E-06
373.2;1.91514E-06
373.4;1.59038E-06
373.6;1.6819E-06
373.8;2.04833E-06
374;2.62603E-06
374.2;3.25237E-06
374.4;3.79315E-06
374.6;4.42894E-06
374.8;5.69508E-06
375;8.81455E-06
375.2;1.83147E-05
375.4;6.50429E-05
375.6;0.001319168
375.8;0.000505708
376;0.000130918
376.2;7.60852E-05
376.4;4.24131E-05
376.6;2.14734E-05
376.8;1.26882E-05
377;1.01368E-05
377.2;1.27968E-05
377.4;4.8317E-05
377.6;6.85173E-05
377.8;3.62243E-06
378;8.71365E-07
378.2;3.30522E-07
378.4;1.60953E-07
378.6;9.31537E-08
378.8;6.18016E-08
379;4.61743E-08
379.2;3.86011E-08
379.4;3.61993E-08
379.6;3.861E-08
379.8;4.84061E-08
380;7.69485E-08
380.2;1.92664E-07
380.4;2.71706E-06
380.6;5.46261E-07
380.8;8.2054E-08
381;3.07539E-08
381.2;1.61771E-08
381.4;1.03205E-08
381.6;7.52662E-09
381.8;6.09397E-09
382;5.39386E-09
382.2;5.18084E-09
382.4;5.38394E-09
382.6;6.06457E-09
382.8;7.4559E-09
383;1.01531E-08
383.2;1.57725E-08
383.4;2.9744E-08
383.6;8.01493E-08
383.8;6.36502E-07
384;1.05148E-06
384.2;1.04906E-07
384.4;3.90211E-08
384.6;2.11154E-08
384.8;1.37373E-08
385;1.00138E-08
385.2;7.92866E-09
385.4;6.72512E-09
385.6;6.08555E-09
385.8;5.88844E-09
386;6.13621E-09
386.2;6.98072E-09
386.4;8.87565E-09
386.6;1.31795E-08
386.8;2.51768E-08
387;8.29278E-08
387.2;7.8886E-06
387.4;1.14025E-07
387.6;2.5633E-08
387.8;1.14446E-08
388;6.83597E-09
388.2;4.8708E-09
388.4;3.94639E-09
388.6;3.55713E-09
388.8;3.53509E-09
389;3.87436E-09
389.2;4.72716E-09
389.4;6.56901E-09
389.6;1.09194E-08
389.8;2.44963E-08
390;1.13136E-07
390.2;5.49921E-06
390.4;7.40116E-08
390.6;2.24492E-08
390.8;1.16413E-08
391;7.76784E-09
391.2;6.07575E-09
391.4;5.34811E-09
391.6;5.19637E-09
391.8;5.52713E-09
392;6.42984E-09
392.2;8.23759E-09
392.4;1.18141E-08
392.6;1.96426E-08
392.8;4.08131E-08
393;1.30647E-07
393.2;2.02955E-06
393.4;7.46277E-07
393.6;1.35519E-07
393.8;6.48336E-08
394;4.4157E-08
394.2;3.69403E-08
394.4;3.59253E-08
394.6;3.97741E-08
394.8;5.00726E-08
395;7.28786E-08
395.2;1.28558E-07
395.4;3.09956E-07
395.6;1.58489E-06
395.8;3.90931E-05
396;9.98619E-07
396.2;3.46178E-07
396.4;2.01604E-07
396.6;1.51356E-07
396.8;1.34215E-07
397;1.35519E-07
397.2;1.53532E-07
397.4;1.94805E-07
397.6;2.80092E-07
397.8;4.70219E-07
398;9.89236E-07
398.2;3.1703E-06
398.4;4.24424E-05
398.6;2.42103E-05
398.8;4.18408E-06
399;2.04033E-06
399.2;1.4312E-06
399.4;1.23197E-06
399.6;1.22377E-06
399.8;1.36301E-06
400;1.68035E-06
400.2;2.28034E-06
400.4;3.43558E-06
400.6;5.89251E-06
400.8;1.22603E-05
401;3.7145E-05
401.2;0.000392374
401.4;0.000244794
401.6;3.72306E-05
401.8;1.52581E-05
402;8.81252E-06
402.2;6.16027E-06
402.4;4.92833E-06
402.6;4.41266E-06
402.8;4.38935E-06
403;4.87192E-06
403.2;6.12915E-06
403.4;9.05941E-06
403.6;1.70648E-05
403.8;5.17607E-05
404;0.000905316
404.2;0.000135613
404.4;2.80867E-05
404.6;1.28086E-05
404.8;8.07235E-06
405;6.18016E-06
405.2;5.46638E-06
405.4;5.4689E-06
405.6;6.16311E-06
405.8;7.89587E-06
406;1.18359E-05
406.2;2.22382E-05
406.4;6.30522E-05
406.6;0.000589386
406.8;0.000326137
407;5.92516E-05
407.2;2.66747E-05
407.4;1.71356E-05
407.6;1.35706E-05
407.8;1.25372E-05
408;1.32343E-05
408.2;1.59441E-05
408.4;2.23203E-05
408.6;3.81417E-05
408.8;9.01986E-05
409;0.000441774
409.2;0.001215346
409.4;0.00016615
409.6;6.3797E-05
409.8;3.7222E-05
410;2.72709E-05
410.2;2.33346E-05
410.4;2.25892E-05
410.6;2.44231E-05
410.8;2.94578E-05
411;4.00774E-05
411.2;6.32412E-05
411.4;0.000123282
411.6;0.000349945
411.8;0.002662564
412;0.002813844
412.2;0.00048854
412.4;0.000221462
412.6;0.000145111
412.8;0.000116842
413;0.000108318
413.2;0.000111609
413.4;0.000124825
413.6;0.000147809
413.8;0.000179721
414;0.000215774
414.2;0.000247514
414.4;0.000269898
414.6;0.000287541
414.8;0.00031232
415;0.000360164
415.2;0.000456037
415.4;0.000654485
415.6;0.001084177
415.8;0.001857804
416;0.001966075
416.2;0.001116349
416.4;0.000599929
416.6;0.000370937
416.8;0.000264058
417;0.000211885
417.2;0.000188756
417.4;0.000185439
417.6;0.000200909
417.8;0.000241991
418;0.00033037
418.2;0.000529907
418.4;0.001056818
418.6;0.002518837
418.8;0.002851675
419;0.001224334
419.2;0.000587625
419.4;0.000353265
419.6;0.000251131
419.8;0.000202628
420;0.000181426
420.2;0.00017832
420.4;0.000191734
420.6;0.00022636
420.8;0.000297098
421;0.0004432
421.2;0.000778933
421.4;0.001641345
421.6;0.0030137
421.8;0.002109599
422;0.001016717
422.2;0.000572137
422.4;0.000381593
422.6;0.000289935
422.8;0.000243669
423;0.000222177
423.2;0.00021692
423.4;0.000224337
423.6;0.000242885
423.8;0.000271144
424;0.000305
424.2;0.000334888
424.4;0.000347136
424.6;0.000333503
424.8;0.000299364
425;0.00025781
425.2;0.000218978
425.4;0.000186724
425.6;0.00016125
425.8;0.000141189
426;0.000125026
426.2;0.000111404
426.4;9.94031E-05
426.6;8.83894E-05
426.8;7.81448E-05
427;6.86278E-05
427.2;5.99929E-05
427.4;5.23239E-05
427.6;4.57088E-05
427.8;4.01236E-05
428;3.54732E-05
428.2;3.16446E-05
428.4;2.85167E-05
428.6;2.59597E-05
428.8;2.38506E-05
429;2.20953E-05
429.2;2.0611E-05
429.4;1.93286E-05
429.6;1.82012E-05
429.8;1.72028E-05
430;1.63155E-05
430.2;1.5531E-05
430.4;1.48559E-05
430.6;1.42955E-05
430.8;1.38548E-05
431;1.35363E-05
431.2;1.33291E-05
431.4;1.3219E-05
431.6;1.31704E-05
431.8;1.31401E-05
432;1.30677E-05
432.2;1.28914E-05
432.4;1.25632E-05
432.6;1.20642E-05
432.8;1.14235E-05
433;1.06905E-05
433.2;9.93802E-06
433.4;9.22784E-06
433.6;8.60003E-06
433.8;8.07793E-06
434;7.67008E-06
434.2;7.36885E-06
434.4;7.16638E-06
434.6;7.04369E-06
434.8;6.98393E-06
435;6.96466E-06
435.2;6.96145E-06
435.4;6.95505E-06
435.6;6.93107E-06
435.8;6.88494E-06
436;6.82339E-06
436.2;6.76083E-06
436.4;6.71893E-06
436.6;6.72357E-06
436.8;6.79829E-06
437;6.96787E-06
437.2;7.25605E-06
437.4;7.68776E-06
437.6;8.29278E-06
437.8;9.09494E-06
438;1.01251E-05
438.2;1.13894E-05
438.4;1.28736E-05
438.6;1.44577E-05
438.8;1.60029E-05
439;1.737E-05
439.2;1.84204E-05
439.4;1.90985E-05
439.6;1.94626E-05
439.8;1.96517E-05
440;1.98016E-05
440.2;2.00401E-05
440.4;2.04362E-05
440.6;2.10329E-05
440.8;2.18172E-05
441;2.27405E-05
441.2;2.37356E-05
441.4;2.47059E-05
441.6;2.55741E-05
441.8;2.62845E-05
442;2.68473E-05
442.2;2.73338E-05
442.4;2.7842E-05
442.6;2.84839E-05
442.8;2.939E-05
443;3.06549E-05
443.2;3.23668E-05
443.4;3.45939E-05
443.6;3.73594E-05
443.8;4.0635E-05
444;4.43404E-05
444.2;4.82836E-05
444.4;5.21915E-05
444.6;5.57956E-05
444.8;5.88437E-05
445;6.1235E-05
445.2;6.30086E-05
445.4;6.43132E-05
445.6;6.53582E-05
445.8;6.63132E-05
446;6.72977E-05
446.2;6.83439E-05
446.4;6.94864E-05
446.6;7.06155E-05
446.8;7.16473E-05
447;7.2477E-05
447.2;7.30298E-05
447.4;7.31981E-05
447.6;7.29625E-05
447.8;7.23103E-05
448;7.12361E-05
448.2;6.97911E-05
448.4;6.80299E-05
448.6;6.60389E-05
448.8;6.38852E-05
449;6.16737E-05
449.2;5.9484E-05
449.4;5.74381E-05
449.6;5.55776E-05
449.8;5.39635E-05
450;5.26502E-05
450.2;5.16179E-05
450.4;5.08745E-05
450.6;5.03965E-05
450.8;5.01418E-05
