Wavelength (nm);Optical Density;% Transmission
1099;5,7357275;0,000183769
1100;5,760729;0,000173489
1101;5,7383582;0,000182659
1102;5,5974562;0,000252664
1103;5,4891906;0,000324197
1104;5,569627;0,000269385
1105;5,5194446;0,000302382
1106;5,5194446;0,000302382
1107;5,5574082;0,000277071
1108;5,4531498;0,000352249
1109;5,4926704;0,00032161
1110;5,3178425;0,000481014
1111;5,2715375;0,000535134
1112;5,3601348;0,00043638
1113;5,3309366;0,000466728
1114;5,3629502;0,000433561
1115;5,3261362;0,000471915
1116;5,3261362;0,000471915
1117;5,3421538;0,000454827
1118;5,5122526;0,000307431
1119;5,5227052;0,00030012
1120;5,5939596;0,000254707
1121;5,6014918;0,000250327
1122;5,615228167;0,000242534
1123;5,6772005;0,000210281
1124;5,499637;0,000316492
1125;5,4919468;0,000322146
1126;5,5618492;0,000274253
1127;5,5534116;0,000279633
1128;5,619425;0,000240201
1129;5,5496592;0,00028206
1130;5,753945833;0,00017622
1131;5,7865705;0,000163467
1132;5,686197;0,00020597
1133;5,7040276;0,000197684
1134;5,6870292;0,000205575
1135;5,688524;0,000204869
1136;5,41681025;0,000382992
1137;5,36042575;0,000436088
1138;5,4881768;0,000324955
1139;5,4652752;0,000342551
1140;5,34934775;0,000447355
1141;5,391552;0,000405927
1142;5,4604092;0,00034641
1143;5,4729448;0,000336554
1144;5,34138575;0,000455632
1145;5,43941225;0,00036357
1146;5,43941225;0,00036357
1147;5,35256975;0,000444048
1148;5,224813667;0,000595918
1149;5,174674667;0,000668845
1150;5,174674667;0,000668845
1151;5,070958;0,000849263
1152;5,1231715;0,000753058
1153;5,14306175;0,000719347
1154;5,1952972;0,000637827
1155;5,211457;0,00061453
1156;5,211457;0,00061453
1157;5,2428678;0,000571653
1158;5,23363175;0,00058394
1159;5,27247675;0,000533978
1160;5,228556;0,000590805
1161;5,489567;0,000323916
1162;5,489567;0,000323916
1163;5,536306;0,000290867
1164;5,548336;0,00028292
1165;5,49907075;0,000316905
1166;5,49907075;0,000316905
1167;5,306932;0,000493251
1168;5,5342472;0,000292249
1169;5,5215468;0,000300921
1170;5,505827;0,000312013
1171;5,57647875;0,000265168
1172;5,57647875;0,000265168
1173;5,736666333;0,000183372
1174;5,3832455;0,000413766
1175;5,356528;0,00044002
1176;5,603454;0,000249199
1177;5,5278095;0,000296613
1178;5,5278095;0,000296613
1179;5,5278095;0,000296613
1180;5,62188;0,000238847
1181;5,51248575;0,000307266
1182;5,399854333;0,000398241
1183;5,560907;0,000274848
1184;5,83668425;0,000145652
1185;5,7141828;0,000193116
1186;5,69022325;0,000204069
1187;5,6972435;0,000200797
1188;5,6950394;0,000201818
1189;5,5623878;0,000273913
1190;5,2859906;0,000517618
1191;5,301444;0,000499524
1192;5,301444;0,000499524
1193;5,25963875;0,000549998
1194;5,117444;0,000763055
1195;5,257132;0,000553182
1196;5,244683;0,000569268
1197;5,260656;0,000548711
1198;5,2872505;0,000516119
1199;5,292602;0,000509798
1200;5,367034;0,000429503
1159;6,264920732;0,543349495
1160;6,296472812;0,005052743
1160;6,353077042;0,443529957
1161;6,32858766;0,004692587
1161;6,374947932;0,421747064
1162;6,189610523;0,006462335
1162;6,231949789;0,586205935
1163;6,320228749;0,004783781
1163;6,086829201;0,818786736
1164;6,16812503;0,006790081
1164;6,12202564;0,75504765
1165;6,181342979;0,006586535
1165;6,055877652;0,879270187
1166;5,956554977;0,011052106
1166;5,866683625;1,359303312
1167;5,963181783;0,010884744
1167;5,834154278;1,465027314
1168;5,81059688;0,015466894
1168;5,661482446;2,180306522
1169;5,962349981;0,010905611
1169;5,805335465;1,56554132
1170;5,945431761;0,01133883
1170;5,932013496;1,16946305
1171;6,128782968;0,007433905
1171;5,762775727;1,72672936
1172;6,063514198;0,008639444
1172;5,669938298;2,13826586
1173;6,12130734;0,007562975
1173;5,802116202;1,577189213
1174;5,945781972;0,01132969
1174;5,789205564;1,624779518
1175;6,095326367;0,008029225
1175;5,926275432;1,185016966
1176;6,118612354;0,007610052
1176;5,933142596;1,166426569
1177;6,116821419;0,007641499
1177;5,943400667;1,139198312
1178;5,928279069;0,011795624
1178;6,081738719;0,828440421
1179;5,927830396;0,011807817
1179;6,301759377;0,499160973
1180;5,86513011;0,013641744
1180;6,166499188;0,681554849
1181;6,040252825;0,009114801
1181;6,213802927;0,611219319
1182;5,857103715;0,013896207
1182;6,057364346;0,876265381
1183;5,862119101;0,013736652
1183;5,939157162;1,150384015
1184;5,836412027;0,014574309
1184;5,777247061;1,670140237
1185;6,004277637;0,009901987
1185;5,780749522;1,6567252
1186;5,814369795;0,015333108
1186;5,582384292;2,615867294
1187;5,865647509;0,013625501
1187;5,719153902;1,90917658
1188;5,692685795;0,020291502
1188;5,499041123;3,169267354
1189;5,829466821;0,014809254
1189;5,638398007;2,299333639
1190;5,614173919;0,024312302
1190;5,607312293;2,469947415
1191;5,525405208;0,029825985
1191;5,714260964;1,930807762
1192;5,427407741;0,037375952
1192;5,562680308;2,737282949
1193;5,532610455;0,029335233
1193;5,695211354;2,017384344
1194;5,643849001;0,022706542
1194;5,566174458;2,71534828
1195;5,782831995;0,016488001
1195;5,671728458;2,129470076
1196;5,785528252;0,016385955
1196;5,548876146;2,825685703
1197;5,856525538;0,01391472
1197;5,61981286;2,399866812
1198;6,12962896;0,007419439
1198;5,744599;1,800532646
1199;6,068455984;0,008541694
1199;5,197585;6,344757094
1200;5,524754;0,029870741
1200;5,752641;1,767498281
