Wavelength (nm);% Transmission
480;0.00037
481;0.00052
482;0.00017
483;0.00005
484;0.00002
485;0.00001
486;0.00001
487;0.00001
488;0.00001
489;0
490;0
491;0
492;0
493;0
494;0
495;0
496;0
497;0
498;0
499;0
500;0
501;0
502;0
503;0.00001
504;0.00001
505;0.00001
506;0.00002
507;0.00005
508;0.00019
509;0.00451
510;0.00041
511;0.00014
512;0.00008
513;0.00005
514;0.00004
515;0.00003
516;0.00003
517;0.00004
518;0.00005
519;0.0001
520;0.00025
521;0.001
522;0.00203
523;0.00059
524;0.00021
525;0.0001
526;0.00007
527;0.00005
528;0.00005
529;0.00005
530;0.00006
531;0.00006
532;0.00006
533;0.00005
534;0.00005
535;0.00007
536;0.0001
537;0.00017
538;0.0004
539;0.00106
540;0.0016
541;0.0011
542;0.00064
543;0.00039
544;0.00026
545;0.0002
546;0.00018
547;0.0002
548;0.00024
549;0.00032
550;0.00039
551;0.00042
552;0.00041
553;0.00042
554;0.00045
555;0.00046
556;0.00043
557;0.00037
558;0.00033
559;0.00033
560;0.00035
561;0.00038
562;0.00039
563;0.00035
564;0.00031
565;0.0003
566;0.00033
567;0.00041
568;0.00053
569;0.00064
570;0.00064
571;0.00057
572;0.00054
573;0.00057
574;0.00068
575;0.00091
576;0.00122
577;0.00139
578;0.00129
579;0.00123
580;0.00148
581;0.00143
582;0.00064
583;0.00033
584;0.00026
585;0.00027
586;0.0001
587;0.00002
588;0.00001
589;0
590;0
591;0
592;0
593;0
594;0
595;0
596;0
597;0
598;0
599;0
600;0
601;0
602;0
603;0
604;0
605;0
606;0
607;0
608;0
609;0
610;0
611;0
612;0
613;0
614;0
615;0
616;0
617;0.00002
618;0
619;0
620;0
621;0
622;0
623;0
624;0
625;0.00001
626;0.00004
627;0.00016
628;0.00004
629;0.00002
630;0.00001
631;0.00001
632;0.00002
633;0.00004
634;0.00009
635;0.00027
636;0.00098
637;0.00225
638;0.00139
639;0.00059
640;0.0003
641;0.00018
642;0.00013
643;0.00012
644;0.00012
645;0.00013
646;0.00017
647;0.00022
648;0.00032
649;0.00047
650;0.0007
651;0.00105
652;0.00167
653;0.0026
654;0.00234
655;0.00106
656;0.00047
657;0.00024
658;0.00015
659;0.0001
660;0.00008
661;0.00007
662;0.00006
663;0.00006
664;0.00007
665;0.00008
666;0.00011
667;0.00016
668;0.00025
669;0.00045
670;0.00089
671;0.00181
672;0.0034
673;0.00523
674;0.00519
675;0.00262
676;0.00109
677;0.00052
678;0.00029
679;0.00019
680;0.00014
681;0.00012
682;0.00011
683;0.00011
684;0.00012
685;0.00015
686;0.00022
687;0.0004
688;0.00098
689;0.00235
690;0.00124
691;0.00046
692;0.00022
693;0.00013
694;0.00008
695;0.00006
696;0.00004
697;0.00003
698;0.00002
699;0.00002
700;0.00002
701;0.00001
702;0.00001
703;0.00001
704;0.00001
705;0.00001
706;0.00001
707;0.00001
708;0.00001
709;0.00001
710;0.00001
711;0.00001
712;0
713;0
714;0
715;0
716;0
717;0
718;0
719;0
720;0
721;0
722;0
723;0
724;0
725;0
726;0
727;0
728;0
729;0
730;0
731;0
732;0.00001
733;0.00001
734;0.00001
735;0.00001
736;0.00001
737;0.00002
738;0.00003
739;0.00004
740;0.00005
741;0.00006
742;0.00007
743;0.00008
744;0.0001
745;0.00011
746;0.00013
747;0.00016
748;0.00022
749;0.00034
750;0.00058
751;0.00109
752;0.00162
753;0.00119
754;0.00066
755;0.0004
756;0.00027
757;0.00021
758;0.00017
759;0.00016
760;0.00015
761;0.00016
762;0.00017
763;0.0002
764;0.00023
765;0.00029
766;0.00037
767;0.00045
768;0.00052
769;0.00054
770;0.00052
771;0.00047
772;0.00044
773;0.00042
774;0.00043
775;0.00046
776;0.00052
777;0.00062
778;0.00077
779;0.00092
780;0.00098
781;0.00085
782;0.00061
783;0.0004
784;0.00026
785;0.00017
786;0.00012
787;0.00008
788;0.00007
789;0.00005
790;0.00005
791;0.00004
792;0.00004
793;0.00004
794;0.00005
795;0.00006
796;0.00007
797;0.00009
798;0.00012
799;0.00015
800;0.00017
801;0.00018
802;0.00017
803;0.00016
804;0.00014
805;0.00012
806;0.00009
807;0.00007
808;0.00004
809;0.00003
810;0.00002
811;0.00002
812;0.00001
813;0.00001
814;0.00001
815;0.00001
816;0.00001
817;0.00001
818;0.00002
819;0.00002
820;0.00002
821;0.00003
822;0.00003
823;0.00003
824;0.00003
825;0.00003
826;0.00003
827;0.00003
828;0.00002
829;0.00002
830;0.00002
831;0.00002
832;0.00002
833;0.00002
834;0.00002
835;0.00003
836;0.00004
837;0.00006
838;0.00008
839;0.00011
840;0.00013
841;0.00013
842;0.00012
843;0.00011
844;0.0001
845;0.00009
846;0.00009
847;0.00009
848;0.00009
849;0.00009
850;0.00011
851;0.00012
852;0.00014
853;0.00017
854;0.00018
855;0.00019
856;0.00019
857;0.00018
858;0.00018
859;0.00019
860;0.00021
861;0.00024
862;0.0003
863;0.00041
864;0.0006
865;0.00097
866;0.00177
867;0.00381
868;0.00843
869;0.00943
870;0.00522
871;0.00297
872;0.00199
873;0.00155
874;0.00135
875;0.00131
876;0.0014
877;0.00167
878;0.00222
879;0.00337
880;0.00586
881;0.01008
882;0.01041
883;0.0063
884;0.00371
885;0.00252
886;0.00199
887;0.0018
888;0.00187
889;0.00222
890;0.00282
891;0.00285
892;0.00168
893;0.00077
894;0.00037
895;0.0002
896;0.00011
897;0.00007
898;0.00005
899;0.00003
900;0.00002
901;0.00002
902;0.00001
903;0.00001
904;0.00001
905;0.00001
906;0.00001
907;0.00001
908;0.00001
909;0.00001
910;0.00001
911;0.00001
912;0.00001
913;0.00001
914;0.00001
915;0.00001
916;0.00001
917;0.00001
918;0.00001
919;0.00001
920;0.00001
921;0.00001
922;0
923;0
924;0
925;0
926;0
927;0
928;0
929;0
930;0
931;0
932;0
933;0
934;0
935;0
936;0
937;0
938;0
939;0
940;0
941;0
942;0
943;0
944;0
945;0
946;0
947;0
948;0
949;0
950;0
951;0
952;0
953;0
954;0
955;0
956;0
957;0
958;0
959;0
960;0
961;0
962;0
963;0
964;0
965;0
966;0
967;0
968;0
969;0
970;0
971;0
972;0
973;0
974;0
975;0.00001
976;0.00001
977;0.00001
978;0.00001
979;0.00001
980;0.00002
981;0.00002
982;0.00003
983;0.00004
984;0.00005
985;0.00007
986;0.00009
987;0.00012
988;0.00016
989;0.0002
990;0.00026
991;0.00033
992;0.00042
993;0.00052
994;0.00063
995;0.00075
996;0.00083
997;0.00087
998;0.00085
999;0.00079
1000;0.00071
1001;0.00064
1002;0.00058
1003;0.00052
1004;0.00049
1005;0.00046
1006;0.00044
1007;0.00044
1008;0.00044
1009;0.00044
1010;0.00046
1011;0.00048
1012;0.00051
1013;0.00055
1014;0.00058
1015;0.00062
1016;0.00066
1017;0.00069
1018;0.0007
1019;0.00071
1020;0.0007
1021;0.00069
1022;0.00067
1023;0.00065
1024;0.00063
1025;0.00062
1026;0.00062
1027;0.00062
1028;0.00063
1029;0.00066
1030;0.0007
1031;0.00075
1032;0.00083
1033;0.00094
1034;0.00109
1035;0.00129
1036;0.00156
1037;0.00195
1038;0.00249
1039;0.00328
1040;0.0044
1041;0.00603
1042;0.00834
1043;0.01147
1044;0.01534
1045;0.01939
1046;0.02247
1047;0.0234
1048;0.0218
1049;0.01839
1050;0.01444
1051;0.01087
1052;0.00806
1053;0.006
1054;0.00454
1055;0.00352
1056;0.0028
1057;0.0023
1058;0.00194
1059;0.00169
1060;0.00151
1061;0.0014
1062;0.00133
1063;0.00131
1064;0.00134
1065;0.00142
1066;0.00156
1067;0.00179
1068;0.00218
1069;0.00282
1070;0.00392
1071;0.0059
1072;0.0093
1073;0.01272
1074;0.01112
1075;0.00683
1076;0.004
1077;0.0025
1078;0.00169
1079;0.00123
1080;0.00094
1081;0.00076
1082;0.00063
1083;0.00055
1084;0.00049
1085;0.00045
1086;0.00043
1087;0.00041
1088;0.00041
1089;0.00041
1090;0.00042
1091;0.00044
1092;0.00046
1093;0.00048
1094;0.00049
1095;0.0005
1096;0.00049
1097;0.00047
1098;0.00043
1099;0.00038
1100;0.00033
1101;0.00028
1102;0.00024
1103;0.00021
1104;0.00018
1105;0.00016
1106;0.00014
1107;0.00013
1108;0.00012
1109;0.00011
1110;0.0001
1111;0.0001
1112;0.00009
1113;0.00009
1114;0.00009
1115;0.00009
1116;0.00009
1117;0.0001
1118;0.0001
1119;0.00011
1120;0.00012
1121;0.00013
1122;0.00014
1123;0.00016
1124;0.00019
1125;0.00022
1126;0.00026
1127;0.00032
1128;0.0004
1129;0.00051
1130;0.00069
1131;0.00096
1132;0.00141
1133;0.0022
1134;0.00374
1135;0.00685
1136;0.01226
1137;0.01525
1138;0.01122
1139;0.00696
1140;0.00453
1141;0.0032
1142;0.00242
1143;0.00194
1144;0.00162
1145;0.00141
1146;0.00125
1147;0.00115
1148;0.00107
1149;0.00101
1150;0.00097
1151;0.00095
1152;0.00094
1153;0.00093
1154;0.00094
1155;0.00096
1156;0.00098
1157;0.00101
1158;0.00106
1159;0.00111
1160;0.00118
1161;0.00127
1162;0.00138
1163;0.00151
1164;0.00167
1165;0.00188
1166;0.00213
1167;0.00245
1168;0.00285
1169;0.00335
1170;0.00395
1171;0.00467
1172;0.00545
1173;0.00622
1174;0.00684
1175;0.00717
1176;0.00714
1177;0.00678
1178;0.00623
1179;0.00561
1180;0.00502
1181;0.0045
1182;0.00407
1183;0.00372
1184;0.00344
1185;0.00323
1186;0.00306
1187;0.00295
1188;0.00287
1189;0.00282
1190;0.0028
1191;0.0028
1192;0.00282
1193;0.00284
1194;0.00287
1195;0.00289
1196;0.0029
1197;0.0029
1198;0.00287
1199;0.00281
1200;0.00273
