Wavelength (nm);P-Polarized;S-Polarized;;;
566;55,65299606;51,05958557;;;
567;55,61772537;51,0540657;;;
568;55,59494019;51,04359055;;;
569;55,57632446;51,01987076;;;
570;55,54175568;50,97836685;;;
571;55,51168823;50,93301773;;;
572;55,48009491;50,89303207;;;
573;55,4407959;50,8471756;;;
574;55,40403366;50,8307991;;;
575;55,37571335;50,82548904;;;
576;55,34876633;50,85502243;;;
577;55,31901932;50,8700676;;;
578;55,28931046;50,89969635;;;
579;55,26856232;50,93048859;;;
580;55,26019287;50,98622131;;;
581;55,23661041;51,00488281;;;
582;55,21110916;51,02072525;;;
583;55,18585968;51,01440811;;;
584;55,15909958;50,98283768;;;
585;55,12947083;50,964077;;;
586;55,0938797;50,90880966;;;
587;55,05533218;50,86097717;;;
588;55,01895523;50,80268097;;;
589;54,98180008;50,7635231;;;
590;54,94952774;50,73122025;;;
591;54,91257858;50,72836685;;;
592;54,88348007;50,74213409;;;
593;54,85031891;50,78748322;;;
594;54,81618118;50,81458664;;;
595;54,79004669;50,86933136;;;
596;54,7702446;50,91736603;;;
597;54,74187851;50,96763992;;;
598;54,71372223;51,00507355;;;
599;54,68682098;50,99079514;;;
600;54,65188599;50,98256683;;;
601;54,62105942;50,93798065;;;
602;54,5812149;50,90427399;;;
603;54,54545593;50,82297897;;;
604;54,50482559;50,74850464;;;
605;54,46403122;50,68680573;;;
606;54,42994308;50,63663483;;;
607;54,38493729;50,61271667;;;
608;54,34937668;50,58436966;;;
609;54,30841446;50,59382629;;;
610;54,26818848;50,6336441;;;
611;54,24236679;50,6856041;;;
612;54,21245193;50,75148392;;;
613;54,17837143;50,7987442;;;
614;54,14311218;50,83805847;;;
615;54,11631012;50,88825226;;;
616;54,07900238;50,89783859;;;
617;54,04924774;50,89360046;;;
618;54,0086937;50,84821701;;;
619;53,96817398;50,78106689;;;
620;53,92773819;50,71665192;;;
621;53,88319397;50,63999557;;;
622;53,83333588;50,54264832;;;
623;53,78725433;50,45929337;;;
624;53,74272156;50,39681244;;;
625;53,69340897;50,35342026;;;
626;53,64910507;50,31251907;;;
627;53,61136246;50,32252502;;;
628;53,56806183;50,37576294;;;
629;53,52823639;50,40829468;;;
630;53,4919281;50,46840668;;;
631;53,45290375;50,51805115;;;
632;53,41569901;50,56571579;;;
633;53,37911224;50,60698318;;;
634;53,3370285;50,62698364;;;
635;53,29581451;50,62850189;;;
636;53,25868988;50,58995819;;;
637;53,21303177;50,51732254;;;
638;53,16637421;50,45759964;;;
639;53,12272263;50,35267258;;;
640;53,07022476;50,24515152;;;
641;53,02429962;50,15584564;;;
642;52,97185135;50,05618668;;;
643;52,92208099;50,00367737;;;
644;52,87375641;49,94305038;;;
645;52,8190155;49,89892578;;;
646;52,7694664;49,89563751;;;
647;52,73188019;49,89697266;;;
648;52,68746185;49,95033646;;;
649;52,64218521;49,96319962;;;
650;52,60273361;50,03755951;;;
651;52,56164169;50,08903122;;;
652;52,52083206;50,1268425;;;
653;52,47345734;50,15541458;;;
654;52,43199158;50,16096115;;;
655;52,39189529;50,13647842;;;
656;52,34207535;50,06912613;;;
657;52,29702759;50,00099182;;;
658;52,2458992;49,93341064;;;
659;52,19478607;49,82668686;;;
660;52,14417648;49,68492508;;;
661;52,0943222;49,5858345;;;
662;52,0370369;49,47724152;;;
663;51,98652267;49,38934708;;;
664;51,93850327;49,29362869;;;
665;51,88438416;49,2520752;;;
666;51,83714676;49,22093201;;;
667;51,78728867;49,21154785;;;
668;51,74643326;49,22824478;;;
669;51,6976738;49,27094269;;;
670;51,65686035;49,30805588;;;
671;51,611866;49,36042404;;;
672;51,5684967;49,38829803;;;
673;51,52624512;49,41270065;;;
674;51,48006821;49,42205811;;;
675;51,44010925;49,44584656;;;
676;51,39217377;49,39352798;;;
677;51,34360123;49,35848618;;;
678;51,29551315;49,2628746;;;
679;51,23960495;49,16115952;;;
680;51,19180298;49,03692627;;;
681;51,13534546;48,89296341;;;
682;51,08429718;48,77328491;;;
683;51,03038025;48,65045166;;;
684;50,97060776;48,53478622;;;
685;50,92045975;48,43418884;;;
686;50,86739349;48,33195877;;;
687;50,81304932;48,29269409;;;
688;50,75669861;48,23790741;;;
689;50,71530914;48,24263382;;;
690;50,65914154;48,2366333;;;
691;50,60777283;48,24663544;;;
692;50,55560684;48,28800201;;;
693;50,5093689;48,34117126;;;
694;50,46286011;48,3450737;;;
695;50,41539764;48,3533287;;;
696;50,35970306;48,37091827;;;
697;50,31201935;48,33253479;;;
698;50,26773834;48,31136703;;;
699;50,20883942;48,27305984;;;
700;50,15370178;48,18526459;;;
701;50,10253143;48,0617485;;;
702;50,04668808;47,94001389;;;
703;49,99137878;47,81668854;;;
704;49,93460083;47,65815735;;;
705;49,87037277;47,52285004;;;
706;49,81689453;47,39291382;;;
707;49,76054764;47,23426819;;;
708;49,69919586;47,13080978;;;
709;49,64115906;47,01176453;;;
710;49,58235931;46,9262886;;;
711;49,52237701;46,87921143;;;
712;49,46437454;46,82556915;;;
713;49,41163635;46,82064438;;;
714;49,35939789;46,83106232;;;
715;49,29704666;46,82603836;;;
716;49,24288177;46,83023453;;;
717;49,1832428;46,83723831;;;
718;49,13482285;46,86471176;;;
719;49,08566284;46,85396194;;;
720;49,01156616;46,77787399;;;
721;48,97009659;46,73104477;;;
722;48,89497757;46,67141724;;;
723;48,83774948;46,59232712;;;
724;48,7673378;46,49721909;;;
725;48,67924881;46,36889648;;;
726;48,66321564;46,24606323;;;
727;48,58358383;46,09294891;;;
728;48,53001785;45,93146515;;;
729;48,46311188;45,77723694;;;
730;48,39296722;45,61905289;;;
731;48,34138489;45,46051407;;;
732;48,24460983;45,31135941;;;
733;48,17145157;45,18061447;;;
734;48,09244537;45,0524559;;;
735;48,01616287;44,95614243;;;
736;47,95515442;44,87305832;;;
737;47,88443756;44,80636215;;;
738;47,82197571;44,75852203;;;
739;47,72452545;44,72142792;;;
740;47,67201233;44,69030762;;;
741;47,63450241;44,66786575;;;
742;47,53307343;44,64994049;;;
743;47,45979691;44,62554169;;;
744;47,3792038;44,59987259;;;
745;47,33187485;44,56812668;;;
746;47,24610901;44,50400543;;;
747;47,15164185;44,42819595;;;
748;47,08569336;44,33959198;;;
749;47,00001144;44,22694397;;;
750;46,9518013;44,10980606;;;
751;46,84365082;43,96333694;;;
752;46,77227402;43,79603195;;;
753;46,67913437;43,62393188;;;
754;46,56910706;43,44943619;;;
755;46,5129509;43,26462936;;;
756;46,4062767;43,07707214;;;
757;46,32195282;42,90170288;;;
758;46,25163269;42,72226334;;;
759;46,15822983;42,55298996;;;
760;46,04143143;42,40028;;;
761;45,95890427;42,26375198;;;
762;45,87233353;42,13740158;;;
763;45,78343964;42,03133392;;;
764;45,69392014;41,94111633;;;
765;45,61067963;41,85601425;;;
766;45,50727844;41,78639221;;;
767;45,42272949;41,72477341;;;
768;45,30875015;41,66897964;;;
769;45,21180725;41,61287308;;;
770;45,1353569;41,55824661;;;
771;45,02016068;41,48888016;;;
772;44,95256424;41,4165802;;;
773;44,84521866;41,34191132;;;
774;44,74131393;41,24065399;;;
775;44,65061951;41,13240814;;;
776;44,53001404;41,01069641;;;
777;44,41657639;40,86494446;;;
778;44,31816101;40,70923996;;;
779;44,21365356;40,53973389;;;
780;44,12434006;40,35628128;;;
781;43,99926376;40,1627388;;;
782;43,86258698;39,96790695;;;
783;43,76092148;39,76268005;;;
784;43,64451981;39,55060196;;;
785;43,52659225;39,3467865;;;
786;43,41387558;39,15211868;;;
787;43,30246735;38,95625687;;;
788;43,17390823;38,77402878;;;
789;43,06659317;38,60897446;;;
790;42,94607162;38,44257355;;;
791;42,83222198;38,28897858;;;
792;42,7215004;38,1577301;;;
793;42,60227203;38,03372574;;;
794;42,47140503;37,91103745;;;
795;42,34533691;37,81712341;;;
796;42,2436142;37,71271133;;;
797;42,13655853;37,62104797;;;
798;42,00838089;37,52838898;;;
799;41,87525177;37,43567657;;;
800;41,73843384;37,33174133;;;
801;41,62056351;37,2379837;;;
802;41,49673462;37,13490295;;;
803;41,36713791;37,00937271;;;
804;41,24855804;36,88595963;;;
805;41,11420822;36,74801254;;;
806;40,9820137;36,59765625;;;
807;40,84994507;36,44218445;;;
808;40,73877335;36,26509476;;;
809;40,59118652;36,07125092;;;
810;40,46396255;35,86748886;;;
811;40,29367065;35,67948532;;;
812;40,17622375;35,46358109;;;
813;40,0389061;35,24702454;;;
814;39,91724777;35,04349899;;;
815;39,77308273;34,821064;;;
816;39,65100479;34,6059494;;;
817;39,47961807;34,40743637;;;
818;39,33820343;34,20225143;;;
819;39,2073555;34,00742722;;;
820;39,07691574;33,83184433;;;
821;38,92950058;33,6541748;;;
822;38,79304504;33,48449326;;;
823;38,66431046;33,3333931;;;
824;38,51673126;33,18804932;;;
825;38,38525009;33,04905701;;;
826;38,24523544;32,91976166;;;
827;38,08940506;32,79440498;;;
828;37,95861816;32,67628288;;;
829;37,81892014;32,55778694;;;
830;37,69243622;32,44559288;;;
831;37,53112411;32,33017159;;;
832;37,40843964;32,20793152;;;
833;37,25680161;32,09452438;;;
834;37,11518097;31,96568298;;;
835;36,97011948;31,83370972;;;
836;36,83427811;31,69683075;;;
837;36,68639374;31,55191422;;;
838;36,54283905;31,39681244;;;
839;36,41396332;31,24040222;;;
840;36,26054382;31,06626701;;;
841;36,10467911;30,87638474;;;
842;35,95405579;30,69587708;;;
843;35,80947495;30,50591469;;;
844;35,66292572;30,30669212;;;
845;35,52946091;30,10868835;;;
846;35,37136841;29,90768623;;;
847;35,22166061;29,69756508;;;
848;35,08234787;29,50475693;;;
849;34,93776321;29,30418587;;;
850;34,79280853;29,11123085;;;
851;34,64382172;28,92536354;;;
852;34,50036621;28,74522018;;;
853;34,3574028;28,56367111;;;
854;34,20297623;28,38742447;;;
855;34,06827927;28,23081398;;;
856;33,91920853;28,0730381;;;
857;33,77531433;27,92230606;;;
858;33,65625381;27,78642845;;;
859;33,49668884;27,64498329;;;
860;33,34775162;27,50924873;;;
861;33,22598648;27,38764381;;;
862;33,07837296;27,26882172;;;
863;32,93941689;27,15612793;;;
864;32,80744553;27,04076195;;;
865;32,66786194;26,92539406;;;
866;32,5130806;26,80149078;;;
867;32,38882828;26,68671036;;;
868;32,24932861;26,56567574;;;
869;32,10453796;26,44508934;;;
870;31,97684097;26,32128143;;;
871;31,8355217;26,19269371;;;
872;31,69347382;26,05077171;;;
873;31,55711365;25,91411781;;;
874;31,42568779;25,77409172;;;
875;31,28664207;25,62590408;;;
876;31,14408112;25,47025681;;;
877;31,01247406;25,31481934;;;
878;30,87032509;25,14687729;;;
879;30,73081207;24,97750854;;;
880;30,59301758;24,82112503;;;
881;30,46190834;24,65250969;;;
882;30,32371712;24,47836876;;;
883;30,1880703;24,32126999;;;
884;30,05214691;24,14661407;;;
885;29,91551781;23,98046875;;;
886;29,78625107;23,82370758;;;
887;29,6559639;23,66900635;;;
888;29,52078629;23,51073456;;;
889;29,39643288;23,36875916;;;
890;29,27119446;23,22699928;;;
891;29,13319778;23,07864189;;;
892;29,01238251;22,95186424;;;
893;28,88671875;22,82541847;;;
894;28,76233292;22,69975281;;;
895;28,63833618;22,58116913;;;
896;28,51626968;22,46831131;;;
897;28,38851929;22,35149574;;;
898;28,26677895;22,24427414;;;
899;28,14685822;22,14053917;;;
900;28,02597046;22,03840637;;;
901;27,90724182;21,93764877;;;
902;27,79179573;21,84003448;;;
903;27,66903496;21,73873901;;;
904;27,54569435;21,63534737;;;
905;27,4331913;21,54207611;;;
906;27,32091331;21,43983459;;;
907;27,19952774;21,33751678;;;
908;27,08834839;21,2376194;;;
909;26,9622345;21,1288166;;;
910;26,84461784;21,01701355;;;
911;26,73006821;20,90923882;;;
912;26,61527824;20,79562187;;;
913;26,50231743;20,67839622;;;
914;26,38546562;20,56125069;;;
915;26,27016449;20,44193459;;;
916;26,15355682;20,3146019;;;
917;26,04263878;20,1885376;;;
918;25,93305588;20,06915855;;;
919;25,81656265;19,94077682;;;
920;25,70670509;19,81473732;;;
921;25,599617;19,69062233;;;
922;25,48392868;19,56336021;;;
923;25,37553787;19,43637466;;;
924;25,27182961;19,3204422;;;
925;25,16497612;19,20162201;;;
926;25,05709839;19,08169174;;;
927;24,95487213;18,9696312;;;
928;24,84811401;18,85389709;;;
929;24,74282837;18,74221992;;;
930;24,64365387;18,63929939;;;
931;24,54206085;18,537323;;;
932;24,44096375;18,4355793;;;
933;24,34537697;18,34099388;;;
934;24,24331093;18,24528313;;;
935;24,14459801;18,15056419;;;
936;24,04868126;18,06661224;;;
937;23,94850349;17,98157883;;;
938;23,85332108;17,89420509;;;
939;23,75950241;17,81553268;;;
940;23,66867447;17,73628235;;;
941;23,57093811;17,65388107;;;
942;23,47750282;17,57530594;;;
943;23,3868885;17,50068092;;;
944;23,29167938;17,42197609;;;
945;23,1975708;17,34619522;;;
946;23,10771942;17,27101707;;;
947;23,01418877;17,19260025;;;
948;22,92075157;17,11036682;;;
949;22,83251953;17,03624153;;;
950;22,74069214;16,95487118;;;
951;22,6480217;16,87352467;;;
952;22,56168747;16,79612827;;;
953;22,4711132;16,71160126;;;
954;22,37737656;16,62526226;;;
955;22,2894249;16,54227066;;;
956;22,20365715;16,45727539;;;
957;22,1168766;16,36961746;;;
958;22,02982903;16,28591824;;;
959;21,94393539;16,19663811;;;
960;21,85764313;16,10518169;;;
961;21,77442932;16,0189743;;;
962;21,69294167;15,93414211;;;
963;21,60977554;15,84354401;;;
964;21,52843094;15,75879669;;;
965;21,45009613;15,67576027;;;
966;21,36667824;15,58841133;;;
967;21,285923;15,50286674;;;
968;21,21260643;15,42537785;;;
969;21,13460159;15,3425045;;;
970;21,05719376;15,26205063;;;
971;20,98457336;15,1884985;;;
972;20,90766716;15,1101675;;;
973;20,83114433;15,03307152;;;
974;20,7609272;14,96411228;;;
975;20,68752098;14,89566231;;;
976;20,61500549;14,82660675;;;
977;20,54672432;14,76112843;;;
978;20,47475433;14,69610596;;;
979;20,40161705;14,62967777;;;
980;20,33468056;14,56861591;;;
981;20,2669735;14,50925827;;;
982;20,19952202;14,44890404;;;
983;20,13217545;14,39153385;;;
984;20,06599236;14,33549595;;;
985;19,99688911;14,27648926;;;
986;19,93121719;14,22119427;;;
987;19,8665638;14,16809368;;;
988;19,80074501;14,11278343;;;
989;19,73625755;14,05771446;;;
990;19,67350388;14,00718784;;;
991;19,60621262;13,95147228;;;
992;19,54263306;13,89570618;;;
993;19,48055649;13,84371567;;;
994;19,4166584;13,78951168;;;
995;19,35243034;13,73342705;;;
996;19,29318047;13,68038464;;;
997;19,22779274;13,62318039;;;
998;19,16340637;13,56541634;;;
999;19,10279846;13,51043797;;;
1000;19,04188347;13,45320129;;;
1001;18,98132896;13,39495277;;;
1002;18,92018318;13,33740616;;;
1003;18,86135674;13,28009415;;;
1004;18,79932213;13,21847439;;;
1005;18,73833084;13,15960789;;;
1006;18,68098259;13,10168648;;;
1007;18,62219429;13,0442543;;;
1008;18,56334305;12,98538589;;;
1009;18,50698662;12,92869663;;;
1010;18,44703865;12,8686285;;;
1011;18,39067459;12,81125164;;;
1012;18,33471107;12,75641823;;;
1013;18,2770462;12,69966507;;;
1014;18,22255707;12,64431858;;;
1015;18,17033005;12,59142971;;;
1016;18,11486816;12,53685379;;;
1017;18,06023598;12,48229504;;;
1018;18,00735283;12,43171978;;;
1019;17,95573616;12,38063908;;;
1020;17,90302849;12,33006191;;;
1021;17,8552494;12,28365898;;;
1022;17,80390549;12,23504734;;;
1023;17,75142288;12,18578339;;;
1024;17,70419884;12,14064789;;;
1025;17,65622139;12,09762669;;;
1026;17,60566711;12,05279446;;;
1027;17,55966568;12,01003551;;;
1028;17,51263618;11,96669865;;;
1029;17,46367455;11,92667103;;;
1030;17,41697311;11,88428307;;;
1031;17,37412262;11,84554195;;;
1032;17,32929802;11,80656528;;;
1033;17,28201675;11,76639271;;;
1034;17,23988342;11,73015404;;;
1035;17,19453621;11,6914835;;;
1036;17,14913368;11,65354156;;;
1037;17,10853004;11,61688995;;;
1038;17,06397057;11,57931805;;;
1039;17,02000237;11,54042816;;;
1040;16,97966671;11,50551796;;;
1041;16,9341011;11,46733189;;;
1042;16,89068031;11,42925835;;;
1043;16,8505888;11,39337635;;;
1044;16,80849171;11,35667229;;;
1045;16,76529312;11,31805801;;;
1046;16,72449207;11,28095436;;;
1047;16,68246937;11,24179935;;;
1048;16,6417284;11,20358944;;;
1049;16,60057831;11,16687202;;;
1050;16,55404854;11,09361744;;;
1051;16,45795059;11,03397942;;;
1052;16,47390842;11,00617027;;;
1053;16,37404251;10,98176384;;;
1054;16,43473148;10,94418907;;;
1055;16,32113075;10,88311958;;;
1056;16,31482792;10,85398769;;;
1057;16,30973911;10,84664822;;;
1058;16,2441082;10,8046627;;;
1059;16,17833138;10,74477768;;;
1060;16,15753269;10,72420216;;;
1061;16,13911819;10,70825481;;;
1062;16,07970524;10,63800526;;;
1063;16,01621151;10,64201355;;;
1064;15,97927284;10,56129551;;;
1065;15,99730301;10,5506382;;;
1066;15,91182613;10,49114609;;;
