Blue,,Green,,Red,
X,Y,X,Y,X,Y
508.7249994068719,0.39104659950470577,508.7309162678644,0.6471276073331725,570.3965666397098,0.23391102328624402
509.7891071162662,0.3809225118196241,509.8148940328307,0.6578118833997854,570.9376261502815,0.2501791757112789
510.9697747794294,0.3679202281867515,510.7599433129501,0.6687732608833614,571.5564049126074,0.2734661974798578
512.1520982805569,0.3566519748665202,511.962854399434,0.6790647844503026,571.1191375309423,0.2617728274746426
512.6402761088393,0.34728943772489795,512.7663037761241,0.6875056944464475,572.1381034177894,0.28767013323669843
513.4471401913758,0.3384825752731706,514.2678452394741,0.6981736605091118,572.7768363417424,0.3021054132119835
514.5109261951085,0.3280215902702043,515.5719188264785,0.7102861612136542,573.3909787577682,0.3205371501051669
515.2172972087587,0.3180947943644148,516.674964485514,0.7201150313878961,574.0045534579205,0.3383743623197306
516.3811820342434,0.30834087845535796,517.8778913418832,0.7304230695292433,574.6934661571353,0.3607367431425159
516.750161606934,0.29909364896338475,519.1803209183374,0.7408139258519492,574.1861909976643,0.350100130678343
517.5778244861583,0.29124402030610086,519.9839358788239,0.7494282388793583,575.2338791024067,0.3763277980169004
518.642431154726,0.28164245375522834,521.7825898675728,0.7588831196511577,576.4562975370989,0.40704785012419575
519.2304744104568,0.2727425700063051,523.8791843007028,0.7679919302884131,575.4260824653514,0.39911833122760454
519.9378483888169,0.2638661010327441,525.6762100487867,0.775741681252782,577.0700614758757,0.42508323723163255
521.0039431037684,0.25582284972283165,527.773025260312,0.7850816959317228,577.4969838127349,0.44379195639153424
521.5170762499932,0.24656441572729992,529.6311679876593,0.7943633208578551,577.2514782372243,0.4365778015485595
523.458475298681,0.23817156445683385,532.5608531368607,0.8013066542026646,578.3015633645435,0.4653156841968453
524.555914237803,0.22725486130631434,536.1447488268475,0.8061707702138696,577.86435906242,0.4536883724892544
525.6408119127494,0.21807875925400877,539.7282029600439,0.8105724781417037,578.9610095072733,0.4776437605486147
526.8245152788472,0.20825553119431173,543.3071311361377,0.8102345032149852,579.5924283583897,0.4933440358968937
528.0083842287413,0.1986057061658788,546.8840723066744,0.8078156919130973,580.1340555848349,0.5102067130005483
529.2913774214713,0.18864234953305825,550.46013036363,0.8044720644444674,580.0167276376484,0.521205104157308
530.4759102835397,0.17968778808712238,553.0177818390067,0.7966405764119928,583.1915209612491,0.5884931549653358
532.2573932325986,0.17116077451683254,555.7703711754523,0.7876898838446023,582.6040296515064,0.5756599113621073
534.0377502118417,0.16145462033394664,558.985193724762,0.7779046962528476,583.8774058424721,0.6076847375021488
535.8182175802825,0.15186406817190345,560.8667187239855,0.7700252993086052,583.0736252981891,0.5988970214434757
537.5987953379208,0.14238911803070298,561.6928714789865,0.7605942350061926,584.4181026456802,0.6235730547158433
539.3795938739545,0.13314537193118814,563.1490690024248,0.7505503844978965,583.3877929546205,0.6155444483728154
541.4153599167236,0.12317561535321941,564.3177646942745,0.7398848780992984,585.028838766465,0.6384376435373076
543.282640504151,0.11525324547133142,565.5012472819769,0.7298304459979159,585.6402372224356,0.6539958444838285
545.617687431558,0.10634115758333773,566.6849506480746,0.720007217938219,586.3012729696111,0.6679885899357334
547.9951671780364,0.09724338586584458,567.6110129862031,0.7110850478368426,586.9334203894318,0.6844518386215745
550.3311484711518,0.08930978651141264,569.0668131085301,0.7006250300535124,586.1291982883583,0.6752017144795304
552.827095539035,0.08156237036618386,570.4542854715063,0.6900063041437732,587.4743379710352,0.7005713598769545
555.6008133679052,0.07465788087736602,571.1608646476434,0.6802975006201443,586.4433659447898,0.6918491414088702
558.5541699035481,0.06623036871300392,572.4622649762454,0.6687867774273368,588.084695614571,0.7150395989126723
562.2759692986639,0.05933234706745161,572.9900136522353,0.6592162547719289,588.7661018483476,0.729541042318151
565.8493780148766,0.05321427109859567,574.172281958764,0.6478902004412762,589.3064517140775,0.7450660388949111
569.4232282878799,0.047558603213110895,574.9559716690798,0.6356383487065694,589.9866752064511,0.7583288892199316
572.9987343988474,0.04363696564026709,575.9419311858378,0.6269706502366438,590.4000459551452,0.774745357416914
576.5746820666055,0.04017773615079445,576.5300296361675,0.6181285674981419,591.2085732349258,0.7885039603718252
580.1509609019564,0.03706531272385005,577.5836235629827,0.6059186680390551,591.6156517993555,0.798331113380771
583.7281228508883,0.034877705463647546,578.5957095745035,0.5948630321983859,592.81900444263,0.8090850450310831
587.3051744106226,0.03257449618260233,579.4213324613559,0.584877078195928,593.4268073647352,0.8208779230130117
590.8825571379498,0.030618092964085464,580.5340744972452,0.572137208084002,594.2117187155046,0.8307291286015726
594.4601606436721,0.028892893787253904,581.2450282395853,0.5580850925180809,594.6377768626454,0.8396083941014734
598.0379849277897,0.027398898652107873,582.4268549893234,0.5462966301040573,595.2422681088219,0.8479332114581194
601.6160299903025,0.02613610755864748,583.0710201131253,0.5336976288737629,596.4478285360487,0.8609991835252865
605.1945166096059,0.025335724548557925,583.598636322078,0.5239883837933437,595.5465007374675,0.8541764565116119
608.7731136181069,0.02465094355931119,584.1845821830541,0.5128920616484082,597.2560246482367,0.8744109804176695
612.3525937401888,0.024890978736806346,585.3660777651994,0.5007567931718563,597.8426402036783,0.884839705491788
615.9325154190612,0.02559342199767256,585.9520236261756,0.4896604710269208,598.9264855016074,0.8953852591333895
619.5127682655266,0.026642671321067124,586.5401220765052,0.48081838828841894,599.6518749970193,0.9053750399613648
623.0937938363752,0.02850113479036087,587.1278893592421,0.47162949948738886,600.2586181828274,0.916058138543203
626.6751505748168,0.030706404322182856,587.7154910581826,0.46226720765509455,600.9840076782392,0.9260479193711784
630.2563969240606,0.03279607183316202,588.3035895085122,0.4534251249165926,602.5433654838437,0.9347912589724076
633.8377536625021,0.035001341364983896,588.8920191264348,0.444929848240619,604.4956268295774,0.9444669877897776
637.4187792333508,0.03685980483427764,589.4802831605609,0.43626116853338115,606.1415676138422,0.9546373968848327
640.999363247409,0.03825586022020033,590.0682160270943,0.4272456827636152,608.0940938936503,0.9645905705522253
644.5778498667123,0.03745547721011078,590.4763248907018,0.4173280596744854,609.8795813422686,0.9751312495470366
648.1568884320038,0.0372331043042351,591.2439161763645,0.40904130819281903,612.6698522941537,0.9818430354171013
651.7341607701333,0.0351610990648753,591.8322630023888,0.40045933000121336,616.2507674758047,0.9835858968655523
655.3103292162866,0.03193307361708808,592.4214377473953,0.3927443669659283,619.8316826574558,0.9853287583140032
658.886166494847,0.028358242106772735,593.0098673653179,0.3842490902899546,623.414584844664,0.9891524561376236
662.4615622166169,0.02432100251308622,593.5371524066778,0.3741930391470071,626.9971558642793,0.9926293478987158
666.0371787167821,0.020514966961085346,594.6004653138493,0.3632366169118576,631.7067343580939,0.9893809985730998
669.6130159953426,0.01694013545077,595.1877358451968,0.35352751901703505,633.0111814285502,0.9810608911555522
673.1896259982864,0.014174518086353838,595.5069262101201,0.3441992454558078,634.5312921947602,0.9695275872390979
676.7661256120325,0.011293298701094856,596.601688999694,0.33494224651984505,635.5160374303443,0.9595882665399021
680.3428460041739,0.008643283357521403,597.128874690776,0.3247821535581391,637.098319392655,0.9506908358842594
683.9205598990939,0.007033686201532552,597.7178010600878,0.31680708597595786,638.1034351148403,0.9412602131386373
687.4982737940139,0.005424089045543923,598.6039724218358,0.3077576555279232,639.0696864801829,0.9327774288401945
691.0755461321435,0.003352083806184236,598.8941635445437,0.2992963235302182,640.6510853289125,0.9229551820178097
694.6531496378659,0.0016268846293526762,599.4825931624664,0.29080104685424457,641.0377418917822,0.9113959611708472
698.2313050895764,0.00047969555673499364,600.0713539479818,0.2826525762407991,641.692213161339,0.8976905114906955
701.8093501520891,-0.0007830955367253978,601.1255392454984,0.27106197332194126,642.4646032231211,0.8855046900182613
705.3886094957759,-0.0007742644009156585,602.4345658906676,0.25861324332938074,642.8909189450565,0.8738299652741872
708.9678688394627,-0.0007654332651059192,603.6159510836153,0.24636237283198614,643.4759816924516,0.8618088269625097
712.5471281831493,-0.00075660212929618,604.7975570549582,0.23434270637627697,643.981704043876,0.8499955760408868
716.126387526836,-0.0007477709934864407,605.9781695235225,0.2212826217329832,644.4497983974711,0.840424906199882
719.7056468705227,-0.0007389398576767015,607.1594443272726,0.20891614921474577,644.7396252358269,0.8315820875333959
723.2849062142094,-0.0007301087218669622,608.3409399094178,0.196780880738194,645.3863845057729,0.8216997337929062
726.8641655578961,-0.000721277586057445,609.5219939347727,0.18418320417827094,645.7342429453184,0.8111577126056286
730.4434249015828,-0.0007124464502477057,611.0034169668562,0.17378270194234446,646.4986219053303,0.7995069423174384
734.0226842452696,-0.0007036153144379664,612.7837739460992,0.16407654775945857,646.9824945549055,0.785635926362949
737.6019435889561,-0.0006947841786282272,614.5641309253424,0.15437039357657267,647.4877091160209,0.7732909061454494
739.9881164847474,-0.0006888967547549196,616.3443775153879,0.14454863737284396,648.053416957433,0.7618246084719515
,,618.1252864406192,0.13542049329417183,648.6377069804448,0.7489942560143749
,,620.1614309606372,0.12584708650194965,649.2927617357606,0.7358998455872491
,,623.4775729208269,0.11804719606313718,649.9048277835453,0.7224089802418076
,,626.4530033535228,0.11042482196735726,650.5899767367841,0.7110816993645146
,,629.7263079970811,0.10238701652452764,650.2851921621506,0.7042604442068084
,,633.2992751565034,0.09580653247230086,651.1682560679855,0.6919568168720505
,,636.8723527051233,0.0893416504409168,651.5523129652511,0.6776751684342411
,,640.4448783077551,0.08229875830531885,652.207162712057,0.664366068539836
,,644.0168519643987,0.07467785606550725,652.978114560293,0.6506741178815648
,,647.5891567886353,0.06740375988822389,652.3166845659831,0.6451929630520534
,,651.1607992776861,0.05943605158588405,653.3204093842784,0.6343057548438127
,,654.732110599144,0.05112153722101598,653.3107392905667,0.6241790178179881
,,658.3037530881948,0.04315382891867614,653.9754294458463,0.6122505573704473
,,661.8763890800242,0.036226538803921016,654.3645145710636,0.6032345809820252
,,665.4501289638299,0.030455268897593535,654.4754777925131,0.5944953625775071
,,669.0237584584379,0.024568396970423123,655.1117232798797,0.5825271970630121
,,672.5992645694055,0.020646759397579317,655.6934112718047,0.5669719398284279
,,676.1752122371635,0.01718752990810657,656.2249699521011,0.552466883366989
,,679.751601461712,0.01419070850200499,656.3947926937224,0.542895477598
,,683.3290945782367,0.01234990730433072,656.8804315704596,0.5308740939769946
,,686.9068084731568,0.01074031014834198,657.2695166956769,0.5218581175885724
,,689.888255117123,0.009418246188491852,657.5600610638173,0.5137667120575642
,,694.4339359993152,0.004426636153126551,658.0456999405544,0.5017453284365587
,,699.2049489737217,0.0007374454622168791,658.4343435089813,0.49226694396476567
,,704.6146886727513,-0.0007295919429173292,658.5455716645049,0.48380517041027016
,,711.6173576912853,-0.0007123142004585858,659.3090675109358,0.4712295839553381
,,739.3104374449517,0.00009620561141820971,659.3996602457842,0.46198166759724635
,,,,659.5907807432665,0.4538900167569102
,,,,659.7026270782968,0.44607561451913413
,,,,660.3677367125274,0.43458644175079575
,,,,660.8738564650632,0.42318935810420666
,,,,661.6398250295208,0.4132032569161521
,,,,661.3351508440849,0.4064976037792887
,,,,662.1206067815626,0.3960953843780657
,,,,662.6256005642829,0.38351916011888065
,,,,663.0937611513966,0.37401785149038147
,,,,663.3830912383631,0.36465482373010305
,,,,664.0290888228454,0.3539748160457983
,,,,664.3766823283167,0.34315535000849806
,,,,665.0123411759475,0.3305728423260961
,,,,665.5447325061916,0.31693975539329955
,,,,666.0128930933054,0.30743844676480037
,,,,666.3022231802719,0.29807541900452195
,,,,666.9482207647543,0.2873954113202172
,,,,667.2958142702255,0.27657594528291696
,,,,667.9316623564807,0.2641916124933882
,,,,668.5433814667873,0.25033742651101243
,,,,668.9314730892261,0.2402810319350056
,,,,669.2223486249593,0.23253643246652567
,,,,669.8077425399473,0.2208621002173764
,,,,670.6049733251714,0.2079166714018028
,,,,671.5147569362905,0.196821148264393
,,,,672.6273665051428,0.18394255572745555
,,,,673.6395282121134,0.17296618984393564
,,,,674.5255008733056,0.1637086757583841
,,,,675.1132681560425,0.15451978695735402
,,,,675.8988344827178,0.14423316957697385
,,,,676.8240357851049,0.13440930371302395
,,,,678.0650753004473,0.12215858040122607
,,,,678.9474634666939,0.10914730355316649
,,,,679.8326271327663,0.0990425918005815
,,,,681.400500676473,0.08993043663346967
,,,,683.6063922426624,0.07963080909765563
,,,,685.4715281256791,0.06946245709653698
,,,,687.252878607701,0.060796721101235796
,,,,689.0335667545369,0.05143737298087814
,,,,691.2941167434344,0.044830530441352434
,,,,694.3897830901799,0.038179507691845416
,,,,697.6635734462078,0.030650351140723675
,,,,701.2370925516182,0.024647877192710665
,,,,704.813371386969,0.021535453765766266
,,,,708.3893190547271,0.018076224276293518
,,,,711.9665913928567,0.01600421903693383
,,,,715.5438637309862,0.013932213797574144
,,,,719.1214672367086,0.012207014620742584
,,,,722.6988499640356,0.010250611402225607
,,,,726.2762326913628,0.008294208183708629
,,,,729.8540569754805,0.006800213048562598
,,,,733.4323228163885,0.005768625996787624
,,,,737.010809435692,0.00496824298669829
,,,,739.9924216634546,0.003819582058112281
,,,,631.0852503446713,0.9976086033733222
,,,,559.532778429838,0.0662699592284548
